# of Holes,Address,Club Type,Course Par,Location,Phone,Total Yards,Website,name,url
18,"https://www.google.com/maps/place/1- 23210 Twp Rd 564  Gibbons,AB T0A 1N0",Public,Par 71,"Gibbons, AB",(780) 921-2444,6523,https://www.goosehummock.com,Goose Hummock Golf Resort,https://www.golfcanada.ca/golf-facility/goose-hummock-golf-resort-en/
9,"https://www.google.com/maps/place/999 Boulevard de la Forêt  Verdun,QC H3E 1X9",—,,"Verdun, QC",—,,,Golf Exécutif Montréal,https://www.golfcanada.ca/golf-facility/golf-executif-montreal-en/
18,"https://www.google.com/maps/place/12 Red Patch Ave  Kingston,ON K7K 7B4",Semi-private,Par 72,"Kingston, ON",(613) 546-4952,6447,https://www.ggcc.on.ca,Garrison Golf Club,https://www.golfcanada.ca/golf-facility/garrison-golf-club-en/
18,R0A 0L0,Public,Par —,"Emerson, MB",—,—,,Emerson Golf Course,https://www.golfcanada.ca/golf-facility/emerson-golf-course-en/
18,"https://www.google.com/maps/place/Box 1118  Swift Current,SK S9H 3X3",Public,Par 72,"Swift Current, SK",(306) 778-2776,6629,https://www.city.swift-current.sk.ca,Chinook Golf Course,https://www.golfcanada.ca/golf-facility/chinook-golf-course-en/
9,P0P1T0,Semi-private,Par 72,"Ontario, ON",7053774979,6182,,Brookwood Brae Golf Course,https://www.golfcanada.ca/golf-facility/brookwood-brae-golf-course-en/
18,"https://www.google.com/maps/place/4838 Colonel Talbot Rd  London,ON N6P 1H7",Private,Par 72,"London, ON",(519) 652-5033,6472,,Greenhills Country Club,https://www.golfcanada.ca/golf-facility/greenhills-country-club-en/
18,"https://www.google.com/maps/place/3423 - 49th Avenue  Lloydminster,SK S9V 2A2",Public,Par —,"Lloydminster, SK",(306) 248-3780,—,,Brightsand RP Golf Club,https://www.golfcanada.ca/golf-facility/brightsand-rp-golf-club-en/
18,"https://www.google.com/maps/place/3455, rue du Fer-Droit  Sherbrooke,QC J1H 0A8",Semi-private,Par 72,"Sherbrooke, QC",819-563-9899,6403,https://www.golflongchamp.com,Golf et Académie LongChamp,https://www.golfcanada.ca/golf-facility/golf-et-academie-longchamp-en/
18,"https://www.google.com/maps/place/16410 - 137 Avenue  Edmonton,AB T5V 1R6",Public,Par 70,"Edmonton, AB",(780) 447-1094,6018,https://www.goldenwestgolf.com,Golden West Golf Course,https://www.golfcanada.ca/golf-facility/golden-west-golf-course-en/
18,"https://www.google.com/maps/place/4320 Gallagher's Dr. W.  Kelowna,BC V1W 3Z9",Semi-private,,"Kelowna, BC",2508614240,,https://www.golfbc.com,Gallagher's Canyon Golf & Country Club - Canyon,https://www.golfcanada.ca/golf-facility/gallaghers-canyon-golf-country-club-canyon-en/
18,"https://www.google.com/maps/place/399 Clubhouse Dr  Courtenay,BC V9N 9G3",Semi-private,Par 72,"Courtenay, BC",(888) 338-8439,7025,https://www.crownisle.com,Crown Isle Golf & Resort Community,https://www.golfcanada.ca/golf-facility/crown-isle-golf-resort-community-en/
9,"https://www.google.com/maps/place/PO Box 1333  High Prairie,AB T0G 1E0",Public,Par 72,"High Prairie, AB",(780) 523-2696,6772,https://www.hpgolfclub.com,High Prairie Golf Club,https://www.golfcanada.ca/golf-facility/high-prairie-golf-club-en/
18,"https://www.google.com/maps/place/600 Golf Rd  Hammond,ON K0A2A0",Public,Par 72,"Hammond, ON",(613) 488-2288,6500,https://www.hammondgolf.com,Hammond Golf & Country Club,https://www.golfcanada.ca/golf-facility/hammond-golf-country-club-en/
18,P0M 1L0,Public,Par —,—,—,—,,Chelmsford Golf Course,https://www.golfcanada.ca/golf-facility/chelmsford-golf-course-en/
18,"https://www.google.com/maps/place/300 Boulevard de Mortagne  Boucherville,QC J4B 1B5",Semi-private,Par 72,"Boucherville, QC",(450) 655-9063,6396,https://www.golfboucherville.com,Boucherville (Club de golf),https://www.golfcanada.ca/golf-facility/boucherville-club-de-golf-en/
18,"https://www.google.com/maps/place/331 Golf Club Road 331 Golf Club Road Fredericton,NB E3B 5Z6",Private,Par 70,"Fredericton, NB",5064437710,6068,https://www.playfgc.com,Fredericton Golf Club,https://www.golfcanada.ca/golf-facility/fredericton-golf-club-en/
18,"https://www.google.com/maps/place/7660 Maltby Rd. East  Puslinch,ON N0B 2J0",Semi-private,,"Puslinch, ON",—,,https://www.victoriaparkvalley.com,Victoria Park Valley Golf Club,https://www.golfcanada.ca/golf-facility/victoria-park-valley-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 149, SW 989 Street  Treherne,MB R0G 2V0",Public,Par 70,"Treherne, MB",(204) 723-2502,6176,,Delahunt Golf & Country Club,https://www.golfcanada.ca/golf-facility/delahunt-golf-country-club-en/
18,"https://www.google.com/maps/place/14012 Leslie Street  Aurora,ON L4G 7C2",Semi-private,Par 70,"Aurora, ON",9057274099,6396,,Lebovic Golf Club,https://www.golfcanada.ca/golf-facility/lebovic-golf-club-en/
18,"https://www.google.com/maps/place/323 avenue Venise Ouest  Venise-en-Québec,QC J0J 2K0",Public,Par 71,"Venise-en-Québec, QC",800-363-1420,6248,https://www.golflachamplain.com,Lac Champlain (Club de golf),https://www.golfcanada.ca/golf-facility/lac-champlain-club-de-golf-en/
18,"https://www.google.com/maps/place/7929 152nd St.  Surrey,BC V3S 3M5",Public,Par 72,"Surrey, BC",(604) 594-1435,6457,https://www.guildfordgolf.com,Guildford Golf & Country Club,https://www.golfcanada.ca/golf-facility/guildford-golf-country-club-en/
18,"https://www.google.com/maps/place/Suite 3001, #3 9899-112 Avenue  Grande Prairie,AB T8V 7T2",Public,Par —,"Grande Prairie, AB",(780) 774-3838,—,https://www.chinookvalley.ca,Chinook Valley Golf Course,https://www.golfcanada.ca/golf-facility/chinook-valley-golf-course-en/
18,"https://www.google.com/maps/place/2441 Avenue de la Rotonde  Charny,QC G6X 2M2",Public,Par 71,"Charny, QC",4188324432,5865,https://www.golfcharny.com,Charny Golf Club,https://www.golfcanada.ca/golf-facility/charny-golf-club-en/
18,"https://www.google.com/maps/place/1111  Madden,AB T0M 1L0",Public,Par 71,"Madden, AB",4039465200,6026,,Beaver Dam Golf Club,https://www.golfcanada.ca/golf-facility/beaver-dam-golf-club-en/
9,"https://www.google.com/maps/place/PO Box 81  Spruce View,AB T0M 1V0",Public,Par 72,"Spruce View, AB",4037283010,6556,https://www.mylakeresort.com,Gleniffer Lake Resort & Country Club,https://www.golfcanada.ca/golf-facility/gleniffer-lake-resort-country-club-en/
18,"https://www.google.com/maps/place/121 Beauty Bay Road  Kenora,ON P9N 4P3",Public,Par 70,"Kenora, ON",—,6014,https://www.beautybaygolf.com,Beauty Bay Golf Club,https://www.golfcanada.ca/golf-facility/beauty-bay-golf-club-en/
27,"https://www.google.com/maps/place/245 Grandview Drive, North  Huntsville,ON P1H 1B4",Private,Par 72,"Huntsville, ON",(705) 788-9978,7065,,Grandview Golf Club,https://www.golfcanada.ca/golf-facility/grandview-golf-club-en/
18,"https://www.google.com/maps/place/100, rue Beaumont  Beaupré,QC G0A 1E0",Public,Par 72,"Beaupré, QC",(418) 827-4653,6443,https://www.legrandvallon.com,Grand Vallon (Club de golf Le),https://www.golfcanada.ca/golf-facility/grand-vallon-club-de-golf-le-en/
18,"https://www.google.com/maps/place/120 Gabriel Road  St. John's,NL A1H 1A5",Semi-private,Par 71,"St. John's, NL",(866) 888-9453,6214,https://www.glendenninggolf.ca,GlenDenning Golf Club,https://www.golfcanada.ca/golf-facility/glendenning-golf-club-en/
18,"https://www.google.com/maps/place/9807 Regional Road 25  Halton Hills,ON L9T 2X7",Public,,"Halton Hills, ON",9058763666,,https://glencairn.clublink.ca,Glencairn Golf Club,https://www.golfcanada.ca/golf-facility/glencairn-golf-club-en/
18,"https://www.google.com/maps/place/999 32 Ave Ne  Calgary,AB T2E 6X6",Public,Par 71,"Calgary, AB",(403) 277-4653,6455,,Fox Hollow Golf Course,https://www.golfcanada.ca/golf-facility/fox-hollow-golf-course-en/
18,"https://www.google.com/maps/place/563 Aberdeen Ave  Hamilton,ON L8P 4S8",Public,,"Hamilton, ON",(905) 546-3957,,,Chedoke Golf Club,https://www.golfcanada.ca/golf-facility/chedoke-golf-club-en/
18,R0E 1A0,Public,Par —,—,—,—,,Black Bear Golf,https://www.golfcanada.ca/golf-facility/black-bear-golf-en/
18,"https://www.google.com/maps/place/PO Box 1431, Hwy 4 North  Biggar,SK S0K 0M0",Public,Par 72,"Biggar, SK",(306) 948-2168,6332,https://www.biggargolfclub.com,Biggar Golf Club,https://www.golfcanada.ca/golf-facility/biggar-golf-club-en/
18,"https://www.google.com/maps/place/4608 Route 19  Nine Mile Creek,PE C0A 1H2",Public,Par 70,"Nine Mile Creek, PE",(866) 675-3001,5962,https://www.glenaftongolf.com,Glen Afton Golf Club,https://www.golfcanada.ca/golf-facility/glen-afton-golf-club-en/
27,"https://www.google.com/maps/place/2777 Erbs Road  Baden,ON N0B 1G0",Semi-private,,"Baden, ON",1-888-833-8787,,https://www.golffoxwood.ca,Foxwood Golf Club,https://www.golfcanada.ca/golf-facility/foxwood-country-club-en/
18,"https://www.google.com/maps/place/700 rue Lakeside  Lac Brome,QC J0E 1R0",Public,Par 0,"Lac Brome, QC",(450) 539-2582,0,https://www.golflacbrome.com,Lac Brome (Club de golf),https://www.golfcanada.ca/golf-facility/lac-brome-club-de-golf-en/
—,LOB 1Ao,Public,Par 60,"Ashburn,",905-655-4123,3075,,HY-Hope Farms & Golf Course,https://www.golfcanada.ca/golf-facility/hy-hope-farms-golf-course-en-2/
—,LOB 1Ao,Public,Par —,"Ashburn,",905-655-4123,—,,HY-Hope Farms & Golf Course,https://www.golfcanada.ca/golf-facility/hy-hope-farms-golf-course-en/
18,"https://www.google.com/maps/place/R.R. # 1  Guelph,ON N1H 6H7",Public,Par 71,"Guelph, ON",(519) 822-4222,6391,,Guelph Lakes Golf Club,https://www.golfcanada.ca/golf-facility/guelph-lakes-golf-club-en/
18,"https://www.google.com/maps/place/3816 Allains Creek, Hwy #1  Annapolis Royal,NS B0S 1A0",Semi-private,Par 70,"Annapolis Royal, NS",(902) 532-7267,5385,https://www.annapolisroyalgolf.com,Fort View Golf Club,https://www.golfcanada.ca/golf-facility/fort-view-golf-club-en/
18,"https://www.google.com/maps/place/Coal Creek Golf Resort Box 299 Ryley,AB T0B 4A0",Public,Par 72,"Ryley, AB",—,7207,,Coal Creek Golf Resort,https://www.golfcanada.ca/golf-facility/coal-creek-golf-resort-en/
18,"https://www.google.com/maps/place/1975 Haslam Rd  Nanaimo,BC V9X 1T1",Public,Par 72,"Nanaimo, BC",(250) 245-5157,6215,https://www.cottonwoodgolfcourse.com,Cottonwood Golf Course,https://www.golfcanada.ca/golf-facility/cottonwood-golf-course-en/
18,"https://www.google.com/maps/place/360 Boulevard Sabourin  Val-d'Or,QC J9P 4N9",Public,Par 72,"Val-d'Or, QC",(819) 824-4653,6743,https://clubsportsbelvedere.com,Belvédère (Club Sports),https://www.golfcanada.ca/golf-facility/belvedere-club-sports-en/
18,"https://www.google.com/maps/place/PO Box 1688  Whitecourt,AB T7S 1P5",Public,Par —,"Whitecourt, AB",(780) 778-6011,—,,Graham Acres Golf & Country Club,https://www.golfcanada.ca/golf-facility/graham-acres-golf-country-club-en/
9,"https://www.google.com/maps/place/133 Woodlawn Road, East  Guelph,ON N1E 7H9",Semi-private,Par 71,"Guelph, ON",(519) 824-2741,5874,,Guelph Country Club,https://www.golfcanada.ca/golf-facility/guelph-country-club-en/
18,"https://www.google.com/maps/place/1333 Dorval Drive  Oakville,ON L6M 4G2",Public,Par 73,"Oakville, ON",(905) 844-1800,7267,,Glen Abbey Golf Club,https://www.golfcanada.ca/golf-facility/glen-abbey-golf-club-en/
18,"https://www.google.com/maps/place/40 Eldale Rd  Elmira,ON N3B 2Z5",Semi-private,Par 70,"Elmira, ON",(519) 669-1651,6354,https://www.elmiragolfclub.com,Elmira Golf Club,https://www.golfcanada.ca/golf-facility/elmira-golf-club-en/
9,"https://www.google.com/maps/place/12704 86 St  Fort St. John,BC V1J 6L8",Public,Par 72,"Fort St. John, BC",(250) 785-9995,6560,,Fort St. John Links Golf Course,https://www.golfcanada.ca/golf-facility/fort-st-john-links-golf-course-en/
18,"https://www.google.com/maps/place/900 - 22nd Street East  Prince Albert,SK S6V 1P1",Public,Par 71,"Prince Albert, SK",(306) 763-2502,6362,,Cooke Municipal Golf Course,https://www.golfcanada.ca/golf-facility/cooke-municipal-golf-course-en/
18,"https://www.google.com/maps/place/530 Chapples Park Dr 530 Chapples Park Dr Thunder Bay,ON P7C 4L7",Public,Par 70,"Thunder Bay, ON",(807)625-2582,6036,,Chapples Golf Club,https://www.golfcanada.ca/golf-facility/chapples-golf-club-en/
18,"https://www.google.com/maps/place/45809 Ferguson Line R.R. #1  Belmont,ON N0L 1B0",Public,Par 70,"Belmont, ON",(519) 644-1370,5435,https://www.belmontgolfclub.com,Belmont Golf Club,https://www.golfcanada.ca/golf-facility/belmont-golf-club-en/
27,"https://www.google.com/maps/place/3-100 Real Martin Drive  Fort McMurray,AB T9H 4V9",Public,,"Fort McMurray, AB",(780) 743-5577,,https://fortmcmurraygolfclub.com,Fort McMurray Golf Club,https://www.golfcanada.ca/golf-facility/fort-mcmurray-golf-club-en/
9,"https://www.google.com/maps/place/PO Box 1280 Boundry St Fort Qu' Appelle,SK S0G 1S0",Public,Par 68,"Fort Qu' Appelle, SK",(306) 332-4653,5476,,Echo Ridge Golf Club,https://www.golfcanada.ca/golf-facility/echo-ridge-golf-club-en/
18,"https://www.google.com/maps/place/ 418 Fourth Line W  Sault Ste. Marie,ON  P6A 0B5",Semi-private,Par 72,"Sault Ste. Marie, ON",(705) 254-4653,6810,,Crimson Ridge Golf Course,https://www.golfcanada.ca/golf-facility/crimson-ridge-golf-course-en/
18,"https://www.google.com/maps/place/PO Box 99  Rose Valley,SK S0E 1M0",Public,Par 72,"Rose Valley, SK",(306) 278-2489,6703,https://www.greenhillsgolfresort.com,Greenhills Golf Resort,https://www.golfcanada.ca/golf-facility/greenhills-golf-resort-en/
18,"https://www.google.com/maps/place/18150 8th Ave  Surrey,BC V3S 9R9",Semi-private,Par 72,"Surrey, BC",(604) 538-1212,6627,https://www.hazelmere.com,Hazelmere Golf & Tennis Club,https://www.golfcanada.ca/golf-facility/hazelmere-golf-tennis-club-en/
18,"https://www.google.com/maps/place/C.F.B. Comox  Lazo,BC V0R 2K0",Public,Par 71,"Lazo, BC",(250) 339-6515,6268,https://www.glaciergreens.com,Glacier Greens Golf Club,https://www.golfcanada.ca/golf-facility/glacier-greens-golf-club-en/
18,"https://www.google.com/maps/place/2802-13 Ave. S.E.  Medicine Hat,AB T1A 3P9",Semi-private,Par 72,"Medicine Hat, AB",(403) 526-07-3,6943,https://www.connaughtgolf.com,Connaught Golf Club,https://www.golfcanada.ca/golf-facility/connaught-golf-club-en/
9,"https://www.google.com/maps/place/4201 Saddlemire Rd  Williamsburg,ON K0C 2H0",Semi-private,Par 68,"Williamsburg, ON",(613) 535-2323,5748,,Cedar Glen Golf Course,https://www.golfcanada.ca/golf-facility/cedar-glen-golf-course-en/
18,"https://www.google.com/maps/place/200 Golf Course Crescent PO Box 955 Hanna,AB T0J 1P0",Public,Par 72,"Hanna, AB",(403) 854-3722,6616,https://www.hannagolf.ca,Hanna Golf & Country Club,https://www.golfcanada.ca/golf-facility/hanna-golf-country-club-en/
9,"https://www.google.com/maps/place/230 Highway 32  Gananoque,ON K7G 2V3",Semi-private,Par 70,"Gananoque, ON",—,6392,https://www.greeneacregolf.com,Greene Acres Golf Club,https://www.golfcanada.ca/golf-facility/greene-acres-golf-club-en/
18,"https://www.google.com/maps/place/2000 Avenue Reverchon  Dorval,QC H9P 2S7",Public,Par 72,"Dorval, QC",(514) 631-6624,6669,https://www.golfdorval.com,Golf Dorval,https://www.golfcanada.ca/golf-facility/golf-dorval-en/
18,"https://www.google.com/maps/place/P.O. Box 247  Slave Lake,AB T0G 2A0",Semi-private,Par 72,"Slave Lake, AB",(780) 849-4389,6883,https://www.gilwood.ca,Gilwood Golf & Country Club,https://www.golfcanada.ca/golf-facility/gilwood-golf-country-club-en/
18,"https://www.google.com/maps/place/Box 309  Gananoque,ON K7G 2T6",Semi-private,Par 71,"Gananoque, ON",(613) 382-3171,6142,https://gangolfclub.com,Gananoque Golf & Country Club,https://www.golfcanada.ca/golf-facility/gananoque-golf-country-club-en/
18,"https://www.google.com/maps/place/190 Golf Club Rd  Hartland,NB E7P 3K4",Public,Par 72,"Hartland, NB",(506) 375-1112,6609,,Covered Bridge Golf & Country Club,https://www.golfcanada.ca/golf-facility/covered-bridge-golf-country-club-en/
18,"https://www.google.com/maps/place/200 Rue Commerciale O  Chandler,QC G0C 1K0",Public,Par 72,"Chandler, QC",(418) 689-3255,6281,,Chandler (Club de golf),https://www.golfcanada.ca/golf-facility/chandler-club-de-golf-en/
18,"https://www.google.com/maps/place/PO Box 552, Hwy 44 & Golf Cour  Beausejour,MB R0E 0C0",—,,"Beausejour, MB",(204) 268-2010,,,Beausejour Golf Course,https://www.golfcanada.ca/golf-facility/beausejour-golf-course-en/
18,"https://www.google.com/maps/place/6621 Guelph Line  Burlington,ON L7P 0A6",Public,Par 72,"Burlington, ON",(905) 319-5991,7175,,Crosswinds Golf & Country Club,https://www.golfcanada.ca/golf-facility/crosswinds-golf-country-club-en/
36,"https://www.google.com/maps/place/1334 Country Hills Boulevard N  Calgary,AB T3K 5A9",Private,,"Calgary, AB",—,,https://www.countryhills.ab.ca,Country Hills Golf Club,https://www.golfcanada.ca/golf-facility/country-hills-golf-club-en/
18,"https://www.google.com/maps/place/88008 226 Ave E  Foothills,AB T1S 4A6",Private,Par 71,"Foothills, AB",(403) 938-7577,6920,https://www.cottonwoodgcc.com,Cottonwood Golf & Country Club,https://www.golfcanada.ca/golf-facility/cottonwood-golf-country-club-en/
18,"https://www.google.com/maps/place/8 Golf Club Rd  Grand Bay-Westfield,NB E5K 3C8",Semi-private,Par 69,"Grand Bay-Westfield, NB",(506) 757-2250,5718,https://www.westfieldgolf.com,Westfield Golf and Country Club,https://www.golfcanada.ca/golf-facility/westfield-golf-and-country-club-en/
18,"https://www.google.com/maps/place/1461, ch. de la Montagne N.  Aylmer,QC J9H 5E1",Semi-private,Par 72,"Aylmer, QC",(819) 827-0330,6357,https://www.golfkingsway.ca,Kingsway Park (Club de golf du),https://www.golfcanada.ca/golf-facility/kingsway-park-club-de-golf-du-en/
9,"https://www.google.com/maps/place/240 Riverview Dr  Cochrane,AB T4C 1K9",Public,Par 70,"Cochrane, AB",(403) 932-5103,6302,https://www.cochranegolfclub.com,Cochrane Golf Club,https://www.golfcanada.ca/golf-facility/cochrane-golf-club-en/
18,"https://www.google.com/maps/place/658 Base Valcartier 658 Base Valcartier Courcelette,QC G0A 4Z0",Public,Par 72,"Courcelette, QC",(418) 844-3272,6281,https://www.centrecastor.com,Centre Castor,https://www.golfcanada.ca/golf-facility/centre-castor-en/
9,"https://www.google.com/maps/place/9420-101 St.  Fort Saskatchewan,AB T8L 1T8",Semi-private,Par 72,"Fort Saskatchewan, AB",(780) 998-3372,6271,,Fort Saskatchewan Golf & Curling Club,https://www.golfcanada.ca/golf-facility/fort-saskatchewan-golf-curling-club-en/
18,"https://www.google.com/maps/place/2870 Boulevard Base-de-Roc  Joliette,QC J6E 0L2",Public,Par 72,"Joliette, QC",(450) 759-1818,6246,https://www.golfbasederoc.com,Base de Roc (Club de golf),https://www.golfcanada.ca/golf-facility/base-de-roc-club-de-golf-en/
18,"https://www.google.com/maps/place/160 Rue du Golf  Gatineau,QC J9J 0R1",Public,Par 70,"Gatineau, QC",(819) 684-5385,6305,https://gatineaugolf.com,Gatineau (Club de golf),https://www.golfcanada.ca/golf-facility/gatineau-club-de-golf-en/
18,"https://www.google.com/maps/place/1 Golf Club Ave  Didsbury,AB T0M 0M0",Public,Par 69,"Didsbury, AB",(403) 335-3635,5314,https://www.didsburygolfclub.ca,Didsbury Golf Club,https://www.golfcanada.ca/golf-facility/didsbury-golf-club-en/
18,"https://www.google.com/maps/place/2225 Empress Rd.  Regina,SK S4W 1B6",Public,Par —,"Regina, SK",(306) 777-7368,—,,Craig Golf Course,https://www.golfcanada.ca/golf-facility/craig-golf-course-en/
18,"https://www.google.com/maps/place/6740 Sutherland Ave 6740 Sutherland Ave Cornwall,ON K6H 7J3",Private,Par 72,"Cornwall, ON",(613) 931-1122,6571,https://www.cornwallgolf.com,Cornwall Golf & Country Club,https://www.golfcanada.ca/golf-facility/cornwall-golf-country-club-en/
18,"https://www.google.com/maps/place/Golf Course Road, PO Box 400  Hardisty,AB T0B 1V0",Public,Par 72,"Hardisty, AB",(780) 888-2288,6422,,Hardisty Lakeview Golf Course,https://www.golfcanada.ca/golf-facility/hardisty-lakeview-golf-course-en/
18,"https://www.google.com/maps/place/Box 98  Kenosee,SK S0C 2S0",Public,Par 72,"Kenosee, SK",(306) 577-4422,6338,,Golf Kenosee,https://www.golfcanada.ca/golf-facility/golf-kenosee-en/
18,"https://www.google.com/maps/place/68 North Rd Route 240  Stanley Bridge,PE C0B 1M0",Public,Par 72,"Stanley Bridge, PE",(902) 886-3434,6628,https://www.andersonscreek.com,Andersons Creek Golf Club,https://www.golfcanada.ca/golf-facility/andersons-creek-golf-club-en/
18,"https://www.google.com/maps/place/472 Clyde River Rd  Clyde River,PE C0A 1H1",Public,Par 71,"Clyde River, PE",(902) 675-2585,6037,https://www.clyderivergolf.ca,Clyde River Golf and Country Club,https://www.golfcanada.ca/golf-facility/clyde-river-golf-and-country-club-en/
9,"https://www.google.com/maps/place/2035 Island Highway West  Qualicum Beach,BC V9K 1G1",Semi-private,Par 72,"Qualicum Beach, BC",(250) 752-6311,6844,,Eaglecrest Golf Club,https://www.golfcanada.ca/golf-facility/eaglecrest-golf-club-en/
9,"https://www.google.com/maps/place/5045 Boulder Mountain Rd  Barrière,BC V0E 1E0",Public,Par 72,"Barrière, BC",(250) 672-0119,6732,,Chinook Cove Golf Club,https://www.golfcanada.ca/golf-facility/chinook-cove-golf-club-en/
9,"https://www.google.com/maps/place/PO Box 216  Sandspit,BC V0T 1T0",Public,Par 72,"Sandspit, BC",(604) 637-2388,6154,,Willows Golf Club,https://www.golfcanada.ca/golf-facility/willows-golf-club-en/
18,"https://www.google.com/maps/place/Nichols - Adam Highway (Route 500)  Labrador City,NL A2V 2R5",Public,Par 72,"Labrador City, NL",(709) 944-3007,6116,https://www.tamarackgolfclub.ca,Tamarack Golf Club,https://www.golfcanada.ca/golf-facility/tamarack-golf-club-en/
18,"https://www.google.com/maps/place/9145 Highway 118  Carnarvon,ON K0M 2K0",Public,Par —,"Carnarvon, ON",705-489-3473,—,,Carnarvon Family Golf Center,https://www.golfcanada.ca/golf-facility/carnarvon-family-golf-center-en/
18,"https://www.google.com/maps/place/11064 Township Rd 275  Rocky View,AB T0M 0S0",Public,Par 72,"Rocky View, AB",—,6985,https://www.applecreekgolfcourse.com,Apple Creek Golf Course,https://www.golfcanada.ca/golf-facility/apple-creek-golf-course-en/
9,"https://www.google.com/maps/place/6494 Line 9  Beeton,ON L0G 1A0",Semi-private,Par 70,"Beeton, ON",9057294353,4410,,Beeton Golf & Country Club,https://www.golfcanada.ca/golf-facility/beeton-golf-country-club-en/
18,"https://www.google.com/maps/place/251 Trans Canada Highway  Gander,NL A1V 1W8",Public,Par 70,"Gander, NL",(709) 256-4643,6137,https://www.gandergolfclub.ca,Gander Golf Club,https://www.golfcanada.ca/golf-facility/gander-golf-club-en/
—,"https://www.google.com/maps/place/Box 4387  Hay River,NT X0E 1G3",Public,Par 72,"Hay River, NT",(867) 874-6290,6228,,Hay River Golf Club,https://www.golfcanada.ca/golf-facility/hay-river-golf-club-en/
18,"https://www.google.com/maps/place/477 Golf Course Rd  Amherstview,ON K7N 1W3",Semi-private,Par 72,"Amherstview, ON",(613) 389-5923,6121,https://www.amherstviewgolfclub.com,Amherstview Golf Club,https://www.golfcanada.ca/golf-facility/amherstview-golf-club-en/
18,"https://www.google.com/maps/place/6627 Marina Dr  Manotick,ON K4M 1B3",Private,Par 71,"Manotick, ON",(613) 692-3531,6327,https://www.carletongolf.com,Carleton Golf & Yacht Club,https://www.golfcanada.ca/golf-facility/carleton-golf-yacht-club-en/
—,—,Public,Par 30,"Inverness, NS",—,1304,,Cabot The Nest,https://www.golfcanada.ca/golf-facility/cabot-the-nest-en/
18,"https://www.google.com/maps/place/3245 - 10 Ave SW  Medicine Hat,AB T1B 4B3",Public,Par 66,"Medicine Hat, AB",(403) 529-1010,4537,https://www.cottonwoodcoulee.golf,Cottonwood Coulee Golf Course,https://www.golfcanada.ca/golf-facility/cottonwood-coulee-golf-course-en/
18,"https://www.google.com/maps/place/227 School St.  Dartmouth,NS B3A 2Y5",Public,Par 68,"Dartmouth, NS",(902) 466-7688,5554,https://www.brightwood.ns.ca,Brightwood Golf & Country Club,https://www.golfcanada.ca/golf-facility/brightwood-golf-country-club-en/
9,"https://www.google.com/maps/place/100 Aqua Beach Ln  Jackfish Lake,SK S0M 1X0",Public,Par 66,"Jackfish Lake, SK",—,4758,,Aquadeo Beach Golf Course,https://www.golfcanada.ca/golf-facility/aquadeo-beach-golf-course-en/
36,"https://www.google.com/maps/place/1997 Country Club Way  Victoria,BC V9B 6R3",Semi-private,,"Victoria, BC",(250) 744-2327,,https://www.bearmountain.ca,Bear Mountain Golf & Tennis Resort,https://www.golfcanada.ca/golf-facility/bear-mountain-golf-tennis-resort-en/
18,P0H 1Z0,Public,Par —,—,—,—,,Clear Springs Golf Course,https://www.golfcanada.ca/golf-facility/clear-springs-golf-course-en/
18,"https://www.google.com/maps/place/1400 Derby Rd  Victoria,BC V8P 1T1",Public,Par 67,"Victoria, BC",250 475-7151,5164,https://www.saanich.ca,Cedar Hill Golf Course,https://www.golfcanada.ca/golf-facility/cedar-hill-golf-club-en/
18,"https://www.google.com/maps/place/32 Country Club Dr. 32 Country Club Dr. Kingston,ON ON",Private,Par 70,"Kingston, ON",(613) 546-1753,6459,https://www.cataraqui.com,Cataraqui Golf & Country Club,https://www.golfcanada.ca/golf-facility/cataraqui-golf-country-club-en/
18,"https://www.google.com/maps/place/1699 Woodrow Road  Coldwater,ON L0K 1E0",Public,Par 71,"Coldwater, ON",—,6352,,Bonaire Golf Course,https://www.golfcanada.ca/golf-facility/bonaire-golf-course-en/
18,"https://www.google.com/maps/place/20 Rue des Monardes  Sainte-Brigitte-de-Laval,QC G0A 3K0",Semi-private,Par 72,"Sainte-Brigitte-de-Laval, QC",4188253018,6405,https://www.alpin.qc.ca,Alpin (Club de golf),https://www.golfcanada.ca/golf-facility/alpin-club-de-golf-en/
18,K0M 2K0,Public,Par —,—,—,—,,Blairhampton Golf Club,https://www.golfcanada.ca/golf-facility/blairhampton-golf-club-en/
18,—,Semi-private,Par 65,"Waterford, ON",—,4354,,Springview Farm Golf Course,https://www.golfcanada.ca/golf-facility/springview-farm-golf-course-en/
18,"https://www.google.com/maps/place/20 Rusty Way  Cornwallis,MB R7C 1A7",Public,Par —,"Cornwallis, MB",4314324653,—,,Shanks Driving Range and Grill,https://www.golfcanada.ca/golf-facility/shanks-driving-range-and-grill-en/
