# de trous,# of Holes,Address,Adresse,Club Type,Course Par,Emplacement,Location,Par du parcours,Phone,Site Web,Total Yards,Type de club,Téléphone,Verges totales,Website,url
,18,"https://www.google.com/maps/place/40 Rue de la Pruchière  Saint-Pacôme,QC G0L 3X0",,Public,Par 72,,"Saint-Pacôme, QC",,(418) 852-2395,,6163,,,,,https://www.golfcanada.ca/golf-facility/st-pacome-club-de-golf-en/
,9,"https://www.google.com/maps/place/1350 Chemin Sainte-Claire  Rivière-Beaudette,QC J0P 1R0",,Public,Par 72,,"Rivière-Beaudette, QC",,(450) 267-3666,,6482,,,,,https://www.golfcanada.ca/golf-facility/riviere-beaudette-club-de-golf-en/
,9,"https://www.google.com/maps/place/1300 Rancher Creek Road  Osoyoos,BC V0H 1V6",,Public,Par 70,,"Osoyoos, BC",,(250) 485-8025,,5016,,,,https://www.sonoradunes.com,https://www.golfcanada.ca/golf-facility/sonora-dunes-golf-course-en/
,18,"https://www.google.com/maps/place/7425 Yew St.  Vancouver,BC V6P 6H1",,Private,Par 70,,"Vancouver, BC",,(604) 261-8111,,6414,,,,,https://www.golfcanada.ca/golf-facility/marine-drive-golf-club-en/
,18,"https://www.google.com/maps/place/602 Queens Bay Rd  Balfour,BC V0G 1C0",,Public,Par 72,,"Balfour, BC",,(250) 229-5655,,6436,,,,https://www.golfbalfour.com,https://www.golfcanada.ca/golf-facility/balfour-golf-club-en/
,27,"https://www.google.com/maps/place/777 Rue de Lauberivière  Levis,QC G6W 0S4",,Public,Par 72,,"Levis, QC",,(418) 835-0480,,6162,,,,,https://www.golfcanada.ca/golf-facility/auberiviere-club-de-golf-l-en/
,18,"https://www.google.com/maps/place/9001 Bill Fox Way  Burnaby,BC V5J 5J3",,Public,Par 72,,"Burnaby, BC",,(604) 280-4653,,7004,,,,https://www.city.burnaby.bc.ca/admin/Page1543.aspx,https://www.golfcanada.ca/golf-facility/riverway-golf-course-en/
,18,"https://www.google.com/maps/place/906 Quigley Hill Rd  Cumberland,ON K4C 1H1",,Private,Par 72,,"Cumberland, ON",,613-833-0801,,7047,,,,https://camelotgolf.ca,https://www.golfcanada.ca/golf-facility/camelot-golf-country-club-en/
,18,"https://www.google.com/maps/place/25 Rue du Lac N 25 Rue du Lac N Princeville,QC G6L 3X8",,Public,Par 73,,"Princeville, QC",,8193647117,,7003,,,,,https://www.golfcanada.ca/golf-facility/bois-francs-club-de-golf-des-en/
,18,"https://www.google.com/maps/place/60042 TWP ROAD 704 A  County of Grande Prairie No.1,AB T8W5K2",,Semi-private,Par 71,,"County of Grande Prairie No.1, AB",,(780) 538-4333,,6450,,,,https://www.thedunes.ca,https://www.golfcanada.ca/golf-facility/the-dunes-golf-winter-club-en/
,18,"https://www.google.com/maps/place/501 Harmony Rd  Corbyville,ON K0K 1V0",,Semi-private,Par 72,,"Corbyville, ON",,(613) 968-2327,,7238,,,,https://www.blackbearridge.ca,https://www.golfcanada.ca/golf-facility/black-bear-ridge-golf-course-en/
,9,"https://www.google.com/maps/place/Box 12  Cut Knife,SK S0M 0N0",,Public,Par 36,,"Cut Knife, SK",,(306) 398-4055,,2824,,,,,https://www.golfcanada.ca/golf-facility/attons-lake-regional-park-golf-club-en/
,36,"https://www.google.com/maps/place/3555 Chemin Martin  Terrebonne,QC J6X 0B2",,Semi-private,,,"Terrebonne, QC",,5144776020,,,,,,,https://www.golfcanada.ca/golf-facility/terrebonne-club-de-golf-en/
,18,"https://www.google.com/maps/place/2649 Shannon Lake Road  West Kelowna,BC V4T 1V6",,Semi-private,Par 70,,"West Kelowna, BC",,(250) 768-4653,,6121,,,,https://www.shannonlakegolf.com,https://www.golfcanada.ca/golf-facility/shannon-lake-golf-club-en/
,18,"https://www.google.com/maps/place/3515 Telegraph Rd  Cobble Hill,BC V0R 1L4",,Semi-private,Par 70,,"Cobble Hill, BC",,(250) 743-5100,,6152,,,,https://www.golfbc.com,https://www.golfcanada.ca/golf-facility/arbutus-ridge-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 1109  Redcliff,AB T0J 2P0",,Semi-private,Par 71,,"Redcliff, AB",,(403) 548-7118,,6644,,,,https://www.golfriverview.com,https://www.golfcanada.ca/golf-facility/riverview-golf-club-en/
,18,—,,Public,Par 69,,"Lanark, ON",,6132595313,,5298,,,,,https://www.golfcanada.ca/golf-facility/timber-run-golf-cub-event-lodge-en/
18,,,—,,,"Lanark, ON",,Par 69,,,,Public,6132595313,5298,,https://www.golfcanada.ca/fr/golf-facility/timber-run-golf-cub-event-lodge-fr/
,18,"https://www.google.com/maps/place/652 Dunes Dr.  Kamloops,BC V2B 8M8",,Public,Par 72,,"Kamloops, BC",,2505793300,,6944,,,,https://www.golfthedunes.com/course.html,https://www.golfcanada.ca/golf-facility/the-dunes-at-kamloops-en/
,18,"https://www.google.com/maps/place/1197 Beaumaris Rd  Beaumaris,ON P1L 0M8",,Private,Par 66,,"Beaumaris, ON",,7057641116,,5048,,,,,https://www.golfcanada.ca/golf-facility/beaumaris-yacht-club-en/
,36,"https://www.google.com/maps/place/2201 Boulevard Don-Quichotte  Notre-Dame-de-l'Île-Perrot,qC J7V 7P2",,Semi-private,,,"Notre-Dame-de-l'Île-Perrot, qC",,5144252000,,,,,,https://www.golfatlantide.com,https://www.golfcanada.ca/golf-facility/atlantide-club-de-golf-en/
,18,"https://www.google.com/maps/place/#1 Highway 813 & Golf Course Rd  Athabasca,AB T9S 2B7",,Public,Par 72,,"Athabasca, AB",,(780) 675-4599,,7228,,,,https://www.athagolf.com,https://www.golfcanada.ca/golf-facility/athabasca-golf-country-club-en/
,18,"https://www.google.com/maps/place/87 Cloverville Road  Antigonish,NS B2G 2L7",,Public,Par 72,,"Antigonish, NS",,(902) 863-4797,,6665,,,,https://www.antigonishgolfclub.ns.ca,https://www.golfcanada.ca/golf-facility/antigonish-golf-country-club-en/
,18,"https://www.google.com/maps/place/21081 Rue Charles  Mirabel,QC J7J 1P1",,Public,Par 70,,"Mirabel, QC",,(450) 435-9631,,5493,,,,,https://www.golfcanada.ca/golf-facility/st-janvier-club-de-golf-en/
,18,"https://www.google.com/maps/place/PO Box 2278 RPO Banks Centre  Kelowna,BC V1X 4K6",,Public,Par 70,,"Kelowna, BC",,2507657777,,6146,,,,https://www.shadowridgekelowna.com,https://www.golfcanada.ca/golf-facility/shadow-ridge-golf-club-en/
,18,"https://www.google.com/maps/place/1806 Shelter Valley Road  Grafton,ON K0K 2G0",,Public,Par 68,,"Grafton, ON",,905-349-3427,,5527,,,,https://www.sheltervalleypines.com,https://www.golfcanada.ca/golf-facility/shelter-valley-pines-golf-club-en/
,9,"https://www.google.com/maps/place/PO Box 91  Gladstone,MB R0J 0T0",,Public,Par 72,,"Gladstone, MB",,(204) 385-2998,,6102,,,,,https://www.golfcanada.ca/golf-facility/gladstone-golf-country-club-en/
,18,"https://www.google.com/maps/place/1000 Jane Street  Toronto,ON M6N 4E2",,Public,Par 61,,"Toronto, ON",,—,,3537,,,,,https://www.golfcanada.ca/golf-facility/scarlett-woods-golf-club-en/
,18,"https://www.google.com/maps/place/107 Clubhouse Dr. S.W.  Medicine Hat,AB T1B 0A4",,Public,Par 72,,"Medicine Hat, AB",,—,,6835,,,,https://www.desertblume.com,https://www.golfcanada.ca/golf-facility/desert-blume-golf-club-en/
,9,"https://www.google.com/maps/place/2425 Concession Rd 9  Pickering,ON L1Y 1A2",,Public,Par 62,,"Pickering, ON",,905-649-5333,,4074,,,,,https://www.golfcanada.ca/golf-facility/spring-creek-golf-club-en/
,18,L0S 1C0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/riverview-downs-golf-country-club-en/
,18,"https://www.google.com/maps/place/41894 Yale Rd  Chilliwack,BC V2R 4J3",,Semi-private,Par 72,,"Chilliwack, BC",,(604) 823-4544,,6591,,,,https://www.chilliwackgolf.com,https://www.golfcanada.ca/golf-facility/chilliwack-golf-club-en/
,9,"https://www.google.com/maps/place/2045 Ness Avenue  Winnipeg,MB R3J 3X7",,Semi-private,Par 72,,"Winnipeg, MB",,(204) 988-9313,,6167,,,,https://www.golfassiniboine.com,https://www.golfcanada.ca/golf-facility/assiniboine-golf-club-en/
,18,"https://www.google.com/maps/place/2559 Route 115  Irishtown,NB E1H 2M3",,Public,Par 72,,"Irishtown, NB",,(506) 858-7840,,6246,,,,https://www.maplewoodgolf.ca,https://www.golfcanada.ca/golf-facility/maplewood-golf-country-club-en/
,9,"https://www.google.com/maps/place/Box 307  Maidstone,SK S0M 1M0",,Public,Par 72,,"Maidstone, SK",,3068932831,,6326,,,,https://www.saskregionalparks.ca/showPark.php?id=silverlake,https://www.golfcanada.ca/golf-facility/silver-lake-regional-park-golf-club-en/
,9,"https://www.google.com/maps/place/RR # 2  Regina,SK S4P 2Z2",,Public,Par 64,,"Regina, SK",,(306) 543-8842,,4454,,,,,https://www.golfcanada.ca/golf-facility/sherwood-forest-country-club-en/
,18,"https://www.google.com/maps/place/Box 147  Kyle,SK S0L 1T0",,Public,Par 71,,"Kyle, SK",,3063752233,,6600,,,,https://www.sasklandinggolfresort.com,https://www.golfcanada.ca/golf-facility/sask-landing-golf-resort-en/
,18,"https://www.google.com/maps/place/629 Goldstream Avenue 629 Goldstream Avenue Victoria,BC V9B 2W9",,Private,Par 70,,"Victoria, BC",,(250) 478-8331,,6721,,,,https://www.royalcolwood.org,https://www.golfcanada.ca/golf-facility/royal-colwood-golf-club-en/
,18,"https://www.google.com/maps/place/2856 Scotchline Road  Perth,ON K7H 3C5",,Public,Par 72,,"Perth, ON",,—,,6616,,,,,https://www.golfcanada.ca/golf-facility/mapleview-golf-and-country-club-en/
,12,"https://www.google.com/maps/place/2089 Bruce County Road 17, RR#  Port Elgin,ON N0H 2C7",,Public,Par 74,,"Port Elgin, ON",,(519) 832-4653,,6466,,,,,https://www.golfcanada.ca/golf-facility/the-club-at-westlinks-en/
,18,"https://www.google.com/maps/place/363 Maple Avenue West  Georgetown,ON L7G 4S5",,Private,Par 72,,"Georgetown, ON",,(905) 877-5236,,6545,,,,https://www.northhaltongolf.com,https://www.golfcanada.ca/golf-facility/the-club-at-north-halton-en/
,18,"https://www.google.com/maps/place/61 Hamilton Dr  Calgary,AB T3R 1A2",,Semi-private,Par 71,,"Calgary, AB",,(403)239-7444,,6790,,,,https://www.golfbearspaw.com,https://www.golfcanada.ca/golf-facility/bearspaw-golf-club-en/
,9,"https://www.google.com/maps/place/Box 1224  Assiniboia,SK S0H 0B0",,Public,Par 72,,"Assiniboia, SK",,(306) 642-5442,,5596,,,,,https://www.golfcanada.ca/golf-facility/assiniboia-regional-park-golf-course-en/
,18,"https://www.google.com/maps/place/PO Box 348  Summerland,BC V0H 1Z0",,Semi-private,Par 72,,"Summerland, BC",,(250) 494-9554,,6656,,,,https://www.summerlandgolf.com,https://www.golfcanada.ca/golf-facility/summerland-golf-country-club-en/
,9,"https://www.google.com/maps/place/208 - 1st Ave S, Box 298  Milk River,AB T0K 1M0",,Public,Par 72,,"Milk River, AB",,(403) 647-2502,,5594,,,,https://www.edmonton.ca,https://www.golfcanada.ca/golf-facility/riverside-community-golf-club-en/
,18,"https://www.google.com/maps/place/5101 Highway #4  Ben Eoin,NS B1E 1H4",,Public,Par 72,,"Ben Eoin, NS",,—,,6904,,,,https://www.thelakesgolfclub.ca,https://www.golfcanada.ca/golf-facility/the-lakes-resort-en/
,18,"https://www.google.com/maps/place/140 Chemin Saint-François  Saint-Césaire,QC J0L 1T0",,Public,Par 72,,"Saint-Césaire, QC",,(450) 469-4887,,6526,,,,https://www.saint-cesaire.qc.ca,https://www.golfcanada.ca/golf-facility/st-cesaire-club-de-golf-en/
,18,"https://www.google.com/maps/place/1240 Mapleglade Drive S.E.  Calgary,AB T2P 2M5",,Public,Par 71,,"Calgary, AB",,(403) 974-1825,,6494,,,,https://www.members.shaw.ca,https://www.golfcanada.ca/golf-facility/maple-ridge-golf-club-en-3/
,18,"https://www.google.com/maps/place/330 Rivershore Drive  Kamloops,BC V2H 1S1",,Public,Par 72,,"Kamloops, BC",,(250) 573-4211,,7002,,,,https://rivershoregolflinks.com,https://www.golfcanada.ca/golf-facility/rivershore-golf-links-en/
,9,"https://www.google.com/maps/place/376 Parkwood Dr. 376 Parkwood Dr. Hubbards,NS B0J 1T0",,Public,Par 70,,"Hubbards, NS",,902-857-1333,,6286,,,,,https://www.golfcanada.ca/golf-facility/aspotogan-ridge-golf-course-en/
,18,"https://www.google.com/maps/place/4555 Leno Rd  Prince George,BC V2N 6E3",,Public,Par 68,,"Prince George, BC",,(250) 963-9650,,5763,,,,https://www.aspengrovegolf.com,https://www.golfcanada.ca/golf-facility/aspen-grove-golf-course-en/
18,,,"https://www.google.com/maps/place/4555 Leno Rd  Prince George,BC V2N 6E3",,,"Prince George, BC",,Par 68,,https://www.aspengrovegolf.com,,Public,(250) 963-9650,5763,,https://www.golfcanada.ca/fr/golf-facility/aspen-grove-golf-course-fr/
,36,"https://www.google.com/maps/place/222111 Range Road 274  Rocky View,AB T0J 0V0",,Public,,,"Rocky View, AB",,—,,,,,,,https://www.golfcanada.ca/golf-facility/serenity-golf-club-en/
36,,,"https://www.google.com/maps/place/222111 Range Road 274  Rocky View,AB T0J 0V0",,,"Rocky View, AB",,,,,,Public,—,,,https://www.golfcanada.ca/fr/golf-facility/serenity-golf-club-fr/
,9,"https://www.google.com/maps/place/21 Chemin du Golf  Sainte-Agathe-des-Monts,QC J8C 2Z7",,Public,Par 68,,"Sainte-Agathe-des-Monts, QC",,(819) 326-3022,,5376,,,,,https://www.golfcanada.ca/golf-facility/sainte-agathe-club-de-golf-en/
18,,,"https://www.google.com/maps/place/2770 Highway 321 (Valley Road) PO Box 910 River Philip , NS,NS B0M 1V0",,,"River Philip , NS, NS",,Par 72,,https://springhillgolfclub.ca,,Public,(902) 686-3870,6040,,https://www.golfcanada.ca/fr/golf-facility/springhill-centennial-golf-club-fr/
,18,"https://www.google.com/maps/place/2770 Highway 321 (Valley Road) PO Box 910 River Philip , NS,NS B0M 1V0",,Public,Par 72,,"River Philip , NS, NS",,(902) 686-3870,,6040,,,,https://springhillgolfclub.ca,https://www.golfcanada.ca/golf-facility/springhill-centennial-golf-club-en/
,18,"https://www.google.com/maps/place/Po Box 142  Riverhurst,SK S0H 3P0",,Public,Par 72,,"Riverhurst, SK",,(306) 353-2065,,5996,,,,https://www.sageviewgolf.com,https://www.golfcanada.ca/golf-facility/sage-view-golf-club-en/
,18,"https://www.google.com/maps/place/3000 Snow Eagle Drive  Fort McMurray,AB T9H 0J7",,Public,Par 71,,"Fort McMurray, AB",,780-743-9377,,6918,,,,https://rotarylinksgolf.com,https://www.golfcanada.ca/golf-facility/rotary-links-wood-buffalo-en/
18,,,"https://www.google.com/maps/place/1200 Sandy Somerville Drive  London,ON N6K 5R2",,,"London, ON",,Par 72,,,,Privé,(519) 657-7075,6735,,https://www.golfcanada.ca/fr/golf-facility/riverbend-golf-community-fr/
,18,"https://www.google.com/maps/place/1200 Sandy Somerville Drive  London,ON N6K 5R2",,Private,Par 72,,"London, ON",,(519) 657-7075,,6735,,,,,https://www.golfcanada.ca/golf-facility/riverbend-golf-community-en/
,9,"https://www.google.com/maps/place/20818 Golf Lane  Maple Ridge,BC V2X 1M2",,Public,Par 66,,"Maple Ridge, BC",,(604) 465-9221,,5077,,,,,https://www.golfcanada.ca/golf-facility/maple-ridge-golf-club-en-2/
,18,R0E 2A0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/beaches-golf-course-en/
,18,"https://www.google.com/maps/place/14134 Riverside Dr E  Windsor,ON N8N 1B6",,Private,Par 72,,"Windsor, ON",,(519) 979-8090,,6714,,,,,https://www.golfcanada.ca/golf-facility/beach-grove-golf-country-club-en/
,18,"https://www.google.com/maps/place/60 Chemin du Golf 60 Chemin du Golf Arundel,QC J0T 1A0",,Public,Par 72,,"Arundel, QC",,(819) 687-8383,,6438,,,,,https://www.golfcanada.ca/golf-facility/arundel-golf-country-club-en/
,18,"https://www.google.com/maps/place/P.O. Box 587  St. Thomas,ON N5P 4B1",,Private,Par 72,,"St. Thomas, ON",,(519) 631-4800,,6782,,,,,https://www.golfcanada.ca/golf-facility/st-thomas-golf-country-club-ltd-en/
,18,"https://www.google.com/maps/place/11101 Dufferin Street  Maple, Ontario,ON L6A 1S2",,Private,Par 72,,"Maple, Ontario, ON",,(905) 832-0880,,6581,,,,https://www.mapledowns.com,https://www.golfcanada.ca/golf-facility/maple-downs-golf-country-club-en/
,27,"https://www.google.com/maps/place/PO Box 3189  Prince Albert,ON L9C 1V1",,Public,,,"Prince Albert, ON",,—,,,,,,https://www.sunnybraegolfcourse.com,https://www.golfcanada.ca/golf-facility/sunnybrae-golf-course-en/
,18,"https://www.google.com/maps/place/23113 PR 213  Springfield,MB R5R 0B5",,Private,Par 71,,"Springfield, MB",,(204) 224-2244,,6832,,,,https://www.elmhurst.cc/main.html,https://www.golfcanada.ca/golf-facility/elmhurst-golf-country-club-en/
,18,"https://www.google.com/maps/place/General Delivery  Fallis,AB T0E 0V0",,Public,Par —,,"Fallis, AB",,(780) 797-2683,,6261,,,,,https://www.golfcanada.ca/golf-facility/silver-sands-golf-and-country-club-en/
,9,"https://www.google.com/maps/place/PO Box 548  Russell,MB R0J 1W0",,Public,Par 72,,"Russell, MB",,(204) 773-2969,,6428,,,,,https://www.golfcanada.ca/golf-facility/russell-golf-club-en/
,18,"https://www.google.com/maps/place/25 Fairway Heights Dr  Thornhill,ON L3T 3X1",,Private,Par 71,,"Thornhill, ON",,(905)889-4833,,6942,,,,https://www.bayviewclub.com,https://www.golfcanada.ca/golf-facility/bayview-golf-country-club-en/
,18,"https://www.google.com/maps/place/3814 Yonge Street  Vineland,ON L0R 2C0",,Semi-private,Par 72,,"Vineland, ON",,(905) 562-5641,,6721,,,,https://twentyvalley.com,https://www.golfcanada.ca/golf-facility/twenty-valley-golf-country-club-inc-en/
18,,,"https://www.google.com/maps/place/3814 Yonge Street  Vineland,ON L0R 2C0",,,"Vineland, ON",,Par 72,,https://twentyvalley.com,,Semi-privé,(905) 562-5641,6721,,https://www.golfcanada.ca/fr/golf-facility/twenty-valley-golf-country-club-inc-fr/
,11,"https://www.google.com/maps/place/PO Box 1013  Rosetown,SK S0L 2V0",,Public,Par 67,,"Rosetown, SK",,(306) 882-3001,,5182,,,,,https://www.golfcanada.ca/golf-facility/rosetown-golf-country-club-en/
,18,"https://www.google.com/maps/place/541 Route 628 Highway  Durham Bridge,NB E6C 1J9",,Public,Par 71,,"Durham Bridge, NB",,(506) 472-5626,,6238,,,,,https://www.golfcanada.ca/golf-facility/riverbend-golf-fishing-club-en/
18,,,"https://www.google.com/maps/place/541 Route 628 Highway  Durham Bridge,NB E6C 1J9",,,"Durham Bridge, NB",,Par 71,,,,Public,(506) 472-5626,6238,,https://www.golfcanada.ca/fr/golf-facility/riverbend-golf-fishing-club-fr/
,9,"https://www.google.com/maps/place/PO Box 1004  Three Hills,AB T0M 2A0",,Public,Par 72,,"Three Hills, AB",,(403) 443-5065,,6314,,,,https://www.threehillsgolfclub.com,https://www.golfcanada.ca/golf-facility/three-hills-golf-club-en/
,18,"https://www.google.com/maps/place/2250 Fowler Rd  Qualicum Beach,BC V9K 2A5",,Public,Par 61,,"Qualicum Beach, BC",,(250) 752-9727,,3724,,,,https://www.golfarrowsmith.com,https://www.golfcanada.ca/golf-facility/arrowsmith-golf-and-country-club-en/
,9,"https://www.google.com/maps/place/PO Box 1918  Maple Creek,SK S0N 1N0",,Public,Par 72,,"Maple Creek, SK",,(306) 662-2886,,6568,,,,https://www.golfmaplecreek.com,https://www.golfcanada.ca/golf-facility/maple-creek-golf-club-en/
,27,"https://www.google.com/maps/place/100 Country Club Boulevard  Winnipeg,MB R3K 1Z3",,Private,,,"Winnipeg, MB",,(204) 888-8229,,,,,,,https://www.golfcanada.ca/golf-facility/st-charles-country-club-en/
,27,"https://www.google.com/maps/place/PO Box 218  Vernon,BC V1T 6M2",,Public,,,"Vernon, BC",,2505455711,,,,,,https://www.spallumcheengolf.com,https://www.golfcanada.ca/golf-facility/spallumcheen-golf-country-club-en/
27,,,"https://www.google.com/maps/place/PO Box 218  Vernon,BC V1T 6M2",,,"Vernon, BC",,,,https://www.spallumcheengolf.com,,Public,2505455711,,,https://www.golfcanada.ca/fr/golf-facility/spallumcheen-golf-country-club-fr/
,18,N8A 4M8,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/baldoon-golf-club-en/
,18,"https://www.google.com/maps/place/Box 493  Gull Lake,SK S0N 2X0",,Public,Par —,,"Gull Lake, SK",,—,,—,,,,,https://www.golfcanada.ca/golf-facility/antelope-lake-regional-park-golf-course-en/
,36,"https://www.google.com/maps/place/16651 Rannie Rd.  Pitt Meadows,BC V3Y 1Z1",,Semi-private,,,"Pitt Meadows, BC",,6044659380,,,,,,https://www.swaneset.com,https://www.golfcanada.ca/golf-facility/swaneset-bay-resort-country-club-en/
,18,"https://www.google.com/maps/place/856 Sawmill Road  Fenwick,ON L0S 1C0",,Semi-private,Par 71,,"Fenwick, ON",,—,,6541,,,,,https://www.golfcanada.ca/golf-facility/sawmill-golf-course-en/
,36,"https://www.google.com/maps/place/1000 de Lotbinière  Vaudreuil-Dorion,QC J7V 0H5",,Private,,,"Vaudreuil-Dorion, QC",,450-455-0921,,,,,,https://www.summerlea.com,https://www.golfcanada.ca/golf-facility/summerlea-golf-club-en/
,36,"https://www.google.com/maps/place/10080 Kennedy Rd  Markham,ON L6C 1N9",,Semi-private,,,"Markham, ON",,(905) 887-5157,,,,,,https://www.angusglen.com,https://www.golfcanada.ca/golf-facility/angus-glen-golf-club-en/
36,,,"https://www.google.com/maps/place/10080 Kennedy Rd  Markham,ON L6C 1N9",,,"Markham, ON",,,,https://www.angusglen.com,,Semi-privé,(905) 887-5157,,,https://www.golfcanada.ca/fr/golf-facility/angus-glen-golf-club-fr/
,27,"https://www.google.com/maps/place/4175 Anderson Road  Ottawa,ON K0A 1K0",,Public,,,"Ottawa, ON",,(613) 822-9644,,,,,,,https://www.golfcanada.ca/golf-facility/anderson-links-golf-country-club-en/
,18,"https://www.google.com/maps/place/30446 Hwy 48  Pefferlaw,ON L0E 1N0",,Public,Par 70,,"Pefferlaw, ON",,(705) 437-1669,,6007,,,,https://www.pinesofgeorgina.com,https://www.golfcanada.ca/golf-facility/the-pines-of-georgina-en/
,18,"https://www.google.com/maps/place/Box 53  Teulon,MB R0C 3B0",,Public,Par 72,,"Teulon, MB",,2048864653,,6441,,,,https://teulongc.ca,https://www.golfcanada.ca/golf-facility/teulon-golf-country-club-en/
,18,"https://www.google.com/maps/place/575 Black Mountain Dr  Kelowna,BC V1P 1P7",,Semi-private,Par 71,,"Kelowna, BC",,—,,6394,,,,https://www.blackmountain.ca,https://www.golfcanada.ca/golf-facility/black-mountain-golf-club-en/
,18,"https://www.google.com/maps/place/7700 - 168th St.  Surrey,BC V4N 0E1",,Public,,,"Surrey, BC",,6045768224,,,,,,https://www.surreygolf.com,https://www.golfcanada.ca/golf-facility/surrey-golf-club-en/
,18,"https://www.google.com/maps/place/1700 Rue de Bretagne  Baie-Comeau,QC G5C 3S3",,Public,Par 71,,"Baie-Comeau, QC",,(418) 295-1819,,6513,,,,https://www.golfbaiecomeau.ca,https://www.golfcanada.ca/golf-facility/baie-comeau-club-de-golf-en/
,9,"https://www.google.com/maps/place/2655 Musketeer Road East  Southport,MB R0H 1N1",,Public,Par 72,,"Southport, MB",,(204) 428-3174,,6375,,,,,https://www.golfcanada.ca/golf-facility/southport-golf-club-en/
,18,"https://www.google.com/maps/place/540 Marsett Pl.  Victoria,BC V8Z 5M1",,Public,Par 64,,"Victoria, BC",,(250) 658-4330,,3830,,,,,https://www.golfcanada.ca/golf-facility/royal-oak-golf-club-en/
,18,"https://www.google.com/maps/place/Box 283  Rocanville,SK S0A 3L0",,Public,Par —,,"Rocanville, SK",,(306) 645-2640,,—,,,,,https://www.golfcanada.ca/golf-facility/rocanville-golf-club-en/
,18,L1C 3K5,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/ayren-links-golf-club-en/
,9,"https://www.google.com/maps/place/40374 Kirkton Rd  Centralia,ON N0M 1K0",,Semi-private,Par 72,,"Centralia, ON",,1-888-833-8787,,5942,,,,,https://www.golfcanada.ca/golf-facility/exeter-golf-club-en/
18,,,L1C 3K5,,,—,,Par —,,,,Public,—,—,,https://www.golfcanada.ca/fr/golf-facility/ayren-links-golf-club-fr/
,9,"https://www.google.com/maps/place/54 Springbrook Dr  Stittsville,ON K2S 1B9",,Semi-private,Par 66,,"Stittsville, ON",,(613) 836-2581,,4734,,,,https://www.amberwood.ca,https://www.golfcanada.ca/golf-facility/amberwood-village-golf-country-club-en/
,18,"https://www.google.com/maps/place/1025 Sprucewood Ave  Windsor,ON N9J 3Z1",,Public,Par 71,,"Windsor, ON",,(519) 966-2425,,6986,,,,https://www.ambassadorgolfclub.com,https://www.golfcanada.ca/golf-facility/ambassador-golf-club-en/
,9,"https://www.google.com/maps/place/350 Sandy Beach Road  Dryden,ON P8N 0A2",,Public,Par 72,,"Dryden, ON",,(807)223-3433,,6696,,,,,https://www.golfcanada.ca/golf-facility/sandy-beach-golf-club-en/
,18,"https://www.google.com/maps/place/2481 Birchmount Road  Agincourt,ON M1T 2M6",,Public,Par 72,,"Agincourt, ON",,—,,5813,,,,,https://www.golfcanada.ca/golf-facility/tam-o-shanter-golf-club-en/
,18,"https://www.google.com/maps/place/Box 432  Magrath,AB T0K 1J0",,Public,Par 72,,"Magrath, AB",,(403) 758-3054,,6632,,,,https://www.magrathgolf.com,https://www.golfcanada.ca/golf-facility/magrath-golf-club-en/
,18,"https://www.google.com/maps/place/2000 - 8th Ave  Canmore,AB T1W 1Y2",,Semi-private,Par 71,,"Canmore, AB",,(403) 678-5959,,6460,,,,https://www.canmoregolf.net,https://www.golfcanada.ca/golf-facility/canmore-golf-curling-club-en/
,18,"https://www.google.com/maps/place/1106 Johnston Rd  Dryden,ON P8N 2Y5",,Public,Par 70,,"Dryden, ON",,—,,6160,,,,,https://www.golfcanada.ca/golf-facility/andersons-homestead-golf-course-en/
,18,"https://www.google.com/maps/place/148 Picadilly Rd  Picadilly,NB E4E 5H8",,Public,Par 72,,"Picadilly, NB",,(506) 433-9040,,6593,,,,https://www.sussexgolfandcurlingclub.ca,https://www.golfcanada.ca/golf-facility/sussex-golf-curling-club-en/
,9,"https://www.google.com/maps/place/14005 Redfield Drive  Acme,AB T0M 0A0",,Public,Par 72,,"Acme, AB",,(403) 546-4020,,6074,,,,https://www.acmegolfclub.com,https://www.golfcanada.ca/golf-facility/acme-golf-club-en/
,18,"https://www.google.com/maps/place/5291 North Island Hwy.  Courtenay,BC V9J 1S7",,Public,Par 71,,"Courtenay, BC",,(250) 334-3060,,5908,,,,,https://www.golfcanada.ca/golf-facility/sunnydale-golf-country-club-en/
,18,"https://www.google.com/maps/place/RR #5 Concession 8 #1900  Claremont,ON L1Y 1A2",,Public,Par 67,,"Claremont, ON",,(905) 649-2436,,5127,,,,https://www.2golf.ca,https://www.golfcanada.ca/golf-facility/4-seasons-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 862  Snow Lake,MB R0B 1M0",,Public,Par —,,"Snow Lake, MB",,(204) 358-2744,,—,,,,,https://www.golfcanada.ca/golf-facility/snow-lake-golf-club-en/
,18,"https://www.google.com/maps/place/925 Watt Street  Winnipeg,MB R2K 2T4",,Semi-private,Par 70,,"Winnipeg, MB",,(204) 988-1535,,6452,,,,https://www.rossmere.ca,https://www.golfcanada.ca/golf-facility/rossmere-country-club-en/
