addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,name,note,website,phone,material,check_date,opening_hours,addr:country,source,source:date,operator,wikidata,golf,landuse,ownership,sport,access,contact:website,surface,golf:course,area,fixme,name:en,description,wikipedia,golf:par,ele,gnis:feature_id,type,club,old_name,alt_name,start_date,contact:phone,area_m2,lat,lon,province,gcid
,,,,,Holly Ridge Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,646020.2832914465,36.09587215152839,-75.81531151782512,North Carolina,NC00190
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645181.6238561135,34.94549418557685,-80.04555971592427,North Carolina,NC00351
Clayton,3300,27520,,Garner Road,Pine Hollow Golf Club,,https://www.pinehollowgolf.com/,+1 919 553 4554,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,643638.8547587211,35.67808588365568,-78.50435854848575,North Carolina,NC00150
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643032.0750769242,36.12042588555923,-77.79492140879502,North Carolina,NC00287
,,,,,Hope Valley Country Club,,https://www.hvcc.org/,,,,,,,,,,,,,,private,,,,,,,,,,,,multipolygon,,,,,,641053.0062865725,35.946696414031926,-78.94780732751872,North Carolina,NC00054
Eden,436,27288,,East Stadium Drive,Oak Hills Golf and Event Center,,https://www.oakhillsgolfandeventcenter.com/,+1 336 623 6381,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,639224.8173723547,36.49910693042491,-79.72768586616431,North Carolina,NC00182
Durham,1600,27705,,Hillandale Road,Hillandale Golf Course,,https://hillandalegolf.com/,+1 919 286 4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638745.5161271057,36.02259201297099,-78.93787237486083,North Carolina,NC00234
Pinetops,1332,27864,,Maccripine Road,Maccripine Country Club,,http://www.maccripine.com/,252-827-5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638385.8600233399,35.779757996354235,-77.67010951559027,North Carolina,NC00291
,,,,,Red Fox,,,,,,,,,,Foxfire Resort & Golf Club,,,,,,,,,,,,,,,,,,multipolygon,,,,,,638348.5593684139,35.17547307076498,-79.58252741176574,North Carolina,NC00110
,,,,,Downback,,,,,,,,,,Methodist University,,,,,,private,,,,,,,,,,,,,,,,,,637514.255465711,35.126755683100406,-78.86493503948593,North Carolina,NC00349
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,637408.2487047721,35.24927398888463,-79.61615227934095,North Carolina,NC00112
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,637408.2487047721,35.24927398888463,-79.61615227934095,North Carolina,NC00113
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,636815.944750227,35.077104223433885,-83.16576884494279,North Carolina,NC00207
,,,,,Forsyth Country Club,,https://www.forsythcc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636791.8409330626,36.10160086255729,-80.30038211147809,North Carolina,NC00237
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,635158.616747891,35.07701348167661,-79.48285913787822,North Carolina,NC00108
,,,,,Cedar Rock Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,634194.7756337967,35.94528496972826,-81.46121402348383,North Carolina,NC00226
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634184.631010542,34.95737889820923,-79.11659029052137,North Carolina,NC00322
Monroe,1680,28112,,Pageland Highway,Monroe Country Club,,https://www.monroecountryclubgolf.com/,+1 704 282 4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631455.6926275573,34.96897324090236,-80.50987911520282,North Carolina,NC00271
Salisbury,747,28144,,Club Drive,Country Club of Salisbury,,https://www.ccofsalisbury.com/,704-637-3200,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,630166.4548177866,35.6879289610335,-80.4644226097233,North Carolina,NC00078
Pilot Mountain,450,27041,,Club House Drive,Pilot Knob Park,,https://www.pkpgolf.com/,336-368-2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629971.9072239934,36.36564157721373,-80.46954574602292,North Carolina,NC00309
Charlotte,1701,28214,NC,Stoneyridge Drive,Pine Island Country Club,,,,,,,,,,Pine Island,,,,,,,,,,,,,,,,,,multipolygon,,,,,,629760.7089573907,35.299629719941464,-80.97019201684081,North Carolina,NC00223
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629488.8377913143,35.71307566570896,-77.8734485992988,North Carolina,NC00377
,,,,,Twin Oaks Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628406.9786493396,35.77483340276261,-80.82527935578945,North Carolina,NC00300
,,,,,Old Edward's Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627920.9884871463,35.108426249634825,-83.15992753099712,North Carolina,NC00442
Pinehurst,1600,28374,NC,Morganton Road,Country Club of North Carolina - Dogwood,,https://www.ccofnc.com/public/home-597.html,+1-910-692-6565,,,,,,,Country Club of North Carolina,,,,,,,,,,,,,,,,,,multipolygon,,,,,,625595.216585384,35.16528542153735,-79.438425557724,North Carolina,NC00107
,,,,,Creek Course,,,,,,,,,,Carolina Trace Country Club,,,,,,,,,,,,,,,,,,multipolygon,,,,,,624921.1920743985,35.42552068364731,-79.10929148691201,North Carolina,NC00122
,,,,,Creek Course,,,,,,,,,,Carolina Trace Country Club,,,,,,,,,,,,,,,,,,multipolygon,,,,,,624921.1920743985,35.42552068364731,-79.10929148691201,North Carolina,NC00121
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623561.1169824507,35.31900432569712,-81.06546332130165,North Carolina,NC00369
Greensboro,5700,27407,,Cardinal Way,"Sedgefield Country Club, Dye Course",,https://www.sedgefieldcc.com/,+1 336 668 2746,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,Cardinal Country Club,,,,618716.6672282829,36.13396340873166,-79.91753948137297,North Carolina,NC00174
Ayden,4343,28513,,Ayden Golf Club Road,Ayden Golf & Country Club,,https://www.aydengolf.com/,252-746-3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615103.239623365,35.46134055006898,-77.38939108131159,North Carolina,NC00288
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613647.6790250554,36.353744336866306,-77.29431721419773,North Carolina,NC00424
Badin,107,28009,NC,Spruce Street,Badin Inn Golf Club,,http://badininn.com/,+1 704 422 3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613192.6992954726,35.397694895531195,-80.11598275423474,North Carolina,NC00365
Durham,253,27712,,Country Club Drive,Umstead Pines Golf & Swim Club,,https://www.umsteadpines.com/,+1-919-383-1022,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,Willowhaven Country Club,,,,610722.5309307626,36.073393397045734,-78.96614427131658,North Carolina,NC00065
Hillsborough,1500,27278,,Lawrence Road,Occoneechee Golf Club,,https://www.occoneechee.com/,919-732-3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609296.6572894447,36.06308003038358,-79.06047119842958,North Carolina,NC00292
Asheville,31,28803,,Stuyvesant Road,Biltmore Forest Country Club,,https://www.biltmoreforestcc.com/,+1 828 274 1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606132.8722606783,35.53145401432959,-82.53620689857647,North Carolina,NC00364
Dunn,495,28334,,Chicora Club Drive,Chicora Golf Club,,https://www.chicoragolf.com/,+1 910 897 7366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605304.4447840172,35.29579591117643,-78.68068026304769,North Carolina,NC00332
,,,,,Hedingham Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605019.7130089892,35.809972653686195,-78.54732904771312,North Carolina,NC00253
,,,,,Hedingham Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605019.7130089892,35.809972653686195,-78.54732904771312,North Carolina,NC00252
Sanford,600,27332,,Golf Course Lane,Sanford Municipal Golf Course,,https://www.sanfordnc.net/golf/golf.htm,+1 919 775 8320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600867.8854231922,35.516050802753035,-79.17333670362137,North Carolina,NC00336
,,,,,Reems Creek Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598110.1565814134,35.69716174283753,-82.5258670417492,North Carolina,NC00478
New Bern,4301,28562,,Country Club Road,New Bern Golf & Country Club,,https://www.nbgcc.com/,252-637-4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597052.6374986399,35.07940109404692,-77.09147647779591,North Carolina,NC00294
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595905.6955218161,35.254753202077026,-77.97218202879361,North Carolina,NC00388
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,595836.685130465,35.804696013215086,-81.32468148618277,North Carolina,NC00077
Lenoir,701,28645,,Norwood Street Southwest,Lenoir Golf Course,,https://www.lenoirgolfclubinc.com/,+1 828 754 5093,,,,,,,City of Lenoir,,,,,,,,,,,,,,,,,,,,,,,,591076.5574786029,35.910265393606515,-81.52377748507698,North Carolina,NC00372
Smithfield,694,27577,,Country Club Road,Country Club of Johnston County,,https://www.ccjohnstoncounty.com/,+1 919 934 4166,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,590819.8310334636,35.4728494432196,-78.39658768560686,North Carolina,NC00151
Shelby,1360,28150,NC,East Marion Street,Cleveland Country Club,,https://www.clevelandcountryclub.net/,+1-704-482-1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589538.3415356821,35.29260097003142,-81.5032905590508,North Carolina,NC00428
Lumberton,3811,28358,,Martin Luther King Jr Drive,Carolina Plantation Golf Club,,http://www.carolinaplantationgolfclub.com/,+1 910 738 9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589112.3781518323,34.58692050990659,-79.0376409844136,North Carolina,NC00318
Stoneville,,27048,NC,,Dan Valley Golf Course,,,+1-336-548-6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586263.8628682882,36.4149696588482,-79.92752811514585,North Carolina,NC00416
,,,,,Wolf Laurel Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,585307.6465874783,35.96149766483495,-82.50342902553578,North Carolina,NC00219
,,,,,Hendersonville Country Club,,https://www.hendersonvillecc.com/,+1 828 692 2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582544.0923936027,35.30418408339342,-82.48368013875593,North Carolina,NC00362
Henderson,300,27536,,Country Club Drive,Henderson Country Club,,https://www.hendersoncc.org/,+1 252 438 3095,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,581777.5498592634,36.320412870779855,-78.44019038124111,North Carolina,NC00141
,,,,,Blowing Rock Country Club,boundary approximate,https://www.blowingrockcountryclub.com/Club/Scripts/Home/home.asp,,,,,,,,,,,,,golf,private,,,,,,,,,,,,multipolygon,,,,,,579713.0634961079,36.125018970390094,-81.66203687755088,North Carolina,NC00232
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,575247.3904716788,36.174484005026706,-80.66169680570331,North Carolina,NC00177
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,575247.3904716788,36.174484005026706,-80.66169680570331,North Carolina,NC00178
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575087.1437372752,35.60863877890081,-77.5858068558099,North Carolina,NC00379
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573435.1667069086,35.282051743781764,-77.60089620367629,North Carolina,NC00242
Lumberton,110,28360,,Nigel Drive,Pinecrest Country Club,,https://www.golfcoursesoni95.com/,+1 910 738 6541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572891.2020658486,34.63244794046918,-79.07516354232482,North Carolina,NC00319
Weldon,800,27890,,Country Club Road,Chockoyotte Country Club,,https://www.chockoyottecountryclub.com/,252-536-3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571940.1860103647,36.42006846802302,-77.62178598421954,North Carolina,NC00244
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,570821.0167839268,35.929524796610224,-75.61463881147311,North Carolina,NC00189
Wilkesboro,541,28697,,Clubhouse Road,Oakwoods Country Club,,https://www.oakwoodscc.com/,+1 336 838 3011,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,568990.5313275796,36.11496500074915,-81.15080306563476,North Carolina,NC00175
Statesville,273,28677,,Old Airport Road,Lakewood Golf Club,,https://www.lakewoodgolfclub.net/,704-873-6441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568352.6135841927,35.76211367648188,-80.94155322682073,North Carolina,NC00301
Asheville,226,28805,,Fairway Drive,Asheville Municipal Golf Course,,https://www.ashevillenc.gov/Departments/ParksRecreation/ParksFacilitiesInventory/MunicipalGolfCourse.aspx,+1 828 298 1867,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,567692.9421190005,35.58003562001269,-82.50189183002543,North Carolina,NC00171
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562971.2719108241,35.77898147157385,-80.52295494620859,North Carolina,NC00304
,,,,,The River Course,,,,,,,,,,Country Club of Whispering Pines,,,,,,,,,,,,,,,,,,multipolygon,,,,,,562366.981836175,35.2627846488633,-79.38484861360031,North Carolina,NC00097
,,,,,Walnut Woods Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562214.9488757263,35.979507065331575,-79.6450908415912,North Carolina,NC00342
Greenville,216,27834,,Country Club Drive,Greenville Country Club,,http://www.greenvillecountryclub.com/,252-756-1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559998.9090036753,35.58122545810804,-77.40288255127275,North Carolina,NC00290
Raleigh,3000,27613,,Bullybunion Way,Wildwood Green Golf Club,,https://www.wildwoodgreen.com/,919-846-8376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558989.0901579427,35.909381494521746,-78.68907435005453,North Carolina,NC00251
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557704.7391053145,36.15910339129537,-79.6461894830947,North Carolina,NC00430
,,,,,Tanglewood Reynolds Course,,,,,,,,,,Tanglewood Park,,,,,,,,,,,,,,,,,,multipolygon,,,,,,555240.0354886304,35.99676709428476,-80.40394399411261,North Carolina,NC00217
Kings Mountain,109,28086,NC,Country Club Road,Kings Mountain Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555071.6250478395,35.246310621396724,-81.36307567209167,North Carolina,NC00360
Highlands,981,28741,,Dillard Road,Highlands Country Club,,https://www.highlandscountryclub.com/,+1 828 526 2181,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,552443.5775035269,35.0504248643818,-83.21696898691621,North Carolina,NC00194
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552418.9358942892,35.658050095171355,-80.50916482186938,North Carolina,NC00302
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549116.6552730977,35.28091249081498,-82.47090839317158,North Carolina,NC00459
Fuquay Varina,6536,27526,NC,Dornoch Place,Bentwinds Country Club,,https://www.bentwinds.org/,+1-919-552-5656,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,548159.7377976736,35.62547525809257,-78.76726308516152,North Carolina,NC00228
Sanford,53,27332,,Carolina Lakes Road,Carolina Lakes Golf Club,,https://www.carolina-lakes.com/,+1 919 499 5421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547240.2227005229,35.287734393882005,-79.05562548888294,North Carolina,NC00331
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,541239.3864741444,35.48776636856575,-83.01554620039718,North Carolina,NC00230
,,,,,Pine Valley Country Club,,,,,,,,Mapbox satellite;survey,,Pine Valley Country Club,,,,,,,,,,,,,,,,,,,,,,,,538446.9718147245,34.18764975752634,-77.89714334354896,North Carolina,NC00315
Nashville,901,27856,,East Birchwood Drive,Birchwood Country Club,,http://www.birchwoodcc.net/,+1 252 459 3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537011.0870526632,35.963087893908785,-77.95124124502084,North Carolina,NC00346
,,,,,Reynolds Park Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535600.7595071201,36.08844269256678,-80.20537483101025,North Carolina,NC00274
,,,,,Sea Scape Golf Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,532255.0843013234,36.08545320918565,-75.70889026430184,North Carolina,NC00188
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,530973.5501805622,35.8280836486221,-77.07159008478958,North Carolina,NC00186
Sparta,611,28675,NC,Golf Course Road,New River Country Club,,http://www.sparta-nc.com/newrivergolf/,,,,,,,,,,,,,,,,,18_hole,,,,,,,,,,,,,,,528594.0295602272,36.53644555937599,-81.17220858587162,North Carolina,NC00412
,,,,,Highlands Falls Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,527487.0342885436,35.07073647053281,-83.18202153969543,North Carolina,NC00208
Whispering Pines,26,28327,,Sandpiper Drive,The Woods Golf Club,,http://www.thewoodsgolfclub.com/,+19109494653,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,526753.5263822819,35.23822635369735,-79.37167075473573,North Carolina,NC00100
Wendell,180,27591,,Jake May Drive,Wendell Country Club,,http://www.wendellcc.com/,+1 919 365 7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521982.12496002705,35.770833936528796,-78.38694014506947,North Carolina,NC00347
Hendersonville,,,,Cummings Road,Cummings Cove Golf and Country Club,,https://www.cummingscove.com/golf/,+1 828 891 9412,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,521625.2949068452,35.31087239778856,-82.56130607154361,North Carolina,NC00169
Wilson,,27893,,US 301,Willow Springs Country Club,,https://www.willowspringscc.com/,+1 252 291 5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519404.5918187134,35.68319156228653,-77.94462408657198,North Carolina,NC00378
,,,,,Bald Mountain Golf Course,,https://www.rumblingbald.com/spectacular-mountain-golf/bald-mountain/,,,,,,,,,,,,,,,,,,,,,"Bald Mountain – Designed in 1968, by W.B. Lewis, the Bald Mountain course has stood the test of time. Playing under the shadow of Bald Mountain itself, you can enjoy our beautiful views and first class conditions.",,,,,,,,,,,517753.7113357294,35.46590126377328,-82.19326754184895,North Carolina,NC00420
,,,,,Grove Park Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,659,1017531,,,,,,,513709.00309602305,35.616922833248005,-82.5463071116861,North Carolina,NC00260
,,,,,Benvenue Country Club Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512903.1150717635,35.981231116022954,-77.81786617903013,North Carolina,NC00265
New Bern,465,28560,,Carolina Pines Boulevard,Carolina Pines Golf and Country Club,,https://www.carolinapinesgolf.com/,252-444-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510218.1006701099,34.965826380987494,-76.9259979625118,North Carolina,NC00272
Franklin,341,28734,NC,Country Club Drive,Mill Creek Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491708.9345295891,35.17370742791968,-83.46410846569518,North Carolina,NC00452
Whitsett,1753,27377,,NC 61,Brookwood Golf Course,,https://brookwoodgolfcourse.com/,+1 336 449 5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486547.0698364655,36.01045118136634,-79.57396854559342,North Carolina,NC00343
,,,,,The Pines,name taken from https://www.openstreetmap.org/way/995714539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486024.5983724029,36.33141396815457,-76.23843574249405,North Carolina,NC00462
Salisbury,3515,28146,,Stokes Ferry Road,McCanless Golf Club,,https://themacgc.com/,+1 704 637 1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480771.4544362198,35.62866491792925,-80.43248266071102,North Carolina,NC00366
Cashiers,1,28717,NC,Trillium Center,Trillium Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477140.543739136,35.139739653433274,-83.1387373983426,North Carolina,NC00414
,,,,,Lake Toxaway Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,475490.04536947835,35.13733893988022,-82.95605993292122,North Carolina,NC00056
Beech Mountain,103,28604,NC,Lakeledge Road,Beech Mountain Club,,https://beechmtn.club/,+1-828-387-4208,,,,,,,,,,,,,,,,18_hole,,,,,,,,,multipolygon,,,,,,471082.3975080307,36.21331172269146,-81.88527143049838,North Carolina,NC00198
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463969.31361448177,35.79523439903383,-80.24862424896871,North Carolina,NC00391
,,,,,Hound Ears Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463179.9550941535,36.174644676727695,-81.74134437337136,North Carolina,NC00257
Graham,3136,27253,,Southwick Drive,Southwick Golf Course,,http://www.southwickgolf.com/,+1 336 227 2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463145.1247844255,36.0058866574707,-79.36668028129621,North Carolina,NC00341
,,,,,Crystal Coast Country Club,,https://crystalcoastcc.com/,,,,,,,,,,,,,,,,,,,,,,,,,1017461,multipolygon,,Bogue Bank Country Club,,,,454299.6438235333,34.700976792688216,-76.79027481105051,North Carolina,NC00183
,,,,,Knight's Play Golf Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448557.7113942945,35.71119114896394,-78.8141712344571,North Carolina,NC00297
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446796.93673357286,36.044547276997115,-79.43017753159435,North Carolina,NC00344
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,446614.5995756688,35.31797183167235,-79.13008268967626,North Carolina,NC00124
Spruce Pine,2360,28777,,Swiss Pine Lake Drive,Grassy Creek Golf & Country Club,,https://www.grassycreek.com/,+1 828 765 7436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439179.9138683114,35.891357698089244,-82.0694199789304,North Carolina,NC00371
Black Mountain,17,28711,,Ross Drive,Black Mountain Golf Course,,https://www.blackmountaingolf.org/,+1 828 669 2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436590.1820913989,35.627888345513014,-82.33483264214861,North Carolina,NC00370
,,,,,Lynrock Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433927.457746563,36.479234016228574,-79.74832254434536,North Carolina,NC00423
Sugar Mountain,1054,28604,NC,Sugar Mountain Drive,Sugar Mountain Golf Course,,,+1-828-898-6464,,,,,,,Sugar Mountain Village,,,,,,,,,,,,,,,,,,,,,,,,430919.8084068944,36.13246442941592,-81.85409328807796,North Carolina,NC00394
,,,,,Greensboro Country Club Irving Park Golf Course,,,,,,,,,,Greensboro Country Club,,,,,,,,,,,,,,,,,,,,,,,,429187.108651688,36.0969808132449,-79.80134949850601,North Carolina,NC00387
,,,,,Wilshire Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418182.64587612473,36.015976543913176,-80.25586957053217,North Carolina,NC00385
Lillington,216,27546,NC,Country Club Drive,White Course,,https://www.keithhills.com/,+1-910-893-1371,,,,,,,Keith Hills Golf Club,,,,,,,,,,,,,,,,,,,,,,,,407442.09474812285,35.40326836770026,-78.7581700368958,North Carolina,NC00333
,,,,,Chowan Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,378290.47358248517,36.01397826948486,-76.54242749971822,North Carolina,NC00220
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348751.1098898545,35.97375070068541,-76.95199934258044,North Carolina,NC00380
,,,,,Lakes Course,,,,,,,,,,Governor's Club,,,,,,,,,,,,,,,,,,multipolygon,,,,,,346956.2557824459,35.84225893068846,-79.03607400613384,North Carolina,NC00125
,,,,,Paschal Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345910.3300645695,35.982196251302895,-78.52163297506965,North Carolina,NC00401
Linville,1665,28646,NC,Goose Hollow Road,Linville Land Harbor Golf Club,,https://linvillelandharborgolf.com/,,,,,,,,,,,,,,,,,18_hole,,,,,,,,,multipolygon,,,,,,344288.2818346139,36.04240316688209,-81.90079644056931,North Carolina,NC00199
,,,,,Lake Junaluska Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344271.8363086255,35.516705234870344,-82.97606051185781,North Carolina,NC00263
Whiteville,2333,28472,NC,James B White Highway North,Whiteville Country Club,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,321935.1115362668,34.36819614196453,-78.71977417757431,North Carolina,NC00269
Charlotte,1225,28208,NC,Remount Road,Dr. Charles L. Sifford Golf Course,,,,,,,,yahoo,,,,,,county,,,,,,,,,,,,,,,,,,,,318159.0429602354,35.20930815096754,-80.87917039136921,North Carolina,NC00444
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308979.7762844255,35.67445794249451,-78.6510711603983,North Carolina,NC00340
Lillington,216,27546,NC,Country Club Drive,Orange Course,,https://www.keithhills.com/,+1-910-893-1371,,,,,,,Keith Hills Golf Club,,,,,,,,,,,,,,,,,,multipolygon,,,,,,304216.393623583,35.393462454556115,-78.75704550881493,North Carolina,NC00118
,,,,,Foothills Course,,,,,,,,,,Governor's Club,,,,,,,,,,,,,,,,,,,,,,,,293669.0766496506,35.84831481369882,-79.0382410534601,North Carolina,NC00338
,,,,,Tryon Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293062.0276275799,35.21694480440984,-82.25610111585947,North Carolina,NC00400
Hickory,430,28601,,17th Avenue Northwest,Lake Hickory Country Club,,https://lakehickorycc.com/,828-328-2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286906.53798863105,35.76020052524271,-81.34472117241026,North Carolina,NC00298
Reidsville,1622,27323,,Country Club Road,Pennrose Park Country Club,,https://www.pennrosepark.com/,+1 336 349 5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282720.3261353857,36.339258974369514,-79.6721690013049,North Carolina,NC00373
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281812.84405110794,36.28446579518212,-80.94137895144789,North Carolina,NC00308
,,,,,Warrenton Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281090.247371807,36.38767435127372,-78.1194636010131,North Carolina,NC00399
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278234.2344953054,34.858707369520715,-77.50132704851703,North Carolina,NC00470
,,,,,Mountain Course,,,,,,,,,,Governor's Club,,,,,,,,,,,,,,,,,,multipolygon,,,,,,276989.58126883965,35.84941082902992,-79.05169232332624,North Carolina,NC00126
