addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,name,phone,website,source,sport,addr:floor,check_date,internet_access,level,opening_hours,wheelchair,designation,old_name,alt_name,landuse,fixme,addr:country,golf:course,golf:par,operator,access,email,operator:type,umn:landuse,disused,gnis:feature_id,abandoned,addr:postbox,holes,addr:unit,description,wikidata,building:levels,operator:wikidata,surface,golf,ref,note,type,area,fax,start_date,wikipedia,area_m2,lat,lon,province,gcid
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432184.2497304332,43.60617040375046,-94.46527935477769,Minnesota,MN00383
,,,,,Wolfridge Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427534.5645511628,47.73149775868679,-92.7189999508607,Minnesota,MN00374
Silver Bay,17,55614,MN,Golf Course Road,Silver Bay Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425712.49488859205,47.275325426077146,-91.31375060128818,Minnesota,MN00161
,,,,,Detroit Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424156.7603739536,46.75832701376492,-95.88560338794406,Minnesota,MN00333
,,,,,Como Park Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,1929,,421273.96234590374,44.98491263725791,-93.14909053710512,Minnesota,MN00014
Wanamingo,,,MN,,Unknown Golf Course,,,EsriWorldImageryClarity,golf,,,,,,,,,,,permanently closed?,,,,,,,,,,,,,,,,,,,,,,,,,,,,421233.2711650974,44.300657993322446,-92.77291570554532,Minnesota,MN00371
,,,,,Stones Throw Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419852.8061759253,45.7709330858268,-93.65686422080965,Minnesota,MN00305
Rochester,244,55902,MN,Soldiers Field Drive SW,Soldiers Field Golf Course,+1-507-281-6176,https://www.rochestermn.gov/departments/parks-and-recreation/golf/soldiers-memorial-field,MOA,,,,,,,,,,Soldiers Memorial Field Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413460.5213438115,44.01005316986039,-92.46735384080037,Minnesota,MN00315
Maplewood,601,55119,MN,Century Avenue South,The Ponds at Battle Creek,+1-651-501-6321,http://www.pondsatbattlecreek.com/,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,413100.11538019025,44.92436372121211,-92.98720699319385,Minnesota,MN00206
,,,,,Rum River Hills Golf Club,,https://www.rumriverhills.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412178.1526802903,45.2731522769008,-93.41189481826788,Minnesota,MN00331
,,,,,Red Rock Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409380.77960469306,45.84372254970032,-95.73411284396761,Minnesota,MN00361
,,,,,Goodrich Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407748.04148489045,45.00044920180922,-93.01832265993518,Minnesota,MN00096
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404661.0632344328,44.53682124649392,-93.56938675163664,Minnesota,MN00203
,,,,,Prairie Ridge Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397094.7080790929,44.128892942321876,-93.71217979675659,Minnesota,MN00101
,,,,,Lewiston Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395079.6864592914,43.98110396895661,-91.8804803159794,Minnesota,MN00257
,,,,,Stewartville Golf Club,,,NAIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379504.97878346266,43.865581842886805,-92.48325677287828,Minnesota,MN00125
,,,,,Dwan Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377473.8082381916,44.80164397510684,-93.32322621160303,Minnesota,MN00106
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376603.12988865987,44.452230861765166,-94.73065850331407,Minnesota,MN00157
,,,,,Pipestone Golf & Country Club,,https://pipestonecc.com/,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371564.64180489356,43.98891901734342,-96.30436542796782,Minnesota,MN00196
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368251.02271698706,45.6546770666756,-93.89860101240436,Minnesota,MN00424
,,,,,Fulda Town and Country Golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367012.03566931316,43.87520679562024,-95.58723676850762,Minnesota,MN00367
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365232.58072071796,45.46165596765877,-94.41965923360156,Minnesota,MN00190
,,,,,Tracy Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360947.6681674061,44.235338636422206,-95.57577479565882,Minnesota,MN00366
,,,,,Vermillion Fairways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359265.1724966461,47.89790802154077,-92.6629594598269,Minnesota,MN00444
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359216.2666374096,46.91673315998923,-94.98062009214473,Minnesota,MN00406
,,,,,Warroad Estates Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,350386.7885374069,48.93824217267572,-95.3322088627343,Minnesota,MN00022
,,,,,Sand Hill Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349469.251007819,47.52672268287183,-96.2876223574723,Minnesota,MN00464
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347626.3729010749,46.76333073139785,-95.88290741457624,Minnesota,MN00334
Gilbert,6469,55741,MN,White Pine Lane,Esquagama Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347271.2939130248,47.457351334021354,-92.37321866527104,Minnesota,MN00282
Eveleth,4276,55734,MN,Golf Course Road,Eveleth Municipal Golf Course,+1-218-744-7558,https://www.wildnorthgolf.com/northern-minnesota-golf-courses/eveleth-municipal-golf-course/,Bing,golf,,,,,,,,,,,,,,,Wild North Golf,,,,,,,,PO Box 441,9,,,,,,,,,,,,,,,344204.95609116065,47.42726148598719,-92.51927407398735,Minnesota,MN00262
,,,,,Ridges at Sand Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343836.97680724005,44.639673486256456,-93.60566950367262,Minnesota,MN00166
,,,,,Farmers Golf & Health Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336080.39944988437,44.21171505975183,-95.14383244091586,Minnesota,MN00364
Sleepy Eye,27898,56085,MN,Highway 14 West,Sleepy Eye Golf Club,+1-507-794-5249,http://sleepyeyegolf.com/,Bing,golf,,,,,,,,,Sleepy Eye Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335045.4208247358,44.293853900563256,-94.75054255069638,Minnesota,MN00266
Sartell,801,56377,MN,Pine Cone Road North,Pine Ridge Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334895.286253704,45.63079169055845,-94.22978243636085,Minnesota,MN00343
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332166.4336292112,43.887505463006036,-95.15598687813855,Minnesota,MN00439
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331851.6170160035,46.02405311858257,-95.31606296244827,Minnesota,MN00416
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331745.13923639833,43.51889678988036,-94.08442475145024,Minnesota,MN00438
,,,,,Hoyt Lakes Municipal Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330633.57344169193,47.52463264321786,-92.11368700248835,Minnesota,MN00251
,,,,,Mountain Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329145.65475919907,43.9417476415197,-94.95018570877059,Minnesota,MN00253
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328634.64443694975,45.02286005278388,-95.23191555690295,Minnesota,MN00428
,,,,,Unknown Golf Course,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322328.3290033179,44.25429889313546,-92.42563916214776,Minnesota,MN00191
,,,,,Pine Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322239.71367798385,43.83707469464415,-91.36818597182483,Minnesota,MN00232
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321842.7121530661,45.18001665687646,-93.2144158918036,Minnesota,MN00392
Winona,1460,55987,,West 5th Street,Westfield Golf Club,+1-507-452-6901,https://www.westfieldgolfclub.com/,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320190.5344788848,44.05678996255061,-91.67741192215881,Minnesota,MN00119
,,,,,Cottonwood Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318521.57788543054,44.61030295041788,-95.68821740008379,Minnesota,MN00342
,,,,,Terrace View Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,313931.56384082034,44.10395809201222,-93.96148801398225,Minnesota,MN00037
,,,,,Rolling Hills Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311973.8122303662,44.04750877692753,-95.49989046136974,Minnesota,MN00365
,,,,,Lancaster Riverside Golf Club,,,,,,,,,,,,,,,,,,,City of Lancaster,,,,,,,,,,,,,,,,,,,,,,,,310474.0953238908,48.86978614498981,-96.79334365387312,Minnesota,MN00466
,,,,,Root River Country Club,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305484.78052575403,43.62475565242454,-92.3917200309521,Minnesota,MN00207
Grand Marais,1181,55604,MN,Golf Course Road,Gunflint Hills Golf Course,+1-218-387-9988,https://www.gunflinthillsgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304412.80964030576,47.79007640149131,-90.32255125500815,Minnesota,MN00375
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304371.76894416555,45.86142040812562,-95.13223364851255,Minnesota,MN00233
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302383.3678817174,46.72201155529998,-94.4233098132897,Minnesota,MN00163
,,,,,Blueberry Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301539.8819793673,47.362286866496255,-93.78355794888705,Minnesota,MN00121
,,,,,Southview Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299914.58571407635,44.8856053219498,-93.0750365013369,Minnesota,MN00118
Mantorville,25202,55955,MN,615th Street,Zumbro Valley Golf Course,+1 507 635 2821,http://www.zvrc.com/,,,,,,,,,,,Zumbro Valley Recreation Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299721.13233629713,44.060416592375766,-92.73175900840526,Minnesota,MN00160
,,,,,Lost Spur Country Club,,,metcouncil;image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297444.709137248,44.857814123231826,-93.17446590744692,Minnesota,MN00100
,,,,,Theodore Wirth Golf Course,,,,,,,,,,,,,,,,,,,Minneapolis Park and Recreation Board,,,public,,,,,,,,,,,,,,,,,,,,,293189.7332138005,44.987044665357374,-93.3237792178033,Minnesota,MN00073
Bagley,531,56621,,7th Street Northeast,Twin Pines Golf Course,+1 218 694 2454,https://www.bagleymn.us/twinpinesgolfcourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293167.1965775289,47.5305078759158,-95.38845589175561,Minnesota,MN00301
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,293050.9799823173,45.07533732684001,-94.0551628082526,Minnesota,MN00459
Babbitt,2808,55706,MN,Ely-Babbitt Rd,Babbitt Golf Course,,,,,,,,,,,,,,,,,9_hole,35,,,,,,,,,,,#2804,,,,,,,,,,,,,,292235.8855715441,47.71383217480159,-91.9800360933539,Minnesota,MN00134
Babbitt,2808,55706,MN,Ely-Babbitt Rd,Babbitt Golf Course,,,,,,,,,,,,,,,,,9_hole,35,,,,,,,,,,,#2804,,,,,,,,,,,,,,292235.8855715441,47.71383217480159,-91.9800360933539,Minnesota,MN00133
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292143.85247471154,44.56129048524832,-95.97347979018653,Minnesota,MN00475
,,,,,Unknown Golf Course,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289398.3466088902,43.5153393300667,-93.47372143117806,Minnesota,MN00277
,,,,,Straight River Golf Course,,http://www.straightrivergc.com/,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286959.6190806272,44.24856511693414,-93.23596477760661,Minnesota,MN00186
,,,,,Luverne Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281563.29485749966,43.643677743401255,-96.1667305397505,Minnesota,MN00270
,,,,,The Traditional,,https://breezypointresort.com/traditional-golf-course-brainerd/,,,,,,,,,,,,,,,,,Breezy Point Resort,,,,,,,,,,,,,,,,,,,multipolygon,,,,,279543.83402047324,46.58841479060454,-94.2196776924757,Minnesota,MN00048
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278514.441469467,46.28153605216869,-96.59480558086314,Minnesota,MN00181
,,,,,Slayton Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278262.70418852457,44.003764077080625,-95.75638353250984,Minnesota,MN00173
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276429.2055975033,45.292194259121025,-93.6789229182632,Minnesota,MN00445
Blooming Prairie,7701,55917,MN,Southeast 118th Street,Blooming Prairie Country Club,+1 507 583 2887,https://www.bpcountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276270.02321590955,43.92233025052476,-93.07708127067656,Minnesota,MN00414
Blooming Prairie,7701,55917,MN,Southeast 118th Street,Blooming Prairie Country Club,+1 507 583 2887,https://www.bpcountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276270.02321590955,43.92233025052476,-93.07708127067656,Minnesota,MN00415
,,,,,Piper Hills Golf Course,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275785.21499393607,44.153719427862185,-92.17222448153822,Minnesota,MN00180
,,,,,Ferndale Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273199.23959849833,43.78469635514653,-91.72195595020214,Minnesota,MN00151
Jackson,951,56143,,US 71,Jackson Golf Club,+1 507 847 2660,https://www.jgcgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269009.01157738484,43.633072772037174,-94.9976240394558,Minnesota,MN00312
Hendricks,,56136,MN,,Hendricks Golf Club,,https://hendricksgolfclub.com/,,,,,,,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,,,,,,,,266627.05316442647,44.50806568302881,-96.44844015689978,Minnesota,MN00281
,,,,,Hyland Greens Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265635.00754535454,44.820768737011704,-93.35455755519425,Minnesota,MN00098
Ada,1949,56510,,County Road 35,Heart of the Valley Golf Club,+1 218 784 4746,https://www.hovgolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264818.0861945562,47.291785842408274,-96.50331860420083,Minnesota,MN00311
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262976.88026907644,44.512283534877355,-94.37407896700239,Minnesota,MN00201
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262429.1645481329,45.93544380518595,-95.30999045645734,Minnesota,MN00458
Buffalo,905,55313,MN,MN-25,Buffalo Heights Golf Course,763-682-2854,https://buffaloheights.com,,,,,,,Mo-Su 07:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261749.7383988851,45.16120534013425,-93.8705870511968,Minnesota,MN00423
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258639.0931444149,46.80170173336113,-96.08409780367275,Minnesota,MN00402
Sauk Centre,606,56378,,Lake Shore Drive,Old Course Sauk Centre,+1 320 238 8001,http://www.saukgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258493.41555941885,45.75144440784122,-94.9551886959456,Minnesota,MN00314
,,,,,Mahnomen County Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257266.83273256663,47.31634731341685,-95.94006501960374,Minnesota,MN00320
,,,,,Fosston Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256610.5816198395,47.59011799210416,-95.78022428148287,Minnesota,MN00327
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250004.24969040678,45.493389206551846,-95.11649474766543,Minnesota,MN00308
Minnetonka,14350,55345,MN,CR 62,Glen Lake Golf & Practice Center,+1 763 694 7824,https://www.threeriversparks.org/,,,,,,,,,,,,,,,,,Three Rivers Park District,,,,,,,,,,,,,,,,,,,,,,,,247483.07572692842,44.8941087845669,-93.4645435962336,Minnesota,MN00219
Barnesville,,,MN,,Willow Creek Municiple Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247213.73405196273,46.657908783027125,-96.35625592834194,Minnesota,MN00388
,,,,,Unknown Golf Course,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247207.0076698476,45.66314974053247,-94.82166736507321,Minnesota,MN00209
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246977.3345619384,46.75319381441011,-95.77099368071951,Minnesota,MN00399
Gem Lake,4039,55110,MN,Scheuneman Road,Gem Lake Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,244343.7802720281,45.063871284884286,-93.0363773662861,Minnesota,MN00052
Blackduck,20857,56630,MN,Blackduck Lake Rd NE,Blackduck Municipal Golf Course,+1-218-835-7757,,,,,,,,Mo-Fr 07:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240936.7890823486,47.7331238708998,-94.58259826558633,Minnesota,MN00120
,,,,,Bentwood Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,238802.5346080391,47.61319046549363,-96.82181738416666,Minnesota,MN00389
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235294.49421689613,44.875560697031126,-93.46104807333164,Minnesota,MN00114
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235261.7819871664,44.769794454796205,-94.98343889878161,Minnesota,MN00126
,,,,,Eagle View Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234850.47802261557,47.025958570443564,-95.10648718426609,Minnesota,MN00450
Red Lake Falls,,,MN,,Oak Knolls Golf Course,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232480.12290309177,47.87766033596774,-96.26705071095918,Minnesota,MN00231
,,,,,Highland 9 Hole Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229159.79608117059,44.910628237338585,-93.16082351088414,Minnesota,MN00077
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228750.46239319252,48.20420619826263,-96.75354540110958,Minnesota,MN00324
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,yes,,,,228080.96012309942,44.28162870073885,-92.97416661657438,Minnesota,MN00031
Kenyon,46000,55946,MN,State Highway 56,Kenyon Country Club,+1 507 789 6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228080.96012309942,44.28162870073885,-92.97416661657438,Minnesota,MN00319
,,,,,Swan Lake Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224955.7810745825,47.32856410568906,-93.2011413961675,Minnesota,MN00246
,,,,,Oakwood Supper Club & Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223896.21702682355,46.32396160750366,-95.5006579440838,Minnesota,MN00362
,,,,,Two Rivers Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221852.0159113202,48.76707969554465,-96.92599076892529,Minnesota,MN00215
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218340.55653920126,47.662740947757385,-95.97875588250946,Minnesota,MN00377
,,,,,B's On The  River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217032.07411037918,44.97630917770814,-93.83017048779199,Minnesota,MN00443
,,,,,Minakwa Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216783.10344443397,47.78697963846887,-96.61861202368756,Minnesota,MN00267
,,,,,Sandtrap Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216634.69295298948,47.373732343630955,-94.62585652356353,Minnesota,MN00122
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213489.63153494705,43.54926332838958,-95.0981871351749,Minnesota,MN00460
,,,,,Bent Creek Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213139.9914922838,44.867949809280425,-93.46269255202063,Minnesota,MN00135
,,,,,Gravel Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210714.26259829852,46.401383570386976,-94.32544905856278,Minnesota,MN00455
,,,,,Lida Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209320.0024337184,46.56182099209447,-96.00743675198346,Minnesota,MN00404
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208882.17882707046,45.17705529195759,-93.21914317346008,Minnesota,MN00391
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207000.1804716915,45.20717543515858,-96.01123963615976,Minnesota,MN00413
Willmar,1900,56201,,Becker Avenue SE,Valley Golf Course,+1-320-235-6790,https://www.valleygolfwillmar.com/,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206324.43420873236,45.118688976929185,-95.0161184029934,Minnesota,MN00240
,,,,,Harmony Golf Club,,,http://www.harmonygolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204615.49098400152,43.55739374895797,-92.0024045695734,Minnesota,MN00227
,,,,,Fort Snelling Golf Course,,,,,,,,,,,,,,,,,,,Minneapolis Park & Recreation Board,,,,,,,,,,,,,,,,,,,,,,,,204272.5764322984,44.88673014778258,-93.19463040458898,Minnesota,MN00398
,,,,,North Branch Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203689.83386669125,45.506448017510685,-92.9749229920653,Minnesota,MN00325
,,,,,Grandy Nine Golf & Camp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202499.2358602849,45.62511356791368,-93.24277777918044,Minnesota,MN00363
,,,,,Southview Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202484.85091250465,44.880462939977356,-93.07248549845082,Minnesota,MN00248
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198431.44159805984,45.54990331031506,-96.44173095660884,Minnesota,MN00463
,,,,,Frazee Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197437.90086825358,46.73521624549163,-95.68158680171955,Minnesota,MN00329
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192888.42735682946,46.97762618145071,-93.59068294079187,Minnesota,MN00156
,,,,,Grandview Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191026.8531440691,46.71521653991459,-92.27634148274976,Minnesota,MN00287
,,,,,Vermilion River Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190309.76746816272,48.123960030470435,-92.53019245899415,Minnesota,MN00386
,,,,,Castlewood Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,189971.7494672134,45.26348462083999,-92.9608279556465,Minnesota,MN00023
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188940.0839182372,46.19603787863832,-95.82991022525104,Minnesota,MN00379
,,,,,Stephen Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186517.03173930923,48.447895974689935,-96.88469925868567,Minnesota,MN00336
,,,,,Preston Golf and Country Club,,,http://www.prestongolf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183451.29906653514,43.683070725595144,-92.10173542441571,Minnesota,MN00228
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180599.25773764655,47.43386136165614,-92.93106688443376,Minnesota,MN00188
,,,,,Chosen Valley Golf Club,,,bing,,,,,,,,semi-private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179158.7127396275,43.83494532910711,-92.17113680773768,Minnesota,MN00132
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177630.18540704125,43.70990208417027,-91.97428067771685,Minnesota,MN00436
,,,,,Lafayette Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176903.45270624073,44.94244122396646,-93.59266194196879,Minnesota,MN00165
