club,name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,contact:facebook,phone,website,ele,gnis:feature_id,operator,fixme,USGS-LULC:CLASS,note,source,url,alt_name,USGS-LULC:CNTYNAME,USGS-LULC:LEVEL_I,USGS-LULC:LEVEL_II,USGS-LULC:STATECTY,wikidata,wikipedia,access,opening_hours,wheelchair,sport,description,fax,golf,building,LandPro08:DE3,LandPro08:LC_NAME,LandPro08:LU_NAME,LandPro08:reviewed,old_name,start_date,ownership,mobile,golf:course,golf:par,contact:website,owner,type,addr:country,LandPro08:DE5,LandPro08:LC,LandPro08:LCLU,LandPro08:LU,facebook,area,area_m2,lat,lon,province,gcid
,Coosa Country Club,Rome,110,30161,,Branham Avenue,,+1 706 234 7131,https://www.coosacountryclub.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745664.6053461692,34.25280712388453,-85.18786431677421,Georgia,GA00299
,Dalton Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745498.1151258481,34.8036364195688,-84.9505087720091,Georgia,GA00352
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,741254.3863596523,33.76885461713702,-83.72833445962708,Georgia,GA00214
,Maple Ridge Golf Course,Columbus,4700,31909,GA,Maple Ridge Trail,,+1-706-569-0966,https://golfmapleridge.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,yes,738672.0674751133,32.56212008283465,-84.91658811203142,Georgia,GA00085
,Chastain Park Golf Course,Atlanta,216,30342,GA,W. Wieuca Rd NW,,+1-404-255-0723,https://www.cityofatlantagolf.com/chastain-park-golf-course/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,737112.9460199206,33.869352227129255,-84.39058592260497,Georgia,GA00224
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,729777.8035228596,34.18243558659238,-84.03469613525452,Georgia,GA00269
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,729777.8035228596,34.18243558659238,-84.03469613525452,Georgia,GA00270
,Providence Club,Monroe,656,30656,GA,Providence Club Dr,,+1-770-207-4332,https://www.greenvalleygolfgroup.com/web/pages/providence-club,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,728619.084753209,33.89864852905254,-83.77189221230897,Georgia,GA00117
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728402.0405901856,33.218177291958874,-82.41823127174675,Georgia,GA00365
,Forsyth Golf Course,,,,,,,,,,334707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726130.1195926361,33.042179614256554,-83.96411880981393,Georgia,GA00305
,Country Club of Gwinnett,Snellville,3254,30039,GA,Clubside View Ct,,+1-770-680-4440,https://www.countryclubgwinnett.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,AU,171,171171,171,,,726008.448299396,33.819949524594435,-84.02097893105213,Georgia,GA00037
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725975.4092671793,33.54878887797401,-82.06472781631508,Georgia,GA00458
,Pine Hills Golf Club,Winder,661,30680,GA,Hog Mountain Road,,+1-770-867-3150,https://www.pinehillswinder.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,725082.5334105509,33.97000357730106,-83.69304642524429,Georgia,GA00234
,Cherokee Town and Country Club (South),Atlanta,665,30350,GA,Hightower Trail,,,https://www.cherokeetcc.org/,,,Cherokee Town and Country Club,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,(770) 993-4407,,,,,,,,,,,,,722152.7272853262,33.986355281156754,-84.3665112274302,Georgia,GA00426
,Capital City Club - Brookhaven Country Club,Atlanta,53,30319,GA,West Brookhaven Drive Northeast,,+1-404-233-2121,https://www.capitalcityclub.org/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,718188.3853408978,33.86546895391569,-84.34905827140732,Georgia,GA00223
,Waynesboro Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707761.2296732739,33.06489369736566,-82.02864230190158,Georgia,GA00151
,Pinetree Country Club,Kennesaw,3400,30144,GA,McCollum Parkway,,+1-770-422-5902,https://pinetreecc.org/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,AU,171,171171,171,,,705624.1490288681,34.03885778594464,-84.59340771017496,Georgia,GA00044
,Unknown Golf Course,,,,,,,,,,,,boundary wrong. looks like someone just guessed,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,700530.9069534057,34.19019345813927,-84.30793115529639,Georgia,GA00273
,Eagle Watch Golf Club,Woodstock,3055,30189,GA,Eagle Watch Drive,,+1-770-591-1000,https://www.invitedclubs.com/clubs/eagle-watch-golf-club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,697690.7918372253,34.13749255722096,-84.55997245372096,Georgia,GA00100
,Druid Hills Golf Club,,,,,,,,,,,,,,,,,,,,,,Q5308982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695009.187813387,33.78014985447963,-84.3284694988098,Georgia,GA00133
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,692689.9187126819,34.063270182305246,-83.90965501524161,Georgia,GA00239
,WIlmington Island Golf Club,Savannah,501,31410,GA,Wilmington Island Road,,,,,,The Wilmington Island Club,,,Other Urban Or Built-Up Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690124.8205457337,32.00211607753855,-80.99316873962546,Georgia,GA00163
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,687059.0623828664,33.52710967504477,-84.29690074445092,Georgia,GA00017
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686716.0064152032,31.526226131958392,-82.82688222764313,Georgia,GA00455
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686716.0064152032,31.526226131958392,-82.82688222764313,Georgia,GA00456
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,685357.2570837226,34.01883744187938,-84.00206003665772,Georgia,GA00178
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,684287.4740405005,33.23484277906118,-84.2729329366533,Georgia,GA00179
,Hawk's Point Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683003.4820796166,32.22756741773952,-82.38192059152601,Georgia,GA00355
,Riverview Golf Course,Dublin,100,31021,,Riverview Drive,,+1 478 275 4064,https://www.dublinriverview.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682536.6897013846,32.523725405843415,-82.89141301733825,Georgia,GA00344
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,682422.6253400503,34.06962487429806,-84.11150002170855,Georgia,GA00045
,Sunset Hills Country Club,Carrollton,1,30117,,Club Drive,,+1 770 834 6656,https://www.sunsethillscc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682345.1517115663,33.56310136739001,-85.09801081471727,Georgia,GA00191
,Battlefield Golf Club and Estates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681362.103361126,34.923654409100834,-85.22389017407298,Georgia,GA00143
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675709.1046889982,31.911046029867705,-81.2880874784133,Georgia,GA00432
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,670301.112376349,33.794991020362744,-84.70693263752618,Georgia,GA00219
,Coweta Club,Newnan,300,30265,,Arbor Springs Parkway,,+1 770 683 4727,https://www.cowetaclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,669905.7509283393,33.46553550610532,-84.70090677971785,Georgia,GA00014
,Apple Mountain Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669423.5894259227,34.63597046989063,-83.45780869282773,Georgia,GA00402
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,668988.1037886807,34.17666920879368,-84.02121962194636,Georgia,GA00266
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,668988.1037886807,34.17666920879368,-84.02121962194636,Georgia,GA00267
,Black Creek Golf Club,Ellabell,227,31308,GA,Canterwood Drive,,+1-912-858-4653,https://www.blackcreekgc.com/,,2559673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,668158.8740438857,32.17067496621086,-81.49868780019943,Georgia,GA00063
,Willow Lake Golf Club,Metter,,30439,,West Willow Lake Drive,,912-685-2724,http://willowlakegolfclub.com/,,2502680,,,Other Urban or Built-up Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,667669.5983501322,32.41909386976848,-82.07131475864121,Georgia,GA00093
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,659856.4164866691,34.078987532995484,-84.39853041045303,Georgia,GA00244
,Country Club of Roswell,Roswell,2500,30076,GA,Club Springs Dr,,+1-770-475-7800,https://ccroswell.com/web/pages/home,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,AU,171,171171,171,,,659058.973751884,34.02819862969922,-84.28192478591477,Georgia,GA00043
,Kingwood Country Club,Clayton,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656882.4965433921,34.85816809013949,-83.36604437420098,Georgia,GA00135
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,653181.4835454074,34.30059454757785,-84.61308524498463,Georgia,GA00052
,Cherokee Pines Golf & Fitness Club,Perry,1000,31069,,Country Club Road,,+1 478 224 4653,https://www.cherokeepines.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652736.8487795565,32.4768227218182,-83.71750702687372,Georgia,GA00159
,Chestatee Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,651590.1971278073,34.40365180872108,-83.98787919901785,Georgia,GA00107
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,648218.9875270294,33.589016476297985,-83.907883948294,Georgia,GA00194
,Fairfield Plantation,Villa Rica,7500,30180,GA,Monticello Drive,,+1-770-836-1112,https://www.fairfieldplantation.com/amenities/golf.aspx,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,641869.6058006717,33.64692739997642,-84.93105324457778,Georgia,GA00029
,Ashton Hills Golf Club,Covington,10400,30014,GA,Bypass Rd,,+1-678-224-8586,https://www.ashtonhillsgc.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,641371.5478141077,33.57831133674653,-83.84137869639358,Georgia,GA00109
,Lookout Mountain Golf Club,Lookout Mountain,1730,30750,,Woodnymph Trail,,+1-706-820-1169,http://www.lookoutmountaingolfclub.com/,,344277,,,Other Urban or Built-up Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636438.3985696041,34.96802804198809,-85.35748255775846,Georgia,GA00136
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,631425.2712559106,33.66711435604707,-84.52867403865504,Georgia,GA00197
,Lake Jonesco Golf Course,Gray,834,31032,,Highway 22 East,,+1 478 986 3206,http://www.jonescountyga.org/county-directory/golf-course/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630741.3663862122,33.02416543276376,-83.4725727762628,Georgia,GA00155
,LaFayette Golf Course,LaFayette,1,30728,,Fred Henry Drive,,+1-706-639-1580,http://cityoflafayettega.org/recreation/golf-course/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629525.1808356042,34.69060394248724,-85.28389078296422,Georgia,GA00318
,Savannah Golf Club,Savannah,1661,31414,GA,East President Street,,+1-912-232-2156,https://www.thesavannahgolfclub.com/,,,,,,,aerial imagery,,,,,,,,,,,,golf,"The Savannah Golf Club is a private, member owned club. It has been around since 1794. It is invitation only to join.",+1 912 236 5408,,,,,,,,,,,,,,,,,,,,,,,622370.5261409897,32.06774272835729,-81.06521487664939,Georgia,GA00294
,Griffin Bell Golf Course,,,,,,,,,,,Georgia Southwestern State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620505.4206663497,32.04940802423375,-84.21835123752345,Georgia,GA00373
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615596.8942382458,32.865182028405094,-84.31263669453665,Georgia,GA00358
,Beaver Creek Golf Course,,,,,,,,,,344843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,613468.533662299,31.549904250198097,-82.7965873918044,Georgia,GA00057
,Hartwell Golf Club,Hartwell,755,30643,,Golf Course Road,,+1 706 376 8161,http://hartwellgolf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610778.0239188699,34.3277519493875,-82.95674546735155,Georgia,GA00142
,Okefenokee Golf and Country Club,Blackshear,1204,31516,,South River Oaks Drive,,912-283-7400,https://okefenokeecountryclub.com/,,349081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,610507.525795524,31.266051669365755,-82.3501896059668,Georgia,GA00058
,Hunter Pope Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610396.8569105134,33.320315968641204,-83.68090382080013,Georgia,GA00363
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608043.4694619408,34.044839204968156,-85.25011032682718,Georgia,GA00392
,Cherokee Rose Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,607031.9178500162,31.801220211613863,-81.60099209085172,Georgia,GA00077
,Magnolia,Savannah,1,31411,GA,Palmer’s Draw,,,https://thelandings.com/golf-and-athletic-club/golf/magnolia,,,The Landings Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,601186.6469618767,31.946922032994635,-81.03528784403908,Georgia,GA00066
,Sandy Run Golf Club,,,,,,,,,,344337,,,,,LULC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581976.7528371692,32.57882978908478,-83.60456396419957,Georgia,GA00153
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580455.76898942,32.3960993664239,-84.95829736815773,Georgia,GA00405
,Belle Meade Country Club,Thomson,2660,30824,,Twin Pine Road,,+1 706 595 1553,http://www.bellemeadecountryclub.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,579480.1204586909,33.53594148647513,-82.5128476726502,Georgia,GA00081
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566224.3795259435,34.084784251523175,-82.85730325669178,Georgia,GA00340
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,562722.9988959011,33.42129856773895,-84.16294422113293,Georgia,GA00097
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,556909.3659200297,33.68549265750112,-84.29703841182295,Georgia,GA00200
,City Club Marietta,Marietta,510,30064,GA,Powder Springs Street Southwest,https://www.facebook.com/CityClubMarietta,+1-770-528-4653,https://www.cityclubmarietta.com/,,,Hilton Atlanta/Marietta Hotel & Conference Center,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,https://www.cityclubmarietta.com/,City of Marietta,,,,,,,,,556838.5812679047,33.94206639444665,-84.55889280727833,Georgia,GA00231
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,554628.5822455296,30.680362192579782,-83.20803113277778,Georgia,GA00095
,Green Meadow Golf Course,,,,,,,,,,357870,,,Other Urban or Built-up Land,Other Urban Or Built-Up Land,USGS-LULC,,,RICHMOND,1,17,13245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551405.0232655522,33.4159020072368,-82.03732184908303,Georgia,GA00148
,Elks Lodge Golf Course,Calhoun,143,30701,GA,Craigtown Road Northeast,,+1-706-629-4091,https://www.elks.org/lodges/contactus.cfm?lodge=1883,,,,,Other Urban or Built-up Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550058.0298619375,34.544239541284604,-84.91029168874361,Georgia,GA00137
,Butternut Creek Golf Course,Blairsville,129,30512,,Union County Recreation Road,,+1 706 439 6076,http://www.butternutcreekgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548311.714784297,34.8788446394941,-83.96542955690437,Georgia,GA00339
,Terrapin,,,,,,,,,,,The Landings Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,546400.8926915887,31.897619313229317,-81.05153515528325,Georgia,GA00070
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544610.5036331752,33.755428362333674,-82.34152166593321,Georgia,GA00427
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544610.5036331752,33.755428362333674,-82.34152166593321,Georgia,GA00428
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,539318.7550381125,34.18122450282685,-84.20645142946938,Georgia,GA00271
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532118.6500408372,31.619053821707997,-83.25507118556284,Georgia,GA00345
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530620.3107429778,32.598296792557534,-82.89484129193153,Georgia,GA00359
,Bobby Jones Golf Club,Atlanta,384,30305,,Woodward Way Northwest,,+1 404 355 1009,https://www.bobbyjonesgc.com/,,,,,,,,,,,,,,,,,,,,Currently closed for Renovation. ,,,,,,,,,November 2018,,,,,,,,,,,,,,,530525.5213380543,33.81616840614059,-84.40328907579816,Georgia,GA00134
,Columbus Country Club,,,,,,,,,,,,,Other Urban or Built-up Land,,,,,MUSCOGEE,1,17,13215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518965.54537860036,32.491116617294225,-84.96007404143215,Georgia,GA00157
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,496557.83987561835,33.69457710885109,-84.15138630572443,Georgia,GA00202
,Forest Lakes Golf Club,tifton,80,31794,GA,Moorman Drive,,,,,,Abraham Baldwin Agricultural College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496083.54591857543,31.500215873438638,-83.44524752985923,Georgia,GA00361
,Alfred Tup Holmes Golf Course,Atlanta,2300,30311,GA,Wilson Dr. SW,,+1-404-753-6158,https://www.cityofatlantagolf.com/alfred-tup-holmes-golf-course/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,492237.86958841607,33.70891522270199,-84.46364862044952,Georgia,GA00204
,Steel Canyon Golf Club,Sandy Springs,460,30350,GA,Morgan Falls Road,,,https://steelcanyongolfclub.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,https://steelcanyongolfclub.com/,,,,,,,,,,,,,492027.132197191,33.96757221046764,-84.37160290403284,Georgia,GA00233
,Country Land Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,489275.0177166235,34.30389094903289,-84.02480761097404,Georgia,GA00284
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,488104.212418585,34.122358148175486,-83.86900928030227,Georgia,GA00251
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,484031.8889939037,33.99340923467792,-84.7192455024292,Georgia,GA00019
,Evans Heights Golf Club,,,,,,,,,,,,,,,LULC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478037.1219050187,32.11602407612638,-81.89749610100597,Georgia,GA00160
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,463173.8007093974,34.19570368085845,-84.29408730766602,Georgia,GA00050
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,456283.91222702997,33.37070981175582,-84.16957859709115,Georgia,GA00187
,Mossy Creek Golf Course,Cleveland,7883,30528,,Highway 254,,+1-706-865-2277,http://www.mossycreekgc.com/,,350913,,,Other Urban or Built-up Land,,,,,,,,,,,,,,,,,,,,,,,Eagle Greens at Skitt Mountain,,,,,,,,,,,,,,,,446669.8523104757,34.50947784583631,-83.73949975265418,Georgia,GA00144
,Twisted Pine Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445723.431995066,31.88637928830954,-82.58463780186501,Georgia,GA00433
,Mary Calder Golf Club,Savannah,1,31415,GA,Mary Calder Dr,,+1-912-238-7100,https://www.marycaldergc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439241.6828595178,32.09628668472483,-81.13195714950082,Georgia,GA00297
,Quiet Pines Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435126.9834847212,30.980285605410483,-83.21487170776464,Georgia,GA00319
,Crooked Creek Club,Alpharetta,3430,30004,GA,GA 9,,+1-770-475-2300,https://www.thecrookedcreekclub.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,https://www.thecrookedcreekclub.com/,,,,,,,,,,421295.24362209876,34.13210041379639,-84.26066025617837,Georgia,GA00252
,C. Uncle Remus Golf Course,Eatonton,120,31024,,Hambone Holle Drive,,+1-706-485-6850,,,,,,Other Urban or Built-up Land,Other Urban Or Built-Up Land,USGS-LULC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418149.6506349777,33.31325698646067,-83.38750478247593,Georgia,GA00149
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417889.18861295894,31.161422350078418,-84.15103328222122,Georgia,GA00397
,Brazell's Creek Golf Course,Reidsville,355,30453,,Golf Course Road,,+1-912-557-7745,http://georgiagolf.com/Brazells-Creek,,2502681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407727.7765932772,32.08966293588735,-82.1354835389206,Georgia,GA00317
,Unknown Golf Course,,,,,,,,,,,,,Other Urban or Built-up Land,,USGS-LULC,,,PEACH,1,17,13225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404245.4454025816,32.58513288450914,-83.8599014506893,Georgia,GA00152
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,395012.79508788313,34.30781014031659,-84.62475048185662,Georgia,GA00289
