name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,phone,website,description,email,mobile,opening_hours,operator,source,alt_name,contact:facebook,place,wikidata,golf:course,fixme,golf:par,start_date,building,golf,sport,note,access,wheelchair,type,addr:country,fee,old_name,area_m2,lat,lon,province,gcid
Country Club of Gaffney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253470.67881299453,35.032116754222415,-81.63087933298124,South Carolina,SC00304
RiverTowne Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242719.23272262962,32.88602384754271,-79.8270683812656,South Carolina,SC00214
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219949.0450271741,33.87277985999395,-79.79250834514185,South Carolina,SC00331
Winthrop University Golf Course,,,,,,,,,,,,Winthrop University,,,,,,,,,,,,,,,,,,,,186077.9638410678,34.94091964061679,-81.00989643496477,South Carolina,SC00228
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184608.53326612848,33.81486652092815,-78.75848730466085,South Carolina,SC00222
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181796.6840038918,33.870901629674094,-78.63483941187083,South Carolina,SC00328
The Aero Club Short Course,Myrtle Beach,3101,29577,SC,S Kings Hwy,+1-843-444-5442,https://aeroclubgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,156893.72430405286,33.66022216633435,-78.92247441175377,South Carolina,SC00352
USC Aiken Golf Practice Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150770.45969300205,33.571888082509574,-81.78129877656188,South Carolina,SC00332
The Reserve Golf Club,Pawleys Island,18,29585,,Reserve Drive,843-235-0755,https://www.thereservegolf.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,147952.43171959554,33.490785196698255,-79.11086709853356,South Carolina,SC00134
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146610.3746846314,35.01777497654273,-82.171190911053,South Carolina,SC00330
Cokesbury Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131307.77620324038,34.28479044743972,-82.1978822674634,South Carolina,SC00278
Timberlake Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128817.7201040968,34.08188713401641,-81.37208702614798,South Carolina,SC00283
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128128.78278665766,34.89023803577155,-82.33347135549498,South Carolina,SC00338
Lake Murray Golf Center,Chapin,2032,29036,SC,Old Hilton Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,122907.53676687775,34.139495204528814,-81.31094950099549,South Carolina,SC00279
3's Greenville Golf & Gril,,,,,,,https://www.3s.golf/,,,,,,,Crosswinds,,,,,,,,,,,,,,multipolygon,,,Cross Winds Golf Club,118860.1764806108,34.8608004068517,-82.34829466643477,South Carolina,SC00063
Port Royal Planter's Row Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,110596.08449914437,32.21351236115217,-80.6906611406516,South Carolina,SC00143
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99963.2169972325,33.78855273151086,-79.01566580279251,South Carolina,SC00208
Wild Dunes - Links Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98842.51482144304,32.81640101073026,-79.72201112864626,South Carolina,SC00212
Riverside Golf Center Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92853.82397942437,34.04527339231096,-81.07599690533205,South Carolina,SC00294
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81353.84247097046,34.0854550333049,-81.37563356507333,South Carolina,SC00288
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81150.24310528123,33.96249940173129,-81.02461399596805,South Carolina,SC00292
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80850.40496808561,33.78007029733682,-79.01983411714986,South Carolina,SC00209
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76760.61629526496,33.81761469094047,-78.75867984816867,South Carolina,SC00219
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72791.66493225447,33.811207064221996,-78.75175556663893,South Carolina,SC00223
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68071.61189909239,33.791353427439034,-79.00629878370596,South Carolina,SC00205
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,64926.74749869722,33.808016093252405,-78.75425476812435,South Carolina,SC00154
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59346.57935156018,34.086360152680996,-81.36251984448423,South Carolina,SC00286
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57752.723565177206,34.09064751752802,-81.37653316202382,South Carolina,SC00289
Timberlake Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54911.548063630005,34.08251571577176,-81.36733284228998,South Carolina,SC00284
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53662.74083578358,34.085242110070176,-81.36907321828122,South Carolina,SC00285
Wild Dunes - Links Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50870.52698783968,32.81090559407436,-79.73219580649078,South Carolina,SC00211
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47275.560657769616,33.9193686339757,-81.07183935913936,South Carolina,SC00296
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44086.47167157611,34.67444074879658,-82.85193081889093,South Carolina,SC00308
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40373.33371121895,34.090497343326675,-81.37928386271473,South Carolina,SC00291
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39059.4172987454,33.80143649094138,-78.75271058263354,South Carolina,SC00224
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33116.57979556116,34.08465045297583,-81.36160424376793,South Carolina,SC00287
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30941.96221861118,34.093692359829355,-81.37877129453753,South Carolina,SC00290
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29526.765734843528,33.814663544055875,-78.75104755751609,South Carolina,SC00221
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29339.24949067126,34.210247793889515,-81.96947357293199,South Carolina,SC00349
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27837.8718030427,33.79897131188413,-78.75635628507175,South Carolina,SC00225
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26329.20624051483,33.789398167211225,-79.00746053954494,South Carolina,SC00206
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10474.919476469779,33.798314876016676,-78.7597648642082,South Carolina,SC00226
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10026.561259739849,33.819845874586825,-78.753229257001,South Carolina,SC00220
