addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,name,opening_hours,operator,building,phone,website,source,check_date,start_date,note,email,sport,golf,landuse,old_name,alt_name,golf:course,official_name:en,wikidata,abandoned,type,addr:country,golf:par,area_m2,lat,lon,province,gcid
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,238453.25879841403,39.79096550225682,-91.53054442227238,Missouri,MO00326
Emma,106,65327,,West Maple Street,Tri-City Country Club,,,,+1 660 463 7841,http://www.tricitycountryclub.com/,,,,,,,,,,,,,,,,,,231541.3618000164,38.9748132312558,-93.49739387224817,Missouri,MO00230
Tipton,620,65081,,Highway 50,Tipton Country Club,,,,+1 660 433 2321,https://www.tiptonmocountryclub.com/,Bing,,,,,,,,,,,,,,,,,230834.6808522262,38.651421954282156,-92.79109802824313,Missouri,MO00120
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,230493.06082417554,40.379328133087476,-93.6821939006535,Missouri,MO00187
,,,,,Deer Lake Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,227531.08895218457,37.20322355168138,-93.40005169918491,Missouri,MO00126
Theodosia,131,65761,,Lost Woods Drive,Lost Woods Golf Course,,,,+1 417 273 4877,http://www.lostwoodsgolf.com/,,,,,,,,,,,,,,,,,,225164.36656275694,36.56137910299675,-92.63902020598454,Missouri,MO00161
,,,,,Higginsville Country Club,,,,,,,,,,,,,,,,,,,,,,,224004.86595655684,39.06691990782451,-93.6661470026793,Missouri,MO00213
,,,,,Unknown Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,223851.3120902538,40.21569458914613,-94.52644678777617,Missouri,MO00171
,,,,,Fulton Country Club,,,,,,Bing,,,,,,,,,,,,,,,,,223156.86593543505,38.85767911883366,-91.93778904562842,Missouri,MO00118
,,,,,American Legion Golf Course,,,,,,,,,,,,,,,,,,,,,,,219561.71737218605,39.70027574850376,-91.40122401911385,Missouri,MO00196
,,,,,Frisbee Golf Course,,,,,,,,,,,,,,,,,,,,,,,214750.11230346217,37.148438576272824,-94.54289234852502,Missouri,MO00293
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,201137.24873543205,40.06441238612142,-93.61543985506572,Missouri,MO00214
,,,,,The 9 Hole,,Margaritaville Lake of the Ozarks,,,https://www.tan-tar-a.com/play/golf/courses/,,,,,,,,,,,,,,,multipolygon,,,198880.10682649692,38.13405437298687,-92.71940780054157,Missouri,MO00041
,,,,,Four Seasons Country Club,,,,,https://www.fourseasonscc-chesterfield.com/,,,,,,,,,,,,,,,multipolygon,,,195792.89772866244,38.67533066377971,-90.5040025191965,Missouri,MO00061
,,,,,Hurryville Driving Range,,,,,,,,,,,,,,,,,,,,,,,190250.50963850832,37.82932211585958,-90.44757305276937,Missouri,MO00291
Ridgedale,150,65739,MO,Top of the Rock Road,Top of the Rock Golf Course,Mo-Su 08:00-19:30,,,,https://bigcedar.com/golf/top-of-the-rock-course/,,,,,,,,,,,9_hole,,,,multipolygon,US,27,188217.82870700856,36.54352157448313,-93.25097699530292,Missouri,MO00059
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,183343.60510032292,37.15551182368856,-94.54306300403096,Missouri,MO00297
,,,,,Unknown Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,174663.9750623535,40.489795357264676,-94.40715678585589,Missouri,MO00110
Hannibal,1200,63401,,Country Club Drive,Hannibal Country Club,,,,+1 573 248 1123,https://hannibalcountryclub.com/,,,,,,,,,,,,,,,,,,168814.82457172585,39.72041280802907,-91.38030507294766,Missouri,MO00197
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,153805.43669063307,38.281180663674,-91.71365195943608,Missouri,MO00169
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,153196.17085958587,39.709226062734714,-94.75114364766894,Missouri,MO00329
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,151233.04479061827,40.523572726628416,-93.01528182043371,Missouri,MO00189
,,,,,Par 3 course,,,,,,,,,,,,,,,,,,,,,,,141421.72926526263,38.922577076113285,-94.45387706396558,Missouri,MO00304
,,,,,Tower Tee,,,,,,,,,,,,,,,,,,,,,,,131407.918481464,38.567950251141426,-90.32910768659396,Missouri,MO00090
Lake Saint Louis,100,63367,,Cognac,Lake Saint Louis 9-Hole Golf Course,,,,636-625-8276,https://lslca.com/jupgrade/index.php/amenities/golf,,,,,,,,,,,,,,,multipolygon,,,123518.71396184384,38.79603841857308,-90.79694165873829,Missouri,MO00016
,,,,,Unknown Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,121076.92145038159,37.15567377343732,-91.351728848155,Missouri,MO00119
Columbia,6221,65201,MO,East Broadway,The Club at Old Hawthorne,,,,+1 573 442 5280,https://www.oldhawthorne.com/,,,,,,,,,,,,,,,,,,108452.38099893511,38.92825431600005,-92.24632305629922,Missouri,MO00288
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,multipolygon,,,105393.36091010603,38.48609195895786,-94.35115488459952,Missouri,MO00044
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,105109.93991000653,37.76407932177871,-92.73171252583599,Missouri,MO00246
,,,,,Midway Golf and Games,,Midway Golf and Games,,,,,,,,,,,,,,,,,,,,,104149.51509751493,38.97011645940078,-92.41761703183874,Missouri,MO00308
Bonne Terre,15401,63628,,Turley School Road,Pallo's Par 3 Golf Course,,,,+1 573 431 4455,https://www.pallospar3.com/,,,,,,,,,,,,,,,,,,76085.7135752375,37.90317920287055,-90.39459249325596,Missouri,MO00244
,1825,65803,,East Norton Road,Betty Allison Family Golf Center,,,,417-833-9962,https://www.parkboard.org/golf/oscar_blom/index.htm,Bing,,,,,,,,,Betty Allison Junior Golf Course at Oscar Blom,,,,,,,,75743.93898570552,37.25305839054811,-93.26223700475859,Missouri,MO00065
,,,,,Driving Range,,,,,,,,,,,,,,,,,,,,,,,66591.48707897657,39.265351039494135,-94.51288180257973,Missouri,MO00104
Saint Robert,,65584,MO,Duffer Drive,Saint Robert Golf Course,Apr 01-Sep 30 07:00-19:00,"City of Saint Robert, Missouri",,,https://www.saintrobert.com/Facilities/Facility/Details/Municipal-Golf-Course-2,,,,,,,,,,,,,,,,,,59894.11047647592,37.81231189756949,-92.1390433956943,Missouri,MO00294
,,,,,Lake Nehai Golf Course,,,,,,,,,,,,,,,,,,,,,,,58058.56934610804,39.58047867191704,-92.89414978474737,Missouri,MO00299
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,39554.65764577772,40.233456266679816,-92.2062212591231,Missouri,MO00192
