name,operator,access,golf:course,website,addr:city,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,contact:facebook,website2,addr:state,phone,gnis:feature_id,sport,fixme,source,email,tourism,golf,landuse,ref,resort,description,old_name,wikidata,wikipedia,wheelchair,addr:county,opening_hours,building,name:zh,name:zh-Hans,ref:fcpa,fax,addr:country,type,cr:blue,cr:red,cr:white,sr:blue,sr:red,sr:white,building:levels,leisure_1,alt_name,contact:email,area_m2,lat,lon,province,gcid
Ocean View Golf Course,,,,https://www.oceanviewgc.com/,Norfolk,9610,23503,Norfolk Avenue,,,Oceanviewgolfcourse,,VA,+1-757-480-3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495180.7229793602,36.946090979161035,-76.25018552620703,Virginia,VA00237
The First Tee Chesterfield Golf Club,,,,http://www.thefirstteerichmondchesterfield.org/,Richmond,6736,23237,Huntingcreek Drive,,,,,VA,+1 804-275-8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489532.1999970189,37.40066379738731,-77.4947720917876,Virginia,VA00154
Regency at Dominion Valley,,,,http://www.regencydominionvalley.com/golf.html,,,,,,,,,,+1 571-261-2505,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,487478.88823285326,38.84731262893812,-77.64664761997973,Virginia,VA00066
Prince George Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,68.4,69.3,118,106,114,,,,,487249.90260950074,37.13568979999389,-77.25138709332622,Virginia,VA00335
Cavalier Golf & Yacht Club,,,,https://www.cavaliergyc.com/,Virginia Beach,1052,23451,Cardinal Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,481382.54032986343,36.860684116656024,-76.00085936199463,Virginia,VA00027
Cavalier Golf & Yacht Club,,,,https://www.cavaliergyc.com/,Virginia Beach,1052,23451,Cardinal Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,481382.54032986343,36.860684116656024,-76.00085936199463,Virginia,VA00028
The Princess Anne Country Club,,,,https://www.princessannecc.com/,Virginia Beach,3800,23451,Pacific Avenue,,,,,,757-428-4141,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,479825.0379339606,36.8668373934953,-75.98891795203102,Virginia,VA00030
The Princess Anne Country Club,,,,https://www.princessannecc.com/,Virginia Beach,3800,23451,Pacific Avenue,,,,,,757-428-4141,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,479825.0379339606,36.8668373934953,-75.98891795203102,Virginia,VA00029
Eastern Shore Yacht and Country Club Golf Course,ESYCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475067.0186228858,37.655215007583166,-75.81990367849427,Virginia,VA00268
Glen Oak Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468135.91728218575,36.559062337144404,-79.43583327175561,Virginia,VA00230
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465161.78863036336,37.1331301191788,-79.72277969965907,Virginia,VA00259
Shenvalee Miller Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,461230.1597934462,38.63347837918034,-78.66642946455099,Virginia,VA00095
Shenvalee Miller Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,461230.1597934462,38.63347837918034,-78.66642946455099,Virginia,VA00096
Cliff View Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454489.8547381636,37.869483590079376,-79.9728909896679,Virginia,VA00314
Bristow Manor Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451730.3380749736,38.70480505105572,-77.52943278719687,Virginia,VA00143
The Brookwoods Golf Club,,,,https://www.brookwoodsgolf.com,Quinton,7325,23141,Club Drive,,,,,VA,+1-804-932-3737,,,,,,,,,,,,,,,,,Mo-Su 07:15-19:00,,,,,,,multipolygon,,,,,,,,,,,449855.64153593255,37.50594730845473,-77.16845109625538,Virginia,VA00091
Skyland Lakes Golf Club,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,448994.569353066,36.64610702338743,-80.73066153130983,Virginia,VA00078
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442452.31161431805,36.580277182998444,-78.14472546017092,Virginia,VA00301
Halifax Country Club,,,,http://www.halifaxccgolf.com/,Halifax,5136,24558,Halifax Road,,,,,,+1 434 476 2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423685.08009591023,36.75167541343708,-78.92469489426323,Virginia,VA00249
Devil's Knob Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,423469.8198670549,37.9245273823465,-78.95006652133048,Virginia,VA00114
Virginia Tech Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416734.9568697819,37.22705099805697,-80.43354073057235,Virginia,VA00117
Dan Hall Mountain Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405313.11570948473,36.958353623802076,-82.44720294188905,Virginia,VA00325
Dan Hall Mountain Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405313.11570948473,36.958353623802076,-82.44720294188905,Virginia,VA00326
Shenvalee Creek Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404816.7307476264,38.63809156008581,-78.66604947697815,Virginia,VA00331
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373508.71657181834,37.494135537145716,-77.92022110011725,Virginia,VA00273
Captain's Cove Golf and Yacht Club,,,,https://www.captscovegyc.com/,Greenbackville,3370,23356,Captains Corridor,,,,,,757-824-3465,2520149,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,367265.84343040304,37.99479115655972,-75.42170280625521,Virginia,VA00031
South Hill Country Club,,,,,LaCrosse,,,Country Club Road,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365384.9394289989,36.74381689994553,-78.06858060045163,Virginia,VA00300
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363401.36590279796,37.56066033052598,-76.82595707747859,Virginia,VA00334
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363115.3895296242,37.27713586376771,-77.64090725902814,Virginia,VA00295
Bristow Manor Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361558.16615795647,38.708836267289406,-77.53397811018286,Virginia,VA00142
Willowbrook Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360568.14471275365,37.29129306009065,-82.26711576623647,Virginia,VA00306
South Riding Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358950.12528477627,38.89683982018895,-77.5086377216488,Virginia,VA00146
Montclair Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,355857.7898281079,38.60746691679739,-77.33395258365417,Virginia,VA00111
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354163.0266370538,36.94956104876559,-82.21009780388577,Virginia,VA00308
South Riding Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353146.6231143332,38.90564078960997,-77.50954491416962,Virginia,VA00147
Mecklenburg Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352204.41895889223,36.80334502438259,-78.43244596724847,Virginia,VA00293
Longwood Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347108.423105792,37.28968445206436,-78.38205003752873,Virginia,VA00158
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344431.8806366444,36.94617992485089,-79.87412419891554,Virginia,VA00263
Unknown Golf Course,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340114.0073576929,39.096653137108525,-77.48158060094515,Virginia,VA00191
Briery Country Club,,,,https://www.brierycountryclub.com/,Keysville,395,23947,Country Club Road,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333810.46631457604,37.07336025967972,-78.48384742859758,Virginia,VA00332
Amelia Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333476.6207811767,37.35253018063328,-77.96481581716135,Virginia,VA00336
Nottoway River Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323666.0103824884,37.04707601361512,-78.03769729537377,Virginia,VA00343
Poplar Forest Golf Course,,,,http://www.poplarforestgolf.com/,,,,,,,,,,434-534-9418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323610.5941055733,37.35037544448156,-79.27030035297801,Virginia,VA00149
Aquia Harbour Golf Club,,,,https://aquiagolf.com/,,204,,Bow Cove,,,,,,+1-540-659-4478,,,,EsriWorldImagery,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,golf@aquiaharbour.org,309020.5034094702,38.47077399383464,-77.37372851308072,Virginia,VA00092
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300733.5279265994,36.89079527162991,-79.42184071266514,Virginia,VA00289
Gloucester Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288327.8492746059,37.399457133468104,-76.53271994421559,Virginia,VA00215
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285295.2552913093,36.681061650130935,-80.90231313881056,Virginia,VA00200
Front Royal Golf Club,,,,https://frontroyalgolfclub.com/,,,,,,,,,,540-636-9061,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,park,,,273118.75187674316,38.96018016591982,-78.18415136496641,Virginia,VA00037
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270992.4290786934,37.319651293440415,-80.72258332836333,Virginia,VA00255
Unknown Golf Course,,,,,,,,,,,,,,,,,"Needs greens, fairways, roughs, sand traps, and cartpaths to be mapped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270526.12994785776,38.29204072868071,-78.12470362609689,Virginia,VA00341
Lunenburg Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270204.0108436907,36.9508828767709,-78.10349931215818,Virginia,VA00299
Burke Lake Golf,Fairfax County Park Authority,,,https://www.fairfaxcounty.gov/parks/golf/burke-lake,Fairfax Station,6915,22039,Ox Road,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,265110.1491027143,38.765229614688856,-77.30967846321852,Virginia,VA00009
South Riding Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264833.0414737535,38.90947750945834,-77.51758005601017,Virginia,VA00148
Kanawha Club,,,,http://www.kanawhaclub.com/,Manakin-Sabot,705,23103,River Road West,,,,,VA,+1 804-784-3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262266.3474407337,37.61188743299126,-77.74311268020308,Virginia,VA00188
Cheatham Annex Deer Cove Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261569.14491284682,37.282925216984914,-76.59292330542743,Virginia,VA00216
Blacksburg Municipal Golf Course,Blacksburg Parks and Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250988.80668294628,37.22426803178243,-80.39750847797667,Virginia,VA00118
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244118.56532686864,37.2722417088246,-77.64918722918,Virginia,VA00283
Lambert's Point Golf Course,City of Norfolk,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,242423.68645323912,36.88333672795428,-76.32026802700324,Virginia,VA00223
Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242174.29337692665,37.16743478281349,-78.11139634202316,Virginia,VA00157
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241191.01875905626,38.408425424490204,-78.70492495773884,Virginia,VA00338
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240740.1602537652,36.65525824148863,-82.56286067950873,Virginia,VA00321
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239902.2354689454,38.015500467974036,-77.99625548256454,Virginia,VA00243
Bedford Country Club,,,,https://bedfordcountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236383.66720752025,37.37575170886097,-79.54295530947385,Virginia,VA00346
Massanutten Resort Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236351.6446439487,38.409042724989554,-78.71510321413656,Virginia,VA00257
Pinecrest Golf Course,Fairfax Park Authority,,,https://www.fairfaxcounty.gov/parks/golf/pinecrestgc/,Alexandria,6600,22312,Little River Turnpike,,,,,VA,,1491217,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,234220.0640675347,38.82698781400239,-77.16459794371832,Virginia,VA00168
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229499.73885335715,36.87373836216996,-81.76226862591938,Virginia,VA00312
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,225767.44310717116,37.28074248684741,-77.65239764426886,Virginia,VA00106
The Links at City park,,,9_hole,https://portsmouthparks.com/232/The-Links-at-City-Park,Portsmouth,7,23704,Cpl J M Williams Avenue,,,,,VA,,,,,,,,,,,,,,,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,,,,,,,222905.34338081625,36.83046609616414,-76.37133199505342,Virginia,VA00262
Virginia Golf Center,,,,,Centreville,5801,20121,Clifton Road,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199533.53928808612,38.82868136930402,-77.39895902328693,Virginia,VA00272
Jefferson District Golf Course,Fairfax County Park Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197881.01066174777,38.879480937999396,-77.21525845281171,Virginia,VA00140
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194019.80934145086,37.282256024962194,-77.6437489020429,Virginia,VA00296
Glen Oak Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185893.88872460148,36.55589084192968,-79.44200801288547,Virginia,VA00231
Unknown Golf Course,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170609.3245727472,39.105264134968806,-78.21144316101515,Virginia,VA00179
Lake Ridge Golf Course,,,,https://www.lakeridgegc.com/,Woodbridge,12350,22192,Cotton Mill Drive,,,,,VA,+1 703-494-5564,2520177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169190.12185650805,38.69175911957565,-77.32038044338492,Virginia,VA00212
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164442.82825706992,37.502405603913076,-77.92194164838138,Virginia,VA00276
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153514.83428024972,37.822965231552644,-79.79229763784724,Virginia,VA00313
5 Hole Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148173.2828605806,36.95255666917315,-76.31324372746899,Virginia,VA00245
Four Seasons Golf Center,,,,,,11501,,Braddock Road,,,,,VA,+1-703-278-0350,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,138922.21937958605,38.83146474328445,-77.34360184626652,Virginia,VA00021
Oakmont Golf Course,,,,,,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124173.13720693743,38.87753898025311,-77.31503804477609,Virginia,VA00136
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,108870.586867763,37.55952426661178,-77.43764484865929,Virginia,VA00324
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103899.33208545926,37.49423843603085,-77.92527647600595,Virginia,VA00274
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98943.31622327669,37.33629905104831,-79.12200047334936,Virginia,VA00319
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95241.52970369296,38.659422154340625,-78.2213071300261,Virginia,VA00337
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90317.77400440442,38.68643302512933,-77.34829648496823,Virginia,VA00159
Unknown Golf Course,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80899.43173749719,39.09324891713173,-77.47520667159161,Virginia,VA00190
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76111.78883414222,38.82057279132382,-77.62892222739525,Virginia,VA00181
Lynch Links Golf Course of Emory & Henry College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71222.73837952521,36.76991273232194,-81.83344856121464,Virginia,VA00320
New Post Golf Driving Range,,,,,Woodford,9815,22580,Sandy Lane Drive,,,,,VA,,,golf,,,,,driving_range,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,64132.803007891605,38.22925216392156,-77.403545924478,Virginia,VA00120
Oakmont Driving Range,,,,,,,,,,,,,,,,,,,,,driving_range,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,62354.487143278784,38.87495940098618,-77.3180604048289,Virginia,VA00172
Unknown Golf Course,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56353.45373351022,39.09881918370293,-77.4776409169775,Virginia,VA00194
Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53798.23836600555,36.80419917036283,-76.02398097852159,Virginia,VA00226
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53179.43850245632,37.33301130526734,-79.9531364761117,Virginia,VA00278
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50055.2308278109,38.47099576088422,-77.36837222575669,Virginia,VA00261
Loch Lowman Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48330.89390951537,37.16007555277359,-80.58593405311683,Virginia,VA00350
Peninsula Golf Club,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46765.19672317599,37.042095535719646,-76.36000313322522,Virginia,VA00222
Unknown Golf Course,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42824.83518523294,39.09317258152067,-77.47377338314033,Virginia,VA00193
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42053.96605115104,37.29358281290742,-80.03014792524824,Virginia,VA00180
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37681.188121165134,37.49947165901981,-77.92624121797311,Virginia,VA00275
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35684.922472231556,38.46922897310539,-77.37169490674385,Virginia,VA00260
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35586.04893678725,37.506932649049396,-77.92322330683467,Virginia,VA00277
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31691.60229020768,37.27509342055382,-80.03038229918658,Virginia,VA00183
Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31063.914010388988,38.781640589997664,-77.64804166529905,Virginia,VA00165
Lynch Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,26195.760354170205,36.771465513171364,-81.8288370081427,Virginia,VA00085
Top Golf,,,,,,5444,23462-6512,Greenwich Road,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,3,,,,25348.81511814983,36.84321425553848,-76.16939134133375,Virginia,VA00316
Topgolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,21395.127517242818,39.052114005897586,-77.44569981161533,Virginia,VA00233
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,fairway,grass,1,,,,,,,,,,,,,,,,,,,,,,,,,,11530.60749537104,37.92599796316825,-78.94765646289119,Virginia,VA00302
