name,operator,addr:city,addr:housenumber,addr:postcode,addr:street,phone,website,addr:state,opening_hours,wikidata,source,gnis:feature_id,disused:amenity,email,disused,note,contact:facebook,fax,golf:course,golf:par,sport,access,residential,golf:course:holes,golf:course:par,golf:course:tee_names,golf,landuse,fixme,name:es,contact:phone,building,description,type,par,surface,wheelchair,check_date,area_m2,lat,lon,province,gcid
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476104.3598216892,39.17060931590439,-85.77198193565215,Indiana,IN00240
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475010.3919956581,39.682182695134394,-86.87701341196038,Indiana,IN00362
Arrowhead Golf Course,,,,,,,,,,,"Bing Maps, local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,474526.1307517915,39.86782855724629,-85.73321065162368,Indiana,IN00230
American Legion Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473061.21550088795,40.45797580668302,-86.1228790204651,Indiana,IN00113
Valley Links Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464350.8141385105,38.55387855968103,-86.63040670282535,Indiana,IN00117
Morning Star Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464178.2086990777,39.76864723524434,-85.98500853897183,Indiana,IN00149
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463580.35030951153,40.776526952827425,-85.18302545259962,Indiana,IN00243
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,461702.82964051055,38.075337407805144,-87.52158468837594,Indiana,IN00075
Valparaiso Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,460320.37258769816,41.49856762446506,-87.02964866305892,Indiana,IN00049
Eberhart Petro Golf Course,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,458149.55240013835,41.66837483972653,-86.15266879359677,Indiana,IN00070
Valle Vista Golf Course,,Greenwood,755,46143,East Main Street,317-882-2955,https://www.vallevista.com/,,,,,2107779,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,2024-11-24,455486.1512608415,39.60984988199213,-86.08985078664494,Indiana,IN00008
Hamlet Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453814.49705569394,41.37797850682713,-86.57644976648153,Indiana,IN00299
Ulen Country Club,,Lebanon,100,46052,Country Club Drive,+1-765-482-5310,https://www.ulencc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452033.0149835633,40.066780105005236,-86.46597776066173,Indiana,IN00107
Sycamore Golf Club,,North Manchester,6002,46962,E. Hwy 114,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443355.8661499732,41.00626326974324,-85.6804297646007,Indiana,IN00338
Hillcrest Country Club,,,,,,,,,,Q28124474,,,,,,,,,,,golf,,,,,,,,,,,,,multipolygon,,,,,442130.6310444429,39.87353638265935,-86.06080568800826,Indiana,IN00046
Winding Branch Golf Course,,,,,,,,,,,Bing Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,439585.18356268085,39.79689031402049,-85.14105270293597,Indiana,IN00236
Kokomo Country Club,,,,,,,,,,Q6426757,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,438173.17797603854,40.46197813748561,-86.1436614744823,Indiana,IN00160
West Lafayette Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436774.44873567164,40.47166954987521,-86.96810189547523,Indiana,IN00360
South Gleason Park Course,City of Gary,,,,,+1-219-980-1089,http://www.gary.in.us/parks/golf.asp,,,,Bing,2039996,,,,,,,,,,,,,,,,,,,,,,,,,,,435999.43538545526,41.55723258182255,-87.34554466049316,Indiana,IN00128
Meadowbrook Golf Course,,Anderson,3429,46013,Madison Avenue,+1 765 644 9754,https://meadowbrookgolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435422.1011896825,40.080837320466,-85.69825370787369,Indiana,IN00254
Grandview Golf Course,,Anderson,1907,46011,Northshore Extended,+1 765 648 6880,https://www.cityofanderson.com/670/Grandview-Golf-Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433148.0836950965,40.11370522812393,-85.70743444026171,Indiana,IN00256
Blackford Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,429538.2306780612,40.446035133423976,-85.38598516934368,Indiana,IN00022
Forest Park Golf Course,,Valparaiso,1155,46385,Sheffield Drive,+1-219-531-7888,http://in-valparaiso.civicplus.com/index.aspx?nid=601,,,,,450224,,,,,,,,,,,,,,,,,,,,,,,,,,,419644.64669295115,41.486727799715034,-87.0740653553273,Indiana,IN00394
Pleasant Run Golf Club,,Indianapolis,601,46219,North Arlington Avenue,+1-317-357-0829,https://www.prssgolf.com/,,,,,452382,,,,,,,,,,,,,,,,,,,,,,,,,,,412884.54190622136,39.77777552895533,-86.0590146045174,Indiana,IN00219
Long Beach Country Club,,,,,,,https://www.longbeachcc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409893.5223273475,41.74317490618526,-86.84678375623359,Indiana,IN00158
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406828.29684525623,41.35221240248643,-87.4243480070145,Indiana,IN00403
Phil Harris Golf Course,,,,,,,https://www.cityoflinton.com/philharris/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403820.5931825047,39.03451949456208,-87.1212017856661,Indiana,IN00088
Hazelden Country Club,,Brook,3705,47922,E State Road 16,+1 219 275 7771,https://www.hazeldencountryclub.com/,,,,,,,,yes,seems to be permanently closed,,,,,,,,,,,,,,,,,,,,,,,396377.8857372168,40.86248555641483,-87.32312941595049,Indiana,IN00147
Tippecanoe Lake Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389030.75788271945,41.34303603298386,-85.76405380731202,Indiana,IN00345
Cross Creek Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381539.5370779075,40.835711524178116,-84.94490241575161,Indiana,IN00234
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380920.0286132914,41.15495205142435,-85.45043267038682,Indiana,IN00367
The Edge Golf Club,,Anderson,519,46011,Golf Club Road,+1 765 642 4979,https://www.theedgewood.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379102.7046753317,40.109459236751114,-85.7466484205143,Indiana,IN00255
Centennial Park 9-Hole Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362896.7869895349,41.53119346673597,-87.50295152587135,Indiana,IN00310
Greenbelt Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359797.05313045427,39.2119153565275,-85.89764931671269,Indiana,IN00162
Fall Creek Golf Club,,Pendleton,250,46064,Reformatory Road,+1 765 778 8071,https://fallspark.org/fall-creek-golf-club-pendleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358360.6198283476,39.98725111881067,-85.75639750455372,Indiana,IN00253
Hickory Bend Golf Course,,Zionsville,32,46077,South 900 East,+1-317-769-2363,http://www.hickorybendgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357728.8148231087,40.03805836223967,-86.30224556109853,Indiana,IN00210
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357051.6977725879,41.220606856914046,-86.3923978302738,Indiana,IN00399
Memorial Park Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355894.55988252274,39.951150061993026,-85.3903937177002,Indiana,IN00304
Cedar Creek Family Golf Center,,Cedar Lake,10483,46303,West 109th Avenue,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355077.57596454135,41.41517788796676,-87.46178456078769,Indiana,IN00263
Sullivan Elks Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351534.6791935842,39.10483973733599,-87.41853219383874,Indiana,IN00138
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351316.54675259744,40.51355130390427,-87.250808102218,Indiana,IN00337
Western Hills Country Club,,Salem,3025,47167,W Mt Tabor Rd,+1-812-883-5138,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344688.0501418436,38.59829983451725,-86.14369107962736,Indiana,IN00387
Saddlebrook Golf Course,,Indianapolis,5516,46228,Arabian Run,+1-317-290-0539,http://www.saddlebrookgolf.com/,IN,,,esri_USDOT_Indiana,2108839,,,,,,,,,,,,,,,,,,,,,,,,,,,340560.81158468453,39.84519716746522,-86.2247535867097,Indiana,IN00152
The Golf Club at Eagle Pointe,,Bloomington,2250,47401,East Pointe Road,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337881.1640673026,39.03193363165606,-86.51578056880761,Indiana,IN00346
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336760.16867293196,40.8255800168741,-85.46774354313337,Indiana,IN00366
Buffer Park Golf Course,,Indianapolis,3825,46221,Foltz Street,+1-317-241-5046,http://www.bufferpark.com/,IN,,,esri_USDOT_Indiana,2109123,,,,,,,,,,,,,,,,,,,,,,,,,,,329212.1238766958,39.70975254219396,-86.2258652821827,Indiana,IN00195
Hartley Hills Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326047.35081412824,39.91411350733647,-85.14052539787163,Indiana,IN00237
Lu Gene Links Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322818.08064727776,41.126544113375765,-87.44397787110172,Indiana,IN00401
Lafayette Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320850.5618374879,40.40089845807063,-86.8885573068964,Indiana,IN00164
McMillen Park Golf Course,,Fort Wayne,3900,46806,Hessen Cassel Road,+1-260-427-6710,https://www.mcmillengolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,Campo de Golf en el Parque McMillen,,,,,,,,,319214.1018966572,41.04870133879971,-85.10125218801926,Indiana,IN00101
Unknown Golf Course,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,318947.77516537963,38.33012722791376,-87.3560706695744,Indiana,IN00129
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311165.85398056055,40.76772759327792,-85.17305890216747,Indiana,IN00244
Burke Golf Course,University of Notre Dame,Notre Dame,,46556,,+1-574-631-4653,https://warrengolfcourse.com/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,yes,,310465.63088091003,41.696976722350385,-86.24703011993373,Indiana,IN00063
Angel Hill GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305372.44578246336,40.42797626843811,-86.59734710056689,Indiana,IN00269
Huntingburg Country Club,,Huntingburg,793,47542,West 3rd Street,+1 812 683 3376,https://huntingburgcountryclub.com/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304541.8760516669,38.29441665607228,-86.97290240747122,Indiana,IN00282
McDonald Golf Course,,Evansville,2905,47715,East Morgan Avenue,+1-812-475-2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297352.6046102605,37.98933575320264,-87.51167414528268,Indiana,IN00188
Parke County Golf Course,,,,,,,,,,,,1789057,,,,,,,,,,,,,,,,,,,,,,,,,,,296472.4691150333,39.791525961391265,-87.2397986132911,Indiana,IN00189
New Albany Golf Course,,New Albany,1702,47150,Graybrook Lane,+1 812 949 5090,https://www.newalbanygolfcourse.com/,IN,,,,,,,,,,,,,,,,,,,,,"More data needed for course features, especially fairways and holes. Disc golf course also present, unclear where.",,,,,,,,,,293921.212910351,38.29879258276581,-85.82109478997322,Indiana,IN00283
Pine Woods Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293357.5150054213,39.30241330105275,-86.81143417888487,Indiana,IN00089
Whispering Hills Golf Course,,Indianapolis,10751,46239,Brookville Road,+1-317-862-9000,https://sahmgolf.com/whispering-hills/,,,,,2109176,,,,,,,,,,,,,,,,,,,,,,,,,,,289852.748595288,39.736049283812534,-85.97779957283925,Indiana,IN00221
Leaning Tree Golf Course,,peru,1300,46970,Peru Pl,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289338.24513974565,40.671959818606005,-86.13869527663648,Indiana,IN00246
Windy Hill Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287223.7507870733,39.663356007664035,-86.86207817778387,Indiana,IN00336
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285400.09125702706,41.159784909040496,-85.44840298115216,Indiana,IN00370
Mark's Par 3,,Terre Haute,2401,47805,North Chamberlain Street,+1-812-877-1467,https://www.markspar3.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278560.02099885355,39.49599383085818,-87.29035873273645,Indiana,IN00187
New Salisbury Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278535.5912320918,38.31367196492695,-86.10161491030644,Indiana,IN00298
Eagle Pointe Back 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276803.6539390848,39.032023849660376,-86.50640328275074,Indiana,IN00347
Donald Ross Golf Club,Indiana Tech,,,,,+1-260-745-7093,https://www.donaldrossgolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,Club de Golf Donald Ross,,,,,,,,,271005.03038692963,41.02045498234071,-85.13925309799359,Indiana,IN00079
Hoosier Heights Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269574.4213579798,37.95308591950066,-86.7316773673248,Indiana,IN00292
Valley View Golf Course,,Middletown,6950,47356,West 850 N,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269385.72714180144,40.05697323047053,-85.51855039143928,Indiana,IN00395
The Landing Golf Course,,Terre Haute,3350,47804,North 4th Street,+1-812-460-4000,http://www.thelandingatfortharrison.com/Landing_Golf_Course.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266028.6289152578,39.51071194566065,-87.40959498169804,Indiana,IN00191
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262834.9985990626,40.61542897283153,-87.32973603914904,Indiana,IN00397
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262582.38301480695,40.96001438667157,-85.89374553387532,Indiana,IN00343
Old Orchard GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262407.52452898264,41.67066578340224,-85.93985927876594,Indiana,IN00406
Western Hills Country Club,,,,,,,,,,,,,,,,,,,9_hole,,,,,,,,,,,,,,,multipolygon,35,,,,259914.8813562688,37.93308652421736,-87.92165383529552,Indiana,IN00057
Riverside Golf Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254449.39615254375,39.822404113799784,-86.19424599394998,Indiana,IN00386
Cricket Ridge Golf Course,,Batesville,22087,47006,Pocket Road,+1-812-934-6348,https://cricketridge.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252690.78907768024,39.327069075332666,-85.19668009818113,Indiana,IN00222
Dakota Landing Golf Course,,Indianapolis,6636,46259,South Franklin Road,+1-317-862-8255,http://www.dakotalandinggolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252076.03617997395,39.672229048766525,-86.0221592058362,Indiana,IN00094
Clifty Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251579.91303383568,39.23784179171208,-85.7940534439264,Indiana,IN00335
SaddleBrook Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249797.38021563692,39.8581189052129,-86.22270398626266,Indiana,IN00381
Otte Golf & Family Fun Center,,Greenwood,681,46143,South Sheek Road,+1-317-881-4620,http://ottegolf.com/,,,,,2107777,,,,,,,,,,,,,,,,,,,,,,,,,,,248445.91327431344,39.605801007797524,-86.07298605482075,Indiana,IN00153
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246859.94129036667,41.55478020795442,-84.90552146364445,Indiana,IN00281
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245879.24270478572,40.01811229976395,-86.10679658020457,Indiana,IN00414
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240958.0808189317,38.85470502725163,-86.07282146032617,Indiana,IN00389
Westwood Golf Course,,Scottsburg,145,47170,North Westavia Boulevard,+1 812 752 3233,http://www.westwoodgolf.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,238497.39423387687,38.68952261888885,-85.80214247499924,Indiana,IN00031
Elks Country Club,,Kendallville,120,46755,Weston Avenue,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236020.06527589052,41.44037915581899,-85.2777261215545,Indiana,IN00321
Elks Country Club,,Kendallville,120,46755,Weston Avenue,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236020.06527589052,41.44037915581899,-85.2777261215545,Indiana,IN00322
Woodbury Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234381.92632272546,41.36921326812351,-86.30829222701676,Indiana,IN00404
Woodstock Club,,Indianapolis,1301,46208,West 38th Street,+1-317-926-3348,https://www.woodstockclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231362.48010985935,39.82290672596668,-86.18374289681725,Indiana,IN00137
Cypress Run Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230517.5011922358,39.493288270990625,-85.96243519042493,Indiana,IN00291
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229752.34876614728,41.36950060436567,-86.29884937847322,Indiana,IN00405
Lucas Oil Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225688.13062181676,38.33755257908734,-86.46814635164138,Indiana,IN00293
Carroll County Country Club,,Delphi,411,,East Howard Street,+1 765 564 3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224327.3626507605,40.594883664157564,-86.6711574284633,Indiana,IN00245
Wawasee Golf Club,,Syracuse,12388,46567,North Bishop Road,+1-574-457-0224,https://www.wawaseegolfclub.com/,,,,,452411,,,,,,,,,,,,,,,,,,,,,,,,,,,223086.14730876143,41.41541184144224,-85.69133902189456,Indiana,IN00176
Southern Dunes Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222886.27659583837,39.63883515668362,-86.21888266027722,Indiana,IN00264
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221694.59458833488,38.393390525198036,-87.58627422193737,Indiana,IN00378
Crooked Lake Golf Club,,,,,,,,,,,,452301,,,,,,,,,,,,,,,,,,,,,,,,,,,220129.24400305696,41.261697591235794,-85.4876402512282,Indiana,IN00168
Southern Dunes Golf Course,,,8220,,Tibbs Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216576.1244742351,39.63765963520773,-86.21166626774435,Indiana,IN00104
Lucas Oil Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215098.83180826466,38.33300127558087,-86.46865780113916,Indiana,IN00294
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213875.82195476137,39.43203579182543,-86.00219426996719,Indiana,IN00261
Pittsboro Golf Club,,,,,,,,,,,,2094662,,,,,,,,,,,,,,,,,,,,,,,,,,,213631.08590327538,39.86572430944462,-86.48382667558866,Indiana,IN00200
Canterbury Green Golf Course,,Fort Wayne,2727,46835,Canterbury Boulevard,,,IN,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,213520.03086325392,41.12634501376479,-85.1057013427241,Indiana,IN00309
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213508.45220837765,41.045793980968355,-86.16965772008147,Indiana,IN00331
Zionsville Golf Course,,,,,,+1-317-873-4218,https://www.zionsville-in.gov/town-services/parks/zionsville-golf-course/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211336.92665751805,39.959248528882675,-86.26300529821336,Indiana,IN00215
Thatcher Golf Course,,,,,,,,,,,,2108871,,,,,,,,,,,,,,,,,,,,,,,,,,,209835.34754118312,39.77335174105322,-86.24033111122799,Indiana,IN00202
Balmoral Golf Course,,,,,,,,,08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205903.48574216018,39.933591881836925,-86.05286255184592,Indiana,IN00268
Shoaff Park Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205260.31826571864,41.14428315498937,-85.094198062206,Indiana,IN00090
Douglass Golf Course,,Indianapolis,2901,46205,Doctor Andrew J Brown Avenue,+1-317-924-0018,,,Mo-Su 09:00-19:15,,,452305,,,,,,,,,,,,,,,,,,,,,,,,,,,204287.91641223652,39.807919978011725,-86.13314701744353,Indiana,IN00209
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202704.2939423109,38.73962607002055,-85.40831203205616,Indiana,IN00284
Lakeview Golf Course,,Loogootee,15421,47553,US Hwy 231,,,IN,,,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,,197550.95534474376,38.71936044390825,-86.9225035871547,Indiana,IN00365
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,189826.07432598574,39.892579287789914,-85.97909804669484,Indiana,IN00056
Angel Hill GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188480.56471133718,40.43284338436465,-86.59943122525596,Indiana,IN00270
Mink Lake Golf Course,,,,,,,,,,,,2038209,yes,,,,,,,,,,,,,,,,,,,,,,,,,,184566.27301701784,41.52731863297175,-87.0395678648259,Indiana,IN00178
Washington Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184496.78903829085,38.66249629016065,-87.16432755506118,Indiana,IN00276
White Lick Golf Course,,,,,,,,,,,,452413,,,,,,,,,,,,,,,,,,,,,,,,,,,179933.1943751154,39.925612127555596,-86.4001961565911,Indiana,IN00206
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174760.77694121576,39.10000710837907,-87.38488807577593,Indiana,IN00356
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167041.06137309485,39.67895363911078,-87.40552143158891,Indiana,IN00319
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165801.34050563685,39.61837186138436,-86.15555708662767,Indiana,IN00332
Country Mark Golf Course,,,,,,,,,,,,,,,,,,,9_hole,,,,,,,,,,,,,,,multipolygon,35,,,,159666.6833032925,37.94196650416817,-87.90429062893716,Indiana,IN00058
Seymour Golf Course,,Seymour,1400,47274,Shields Avenue,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157886.47852972135,38.974173475314714,-85.89321978981033,Indiana,IN00314
Seymour Golf Course,,Seymour,1400,47274,Shields Avenue,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157886.47852972135,38.974173475314714,-85.89321978981033,Indiana,IN00315
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155400.3869566388,39.359729442669405,-85.50973206271615,Indiana,IN00125
Arlington Park Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-260-485-2774,,,,,,,,153698.47303728823,41.128813816774446,-85.03148035377458,Indiana,IN00103
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153367.04608890522,39.64336979465438,-86.21129453333165,Indiana,IN00105
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,147959.3663451098,39.86140197156011,-86.06895816434334,Indiana,IN00069
Birch Tree Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147372.2189026606,41.70675890812196,-86.52164279991571,Indiana,IN00410
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144175.20232614223,39.1032410253416,-87.38538783623724,Indiana,IN00355
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,130391.58340423988,38.074479374467025,-87.51509634183017,Indiana,IN00073
Hollow Acres Golf Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126064.44935355503,40.66952392609467,-86.73358969160675,Indiana,IN00351
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125797.05809461216,40.428916726051625,-86.15841518503329,Indiana,IN00375
Rocky Ford Par 3,Columbus Parks and Recreation Department,Columbus,3362,47203,Fairlawn Drive,,https://columbusparksandrec.com/activities-and-programs/golf/rocky-ford-par-3-golf-course/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118202.87402370483,39.2363328903845,-85.87144129872696,Indiana,IN00278
Bowler's Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117886.79525737111,41.68088657720804,-86.35288254783227,Indiana,IN00084
Cherry Valley Golf Course,City of New Albany,New Albany,600,47150,Cherry Street,+1-812-945-2777,https://www.facebook.com/cherryvalleygolf3/,IN,,,,,,cherryvalleygolf@gmail.com,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,109928.46668291192,38.29366684286581,-85.83993765107243,Indiana,IN00054
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107526.8985770774,40.420751078490305,-86.15982793279798,Indiana,IN00373
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,105920.08805857509,39.93143912850408,-86.18524105686932,Indiana,IN00207
McArthur Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104042.51055715143,41.642039011783275,-87.48330235721426,Indiana,IN00232
Disk Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103769.80992054589,41.58032204699055,-86.89193270680988,Indiana,IN00349
Studebaker Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99302.84572818986,41.652657931762995,-86.24111103503989,Indiana,IN00086
Cross Creek Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98584.1969064025,40.84243386021447,-84.94661180266786,Indiana,IN00273
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93986.43953584792,41.162405607213344,-85.45579626227453,Indiana,IN00369
Twilight Golf Course,Mary Richardson,Jeffersonville,5316,47130,State Road 62,,http://www.twilightgolfcourse.com,IN,dawn-dusk,,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,,76414.04679555587,38.35355481039974,-85.70107204336755,Indiana,IN00300
