gcid,name,province,lat,lon,area_m2,addr:city,addr:country,addr:full,addr:hamlet,addr:housenumber,addr:postcode,addr:province,addr:street,area,barrier,building,contact:city,contact:housenumber,contact:street,demolished,description,designation,email,facebook,fax,fixme,golf,golf:course,golf:par,image,indoor,landuse,layer,mapillary,note,old_name,opening_hours,operator,operator:type,operator:wikidata,payment:cash,payment:debit_cards,payment:mastercard,payment:visa,phone,source,source:name,sport,start_date,surface,tourism,type,website,wheelchair,winter_service,access,addr:unit,alt_name,attribution,branch,brand,canvec:code,contact:country,contact:email,contact:facebook,contact:phone,contact:postcode,contact:province,contact:website,created_by,fee,instagram,source:addr,source:url,wikidata,wikipedia,club,contact:instagram,url,wikipedia:en,mobile,name:en,name:fr,addr:district,addr:housename,addr:suburb,amenity,disused,fence_type,operational_status,canvec:uuid,check_date,entrance,historic,holes,natural,opendata:type,owner,payment:club_account,payment:maestro,payment:visa_debit,ref,tents,wheelchair:description,abandoned,addr:borough,addr:source,internet_access,opening_hours:signed,phone:mnemonic,short_name
OO00588,Belleview Golf Club,Ontario,42.16969665369597,-82.72715945129167,690663.6805367988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00162,Elmira Golf Club,Ontario,43.60907744604912,-80.57692248877173,689493.0974713296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640850d91e9e49dd8f08f3e8a4e35380,,,,,,,,,,,,,,,,,,,,
OO00753,Roanoke Golf Club,Ontario,45.84647650311015,-77.23096803422126,687283.0394273666,Pembroke,,,,610,,ON,Biesenthal Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00170,Kingston,Ontario,44.34039197450086,-76.3128700376666,686834.9614436035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00034,Idylwylde Golf & Country Club,Ontario,46.46603918760733,-80.98421578269,686673.8169355224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00128,Conestoga Golf Course,Ontario,43.54685678716458,-80.49695498252174,685465.0320227206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cae266a2063040408f52f4a9036f94d6,,,,,,,,,,,,,,,,,,,,
OO00478,Whistle Bear Golf,Ontario,43.36670632772757,-80.39948175468628,685291.7954734393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1 519 6502327,,,,,,,,https://whistlebear.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00598,Tarandowah Golfers Club,Ontario,42.897435356925286,-80.93661968740122,684866.2687115496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00262,Huntsville,Ontario,45.20884964611897,-79.28856941501712,684141.9879184173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00894,Rebel Creek,Ontario,43.4080049196353,-80.60746130751612,683166.7114617425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00243,Pelham Hills Golf Club,Ontario,42.98448137498959,-79.30068245522101,682269.7298651013,Pelham,,,,196,L3B5N8,Ontario,Webber Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daa5a8d883f74a05b79f463cd40d0098,,,,,,,,,,,,,,,,,,,,
OO00132,Westmount Golf & Country Club,Ontario,43.449268339542385,-80.53740774926885,680685.7281842165,,,,,50,N2M 4Z9,,Inverness Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,Q15728487,en:Westmount Golf and Country Club,,,,,,,,,,,,,,,11CF41F893A4E5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,
OO00339,Unknown Golf Course,Ontario,44.85545761028126,-76.03395363744924,680466.8428537948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00666,Pine Grove Golf Club,Ontario,46.417236184701345,-80.88685271663822,678888.9203934594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00475,Carlisle Golf and Country Club,Ontario,43.41275175530447,-79.96370747382248,677866.5493374476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-905-689-8820,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00169,Kingston,Ontario,44.276197631345724,-76.36869712726781,677561.3207543773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00572,Devil's Paintbrush,Ontario,43.878142585981585,-79.91788660763537,674346.6996642203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://devilspulpit.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00178,The Mandarin Golf and Country Club,Ontario,43.92962167466391,-79.31879552677051,673950.2391498007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00388,Manderley Golf & Country Club,Ontario,45.17973970401525,-75.7300637896128,673406.3065616975,,,,,5920,,,Prince Of Wales Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00183,Bethesda Grange Golf Course,Ontario,43.9622114005353,-79.36139163802287,673059.4980008255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClubLink,,,,,,,,,,,,,,,https://bethesdagrange.clublink.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00446,Riverbend Golf Club,Ontario,42.98005350058745,-81.35386355927767,672787.8784014907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00074,Dundas Valley Golf Club,Ontario,43.26634295308905,-79.98054857337947,671194.5212689359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,https://www.dundasvalleygolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00294,Eagle Ridge Golf Club,Ontario,43.667979676476975,-79.91092631776202,671031.8015354575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00804,Hawkesbury Golf & Curling Club,Ontario,45.576668990759,-74.52654018539428,669898.2409112344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00689,Monte Vista Golf Club,Ontario,46.60207146530473,-80.99994064787933,667746.6181181162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00784,eQuinelle Golf Club,Ontario,45.03581466692323,-75.67641658163394,667267.5815027558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00247,Port Colborne Country Club,Ontario,42.882121510628274,-79.34051909574488,667186.0037945425,Port Colborne,,,,11260,L3K 5V8,ON,Golf Course Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,https://www.pcgolf.ca/,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e90e01ab06da45049c06b220e21cbddc,,,,,,,,,,,,,,,,,,,,
OO00579,Ottawa,Ontario,45.42131534775076,-76.31545196364674,665907.9433344771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00949,Heritage Golf Country Club,Ontario,45.12090186557198,-74.52057625719316,665907.7789294573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00080,Royal Ontario Golf Club,Ontario,43.541528923104295,-79.79728118225131,664011.4647245399,,,,,6378,,,Trafalgar Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-905-693-9966,,,,,,,,https://www.kaneffgolf.com/public-golf/royal-ontario/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00863,Unknown Golf Course,Ontario,44.201407625463034,-80.57056556808642,663941.4989948943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00545,The Greens at Renton,Ontario,42.87379993544446,-80.2321792165895,661579.1952537555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,https://www.greensatrenton.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00045,Oxbow Glen Golf Course,Ontario,42.97991577181282,-81.40182618049764,660837.9317569654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxbow Glen Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00102,Weston Golf and Country Club,Ontario,43.7042674914734,-79.53999969968687,659989.641574403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7989435,en:Weston Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00707,Homestead at Wolf Ridge Golf Course,Ontario,45.53274105302002,-77.46739776646699,658941.5308584525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00311,3318-3212 Cherry Ave,Ontario,43.120898948771334,-79.41079978761057,657426.3274424222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00522,Barrie Golf & Country Club,Ontario,44.42611038211412,-79.69428978937744,655383.4157775048,Springwater,,,,,,Ontario,St Vincent Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00122,Perth Golf Course,Ontario,44.89795554859423,-76.26604777493927,651700.6100732844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00123,Perth Golf Course,Ontario,44.89795554859423,-76.26604777493927,651700.6100732844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00047,Grey Silo Golf Course,Ontario,43.51912821761013,-80.47709028827735,651170.2354912367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,Q5608240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00207,Burlington,Ontario,43.42983589013825,-79.87048234267705,650476.9351358598,Burlington,,,,5377,,,Walker's Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,https://indianwellsgolfclub.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00176,Whitchurch-Stouffville,Ontario,43.93790091618123,-79.34815483730671,645946.9748630103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11CF41F8A812E5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,
OO00043,Loch March Golf & Country Club,Ontario,45.34638433914659,-75.97748664759733,645559.412870472,,,,,1755,,,Old Carp Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00904,Golf Course CLOSED,Ontario,43.207934352994826,-80.3764372686345,644633.9452901471,,,,,,,,,,,,,,,,"Gof closed is closed, apparently for re-developpement of the land into housing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00256,Bracebridge,Ontario,45.0457210832577,-79.34590356898022,643337.712217751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11CF41F8A8FAE5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,
OO00150,West Haven Golf & Country Club,Ontario,43.00206561588274,-81.3805149053911,641542.4160915464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abbe4944f108485b811f9d4260de4789,,,,,,,,,,,,,,,,,,,,
OO00113,Hornby Glen Golf Course,Ontario,43.570550956366745,-79.85327377992466,640264.8064180247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yahoo,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00026,Parry Sound Golf and Country Club,Ontario,45.39242238035829,-80.06628169005234,639380.3356251719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,multipolygon,https://parrysoundgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00231,Unknown Golf Course,Ontario,44.72825992104147,-79.38744260471421,639014.9415863075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11CF41F87C7CE5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,
OO00130,Cutten Fields Course,Ontario,43.54027272663592,-80.22913004517422,638672.0146925962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00735,Copetown Woods Golf Club,Ontario,43.25569889221381,-80.07486650038942,637853.8461316067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.copetownwoods.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00751,Rainbow Ridge Golf Course,Ontario,45.72971095884168,-81.81214077867124,637285.9761722125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rainbowridgegolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00352,Kedron Dells Golf Course,Ontario,43.96280912648277,-78.88395429063542,635227.2720874915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00033,Caledon Golf and Country Club,Ontario,43.78482512517473,-79.9276358940006,634386.9746328092,Caledon,,,,2121,L7C 0K7,,Olde Baseline Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Region of Peel; CanVec Import 2009,,golf,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00467,River Road Golf Course,Ontario,42.974753934559445,-81.14598794268495,633843.4770677326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abandoned by the city of London in 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00273,Pinestone Resort,Ontario,45.017868490644005,-78.5690667135887,633489.801845956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11CF41F8802CE5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,
OO00112,Thornhill Country Club,Ontario,43.81980619647082,-79.43548818039267,632197.2796902531,,,,,,,,,,,,,7994,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
OO00267,Unknown Golf Course,Ontario,44.9967947771759,-78.66080034034132,631581.3299307561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00060,Rosedale Golf Club,Ontario,43.73636949882773,-79.39076626122349,631053.5663780286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7368171,en:Rosedale Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00560,Unknown Golf Course,Ontario,42.70121328681933,-81.2038007944651,629973.5430324994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00292,Port Dover Golf Club,Ontario,42.814431202847665,-80.23728592267996,628393.4264977021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,https://lynnmeadowsgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00617,Country View Golf Course,Ontario,42.48115855069859,-82.273171514441,628353.5609116077,Dover Centre,,,,25393,N0P 1L0,,St Clair Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00214,Diamondback Golf Club,Ontario,43.961705061397986,-79.41452999023335,625473.3834823002,Richmond Hill,,,,13300,L4E 1A2,Ontario,Leslie St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00549,St. Catharines Golf & Country Club,Ontario,43.15220510329154,-79.23182624357904,625225.7587514523,St. Catharines,,,,70,L2R 3P4,Ontario,Westchester Avenue,,,,,,,,,,,,,,,,,https://www.stgcc.com/getmedia/5147eaf8-7074-4402-92f6-60e81d1bd8ad/5.aspx,,,,,,,,,,,,,,,,NRCan-CanVec-10.0;local knowledge;website,,golf,,,,,https://www.stgcc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00353,Dragon's Fire Golf Club,Ontario,43.38222025715595,-79.95421493775424,624238.1020728599,Hamilton,,,,342,L8N 2Z7,Ontario,Concession 8 East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00048,Forest Ridge Golf & Country Club,Ontario,46.53560614276413,-81.19265645823302,623013.0666327168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00596,Sault Country Club,Ontario,46.50396201190099,-84.27456886318922,622945.6023627701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00237,Bonaire Golf Club,Ontario,44.69111785016565,-79.64237811671029,621289.7298387791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,http://www.bonairegolf.com/,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93be7875a78a4db4ae89fb03fcd0aac4,,,,,,,,,,,,,,,,,,,,
OO00547,Niagara Falls,Ontario,43.03540771496726,-79.13121167238486,618403.9316045413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00190,Bloomington Downs Golf Course,Ontario,43.96479178941503,-79.42685053568397,617991.8836631123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11CF41F87FC6E5F4E0409C8467120387,,,,18,,,,,,,,,,,,,,,,
OO00858,Northridge Public Golf Course,Ontario,43.18014586707307,-80.29200939424372,617948.8021598395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00477,St. Andrews Valley Golf Club,Ontario,44.025482987248274,-79.4597457051245,617737.480183841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00156,Brant Valley Golf Course,Ontario,43.20898504480966,-80.22421726605988,614115.9374035301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00300,Pelham,Ontario,43.05694481085023,-79.29926880791591,613852.4418381685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00101,St George's Golf & Country Club,Ontario,43.67365957532073,-79.53011739864957,613566.8338684114,Etobicoke,,,,1671,,,Islington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7588137,en:St. George's Golf and Country Club,,,,,,,,,,,,,,,,,,,,,106006,,,,,,,,,,,,,,
OO00204,Burlington Golf and Country Club,Ontario,43.31239211206358,-79.82938081449448,612523.6979760193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00203,Burlington Golf and Country Club,Ontario,43.31239211206358,-79.82938081449448,612523.6979760193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
