# de trous,# of Holes,Address,Adresse,Club Type,Course Par,Emplacement,Location,Par du parcours,Phone,Site Web,Total Yards,Type de club,Téléphone,Verges totales,Website,url
,18,"https://www.google.com/maps/place/1801 Queen St North  New Dundee,ON N0B 2E0",,Semi-private,Par 72,,"New Dundee, ON",,1-888-833-8787,,6165,,,,https://www.golfdundee.ca,https://www.golfcanada.ca/golf-facility/dundee-country-club-en/
,9,"https://www.google.com/maps/place/Box 17  Bengough,SK S0C 0K0",,Public,Par 72,,"Bengough, SK",,(306) 268-2909,,6486,,,,https://bengoughrec.com,https://www.golfcanada.ca/golf-facility/bengough-regional-park-golf-club-en/
9,,,"https://www.google.com/maps/place/Box 17  Bengough,SK S0C 0K0",,,"Bengough, SK",,Par 72,,https://bengoughrec.com,,Public,(306) 268-2909,6486,,https://www.golfcanada.ca/fr/golf-facility/bengough-regional-park-golf-club-fr/
,9,"https://www.google.com/maps/place/805A Lower Ganges Road  Salt Spring Isl,BC V8K 2V9",,Semi-private,Par 72,,"Salt Spring Isl, BC",,(250) 537-2121,,6099,,,,https://www.saltspringgolf.com,https://www.golfcanada.ca/golf-facility/salt-spring-island-golf-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 406  Theodore,SK S0A 4C0",,Public,Par —,,"Theodore, SK",,(306) 647-2191,,—,,,,,https://www.golfcanada.ca/golf-facility/whitesand-r-p-g-c-en/
,18,"https://www.google.com/maps/place/RR#1 , 1208 Muskoka Beach Road  Gravenhurst,ON P1P 1R1",,Public,Par 71,,"Gravenhurst, ON",,705-687-2233,,7175,,,,https://www.taboomuskoka.com,https://www.golfcanada.ca/golf-facility/taboo-resort-golf-spa-en/
,18,"https://www.google.com/maps/place/4909-44th St.  Taber,AB T1G 1G1",,Public,Par 72,,"Taber, AB",,(403) 223-2424,,6709,,,,https://www.tabergolf.ca,https://www.golfcanada.ca/golf-facility/taber-golf-club-en/
,27,"https://www.google.com/maps/place/4540 Portage Avenue  Headingley,MB R4H 1C8",,Public,,,"Headingley, MB",,2049863490,,,,,,,https://www.golfcanada.ca/golf-facility/john-blumberg-golf-course-blumberg-gold-course-en/
,18,"https://www.google.com/maps/place/1025 Len Birchall Way  Kingston,ON K7M 4M1",,Semi-private,Par 63,,"Kingston, ON",,(613) 634-7888,,4222,,,,https://www.thelandings.ca,https://www.golfcanada.ca/golf-facility/landings-golf-course-the-en/
,18,"https://www.google.com/maps/place/3840 Boulevard Laurier O  Saint-Hyacinthe,QC J2S 3T9",,Semi-private,Par 70,,"Saint-Hyacinthe, QC",,(450) 773-8579,,6099,,,,https://www.golfsthyacinthe.com,https://www.golfcanada.ca/golf-facility/st-hyacinthe-club-de-golf-en/
,18,"https://www.google.com/maps/place/Box 237  Boyle,AB T0A 0M0",,Public,Par 72,,"Boyle, AB",,—,,6442,,,,,https://www.golfcanada.ca/golf-facility/skeleton-lake-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 502  Smithers,BC V0J 2N0",,Semi-private,Par 72,,"Smithers, BC",,(250) 847-5950,,6539,,,,,https://www.golfcanada.ca/golf-facility/smithers-golf-country-club-en/
,18,"https://www.google.com/maps/place/General Delivery  Hughenden,AB T0B 2E0",,Public,Par —,,"Hughenden, AB",,(780) 856-2066,,—,,,,,https://www.golfcanada.ca/golf-facility/hughenden-golf-association-en/
18,,,"https://www.google.com/maps/place/General Delivery  Hughenden,AB T0B 2E0",,,"Hughenden, AB",,Par —,,,,Public,(780) 856-2066,—,,https://www.golfcanada.ca/fr/golf-facility/hughenden-golf-association-fr/
,18,"https://www.google.com/maps/place/228 Brock Street, East RR#3  Uxbridge,ON L9P 1R3",,Public,Par 69,,"Uxbridge, ON",,(905) 852-7962,,5251,,,,,https://www.golfcanada.ca/golf-facility/foxbridge-golf-club-en/
,18,"https://www.google.com/maps/place/10 Woodleys Ln  Dundas,ON L9H 6Y6",,Private,Par 71,,"Dundas, ON",,(905) 628-6731,,6421,,,,,https://www.golfcanada.ca/golf-facility/dundas-valley-golf-curling-club-en/
,—,"https://www.google.com/maps/place/12600 Bramalea Rd  Caledon East,ON L7C 2P3",,—,,,"Caledon East, ON",,—,,,,,,,https://www.golfcanada.ca/golf-facility/bantys-roost-golf-club-en-2/
,27,"https://www.google.com/maps/place/900 Rang de la Presqu'île  L'Assomption,QC J5W 3P3",,Public,,,"L'Assomption, QC",,(450) 654-4653,,,,,,https://www.golf-lanaudiere.com,https://www.golfcanada.ca/golf-facility/lanaudiere-centre-de-golf-en/
27,,,"https://www.google.com/maps/place/900 Rang de la Presqu'île  L'Assomption,QC J5W 3P3",,,"L'Assomption, QC",,,,https://www.golf-lanaudiere.com,,Public,(450) 654-4653,,,https://www.golfcanada.ca/fr/golf-facility/lanaudiere-centre-de-golf-fr/
,36,"https://www.google.com/maps/place/P.O. Box 609  Brooklin,ON L1M 1B5",,Semi-private,,,"Brooklin, ON",,(905) 428-6321,,,,,,https://www.lakeridgelinks.com,https://www.golfcanada.ca/golf-facility/lakeridge-links-golf-club-en/
,18,"https://www.google.com/maps/place/760 Keil Drive  Hinton,AB T7V 0B2",,Public,Par 71,,"Hinton, AB",,(780) 865-2790,,6436,,,,https://www.hintongolfclub.com,https://www.golfcanada.ca/golf-facility/hinton-golf-club-en/
,9,"https://www.google.com/maps/place/9451 Route 11  Saint Margarets,NB E1N 5C4",,Public,Par 72,,"Saint Margarets, NB",,506-622-5837,,5866,,,,,https://www.golfcanada.ca/golf-facility/st-margarets-golf-club-en/
,27,"https://www.google.com/maps/place/8282 County Road 19  Fergus,ON N1M 2R3",,Semi-private,,,"Fergus, ON",,—,,,,,,https://www.golffergus.ca,https://www.golfcanada.ca/golf-facility/fergus-golf-club-en/
,18,"https://www.google.com/maps/place/50th Street North, Box 43  Sedgewick,AB T0B 4C0",,Public,Par 0,,"Sedgewick, AB",,(780) 384-3670,,0,,,,,https://www.golfcanada.ca/golf-facility/sedgewick-centennial-golf-club-en/
18,,,"https://www.google.com/maps/place/50th Street North, Box 43  Sedgewick,AB T0B 4C0",,,"Sedgewick, AB",,Par 0,,,,Public,(780) 384-3670,0,,https://www.golfcanada.ca/fr/golf-facility/sedgewick-centennial-golf-club-fr/
,9,"https://www.google.com/maps/place/2053 Dunany Road  Wentworth,QC J8H 0B5",,Private,Par 72,,"Wentworth, QC",,(450) 562-4885,,6380,,,,https://www.dunanycountryclub.com,https://www.golfcanada.ca/golf-facility/dunany-country-club-en/
,9,"https://www.google.com/maps/place/42 Fairfield Road  Sackville,NB E4L 2X8",,Public,Par 71,,"Sackville, NB",,(506) 536-3437,,5652,,,,https://www.sackvillegolf.nb.ca,https://www.golfcanada.ca/golf-facility/sackville-golf-country-club-en/
,18,"https://www.google.com/maps/place/12741 Montrose Rd.  Niagara Falls,ON L2G 5R9",,Public,Par 70,,"Niagara Falls, ON",,(905) 384-9894,,6224,,,,https://www.rollingmeadowsgolfandcountryclub.ca,https://www.golfcanada.ca/golf-facility/rolling-meadows-golf-country-club-en/
,—,"https://www.google.com/maps/place/12600 Bramalea Rd  Caledon East,ON L7C 2P3",,—,,,"Caledon East, ON",,—,,,,,,,https://www.golfcanada.ca/golf-facility/bantys-roost-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 225  Roland,MB R0G 1T0",,Public,Par 72,,"Roland, MB",,(204) 343-2409,,5570,,,,,https://www.golfcanada.ca/golf-facility/roland-golf-club-en/
18,,,"https://www.google.com/maps/place/651, chemin des Bouleaux  Saint-Gérard-des-Laurentides,QC G9R 1T1",,,"Saint-Gérard-des-Laurentides, QC",,Par —,,https://www.lelaurentides.com,,Public,—,—,,https://www.golfcanada.ca/fr/golf-facility/laurentides-club-de-golf-le-fr/
,18,"https://www.google.com/maps/place/P.O. Box 111,  Lindsay,ON K9V 4R8",,Semi-private,Par 72,,"Lindsay, ON",,7053245662,,7011,,,,,https://www.golfcanada.ca/golf-facility/lindsay-golf-country-club-en/
,18,"https://www.google.com/maps/place/651, chemin des Bouleaux  Saint-Gérard-des-Laurentides,QC G9R 1T1",,Public,Par —,,"Saint-Gérard-des-Laurentides, QC",,—,,—,,,,https://www.lelaurentides.com,https://www.golfcanada.ca/golf-facility/laurentides-club-de-golf-le-en/
,18,"https://www.google.com/maps/place/PO Box 9078  Sylvan Lake,AB T4S 1S6",,Semi-private,Par 72,,"Sylvan Lake, AB",,(403) 887-2477,,6411,,,,,https://www.golfcanada.ca/golf-facility/lakewood-golf-resort-en/
,18,"https://www.google.com/maps/place/6603 Ada Blvd.  Edmonton,AB T5W 4N5",,Private,Par 71,,"Edmonton, AB",,(780) 474-4211,,6374,,,,https://www.highlandsgolfclub.com,https://www.golfcanada.ca/golf-facility/highlands-golf-club-en/
,18,"https://www.google.com/maps/place/Range Route 223  Fort Saskatchewan,AB T8L 2T1",,Public,Par 0,,"Fort Saskatchewan, AB",,7809984653,,0,,,,,https://www.golfcanada.ca/golf-facility/fox-run-golf-course-en-2/
,18,"https://www.google.com/maps/place/2738 Brigham Road  London,ON N6P 1P2",,Semi-private,Par 71,,"London, ON",,(519) 472-2760,,6129,,,,,https://www.golfcanada.ca/golf-facility/echo-valley-golf-club-en/
,18,"https://www.google.com/maps/place/4115 143 Rte  Stanstead,QC J0B 3E0",,Public,Par 72,,"Stanstead, QC",,(819) 876-2113,,6167,,,,,https://www.golfcanada.ca/golf-facility/dufferin-heights-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 235  Chester,NS B0J 1J0",,Public,Par —,,"Chester, NS",,(902) 275-8326,,—,,,,,https://www.golfcanada.ca/golf-facility/mill-ridge-golf-course-en/
,18,"https://www.google.com/maps/place/5 Rue Riverside  Saint-Lambert,QC J4S 1B7",,Public,Par 72,,"Saint-Lambert, QC",,(450) 671-6184,,6690,,,,,https://www.golfcanada.ca/golf-facility/country-club-de-montreal-en/
,18,"https://www.google.com/maps/place/7038 Egremont Drive 7038 Egremont Drive London,ON N6H 0H6",,Private,Par 71,,"London, ON",,(519) 641-2519,,6842,,,,https://www.westhavengolf.com,https://www.golfcanada.ca/golf-facility/west-haven-golf-country-club-en/
18,,,"https://www.google.com/maps/place/7038 Egremont Drive 7038 Egremont Drive London,ON N6H 0H6",,,"London, ON",,Par 71,,https://www.westhavengolf.com,,Privé,(519) 641-2519,6842,,https://www.golfcanada.ca/fr/golf-facility/west-haven-golf-country-club-fr/
,18,"https://www.google.com/maps/place/PO Box 428  Midale,SK S0C 1S0",,Public,Par 72,,"Midale, SK",,(306) 458-2452,,6967,,,,https://www.mainprizepark.com,https://www.golfcanada.ca/golf-facility/mainprize-golf-club-en/
,18,"https://www.google.com/maps/place/670 Chemin du Golf  Saint-Jean-Port-Joli,QC G0R 3G0",,Public,Par 72,,"Saint-Jean-Port-Joli, QC",,(418) 598-9719,,6282,,,,https://www.golf-trois-saumons.com,https://www.golfcanada.ca/golf-facility/trois-saumons-club-de-golf-en/
,36,"https://www.google.com/maps/place/8525 Mississauga Road  Brampton,ON L6Y 0C1",,Public,,,"Brampton, ON",,(905) 455-8400,,,,,,https://www.golflionhead.com,https://www.golfcanada.ca/golf-facility/lionhead-golf-country-club-en/
,9,"https://www.google.com/maps/place/65 Rang des Binet  Saint-Benoît-Labre,QC G0M 1P0",,Public,Par 70,,"Saint-Benoît-Labre, QC",,418-222-6012,,5513,,,,,https://www.golfcanada.ca/golf-facility/lac-poulin-club-de-golf-du-en/
,18,"https://www.google.com/maps/place/200 Golf Street  Dieppe,NB E1A 8K9",,Private,Par 72,,"Dieppe, NB",,5068594653,,6925,,,,https://www.foxcreekgolfclub.com,https://www.golfcanada.ca/golf-facility/fox-creek-golf-club-en/
,18,"https://www.google.com/maps/place/1297 Glenmore Dr.  Kelowna,BC V1Y 4P4",,Private,Par 72,,"Kelowna, BC",,(250) 762-2531,,6344,,,,https://www.kelownagolfandcountryclub.com,https://www.golfcanada.ca/golf-facility/kelowna-golf-country-club-en/
18,,,"https://www.google.com/maps/place/Route 201, Box 273  Bridgetown,NS B0S 1C0",,,"Bridgetown, NS",,Par 72,,https://edengolf.ca,,Semi-privé,902-665-4257,6205,,https://www.golfcanada.ca/fr/golf-facility/eden-golf-country-club-fr/
,18,"https://www.google.com/maps/place/Route 201, Box 273  Bridgetown,NS B0S 1C0",,Semi-private,Par 72,,"Bridgetown, NS",,902-665-4257,,6205,,,,https://edengolf.ca,https://www.golfcanada.ca/golf-facility/eden-golf-country-club-en/
,9,"https://www.google.com/maps/place/PO Box 756  Shellbrook,SK S0J 2E0",,Public,Par 72,,"Shellbrook, SK",,(306) 747-3484,,6438,,,,,https://www.golfcanada.ca/golf-facility/hidden-hills-of-shellbrook-golf-club-en/
9,,,"https://www.google.com/maps/place/PO Box 756  Shellbrook,SK S0J 2E0",,,"Shellbrook, SK",,Par 72,,,,Public,(306) 747-3484,6438,,https://www.golfcanada.ca/fr/golf-facility/hidden-hills-of-shellbrook-golf-club-fr/
,18,"https://www.google.com/maps/place/Box 180  Mannville,AB T0B 2W0",,Public,Par 70,,"Mannville, AB",,(780) 763-2252,,5854,,,,https://www.mannville.com,https://www.golfcanada.ca/golf-facility/riverview-golf-course-en/
,18,"https://www.google.com/maps/place/1896 Route 134  Lakeville Westmorland Co.,NB E1H 1A7",,Public,Par 70,,"Lakeville Westmorland Co., NB",,5068619441,,5732,,,,https://www.lakesidegolfclub.ca,https://www.golfcanada.ca/golf-facility/lakeside-golf-country-club-en-2/
,18,"https://www.google.com/maps/place/342 Concession Rd 8 E  Hamilton,ON L8N 2Z7",,Public,Par 72,,"Hamilton, ON",,—,,7202,,,,,https://www.golfcanada.ca/golf-facility/dragons-fire-golf-club-en/
,18,"https://www.google.com/maps/place/27 Hurst Road Route 107  Kensington,PE C0B 1M0",,Public,Par 64,,"Kensington, PE",,(902) 886-2280,,4816,,,,https://www.golfredsands.com,https://www.golfcanada.ca/golf-facility/red-sands-golf-course-en/
,36,"https://www.google.com/maps/place/2101 Alert Road  Ottawa,ON K1V 1J9",,Private,,,"Ottawa, ON",,6135211842,,,,,,https://www.hylandsgc.com,https://www.golfcanada.ca/golf-facility/hylands-golf-club-en/
,18,"https://www.google.com/maps/place/2787 Dunmark Road  Alberton,ON L0R 1A0",,Private,Par 71,,"Alberton, ON",,(905) 304-1414,,6844,,,,,https://www.golfcanada.ca/golf-facility/heron-point-golf-links-en/
,18,"https://www.google.com/maps/place/PO Box 998  Rosthern,SK S0K 3R0",,Public,Par 72,,"Rosthern, SK",,(306) 232-5000,,6577,,,,https://www.valleyregionalpark.com,https://www.golfcanada.ca/golf-facility/valley-regional-park-golf-club-en/
,9,"https://www.google.com/maps/place/292 King St, Box 645  Trenton,ON K8V 5W6",,Semi-private,Par 68,,"Trenton, ON",,(613) 392-9568,,5606,,,,,https://www.golfcanada.ca/golf-facility/trenton-golf-club-en/
9,,,"https://www.google.com/maps/place/292 King St, Box 645  Trenton,ON K8V 5W6",,,"Trenton, ON",,Par 68,,,,Semi-privé,(613) 392-9568,5606,,https://www.golfcanada.ca/fr/golf-facility/trenton-golf-club-fr/
,18,"https://www.google.com/maps/place/7 Douglas Woods Drive S.E.  Calgary,AB T2Z 1K2",,Public,Par 60,,"Calgary, AB",,4032797913,,3894,,,,,https://www.golfcanada.ca/golf-facility/douglasdale-estates-golf-club-en/
,9,"https://www.google.com/maps/place/Box 1689  Dawson City,YT Y0B 1G0",,Public,Par 70,,"Dawson City, YT",,—,,6342,,,,,https://www.golfcanada.ca/golf-facility/dawson-city-golf-course-en/
,18,"https://www.google.com/maps/place/359, 9768 - 170 St.  Edmonton,AB T5T 5L4",,Public,Par 72,,"Edmonton, AB",,(780) 892-4545,,6822,,,,https://www.cougarcreekgolf.com,https://www.golfcanada.ca/golf-facility/cougar-creek-golf-resort-en/
,18,"https://www.google.com/maps/place/PO Box 2080  Claresholm,AB T0L 0T0",,Public,Par 72,,"Claresholm, AB",,(403) 625-3232,,6869,,,,https://www.bridgesgolfatclaresholm.com,https://www.golfcanada.ca/golf-facility/the-bridges-at-claresholm-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 4145  Ponoka,AB T4J 1R5",,Public,Par 72,,"Ponoka, AB",,(403) 783-4626,,6639,,,,https://www.ponokagolf.com,https://www.golfcanada.ca/golf-facility/ponoka-golf-club-en/
,9,"https://www.google.com/maps/place/PO Box 11  Lashburn,SK S0M 1H0",,Public,Par 72,,"Lashburn, SK",,(306) 285-3232,,6286,,,,,https://www.golfcanada.ca/golf-facility/lashburn-town-country-club-en/
,18,"https://www.google.com/maps/place/Box 1037  Buffalo Point,MB R0A 2W0",,Public,,,"Buffalo Point, MB",,2044374653,,,,,,https://www.sandhills.ca,https://www.golfcanada.ca/golf-facility/lake-of-the-sandhills-en/
,18,"https://www.google.com/maps/place/PO Box 93  Shoal Lake,MB R0J 1Z0",,Public,Par 72,,"Shoal Lake, MB",,(204) 759-2002,,6080,,,,,https://www.golfcanada.ca/golf-facility/lakeside-golf-club-inc-en/
,18,"https://www.google.com/maps/place/P.O.Box 387, Highway 11  Fort Frances,MB P9A 3M7",,Public,Par 71,,"Fort Frances, MB",,—,,6440,,,,,https://www.golfcanada.ca/golf-facility/kitchen-creek-golf-course-en/
18,,,"https://www.google.com/maps/place/P.O.Box 387, Highway 11  Fort Frances,MB P9A 3M7",,,"Fort Frances, MB",,Par 71,,,,Public,—,6440,,https://www.golfcanada.ca/fr/golf-facility/kitchen-creek-golf-course-fr/
,18,"https://www.google.com/maps/place/RR #5, Site 28, PO Box 19  Prince Albert,SK S6V 5R3",,Public,Par 68,,"Prince Albert, SK",,(306) 763-3465,,5633,,,,https://kachurs.ca,https://www.golfcanada.ca/golf-facility/kachurs-golf-club-en/
,36,"https://www.google.com/maps/place/313, Route 219 Sud  Hemmingford,QC J0L 1H0",,Public,,,"Hemmingford, QC",,4502472445,,,,,,https://www.golfhemmingford.com,https://www.golfcanada.ca/golf-facility/hemmingford-club-de-golf-en/
,18,"https://www.google.com/maps/place/5333 Cordova Bay Rd  Victoria,BC V8Y 2L3",,Public,,,"Victoria, BC",,(250) 658-4444,,,,,,https://www.cordovabaygolf.com,https://www.golfcanada.ca/golf-facility/cordova-bay-golf-club-en/
,18,"https://www.google.com/maps/place/15608 Hwy 50  Bolton,ON L7E 0B3",,Private,Par 71,,"Bolton, ON",,(905) 880-1400,,6415,,,,https://caledonwoods.clublink.ca,https://www.golfcanada.ca/golf-facility/caledon-woods-golf-club-en/
,18,"https://www.google.com/maps/place/Po Box 5389  Devon,AB T9G 1Y1",,Public,Par —,,"Devon, AB",,(780) 987-3311,,—,,,,,https://www.golfcanada.ca/golf-facility/westridge-golf-club-en/
,20,"https://www.google.com/maps/place/PO Box 1425  Regina,SK S4P 3C2",,Public,Par 72,,"Regina, SK",,(306) 586-5666,,6926,,,,,https://www.golfcanada.ca/golf-facility/wascana-country-club-en/
,36,"https://www.google.com/maps/place/6100,GUILLAUME-COUTURE  LÉVIS,QC G6V 8Z7",,Semi-private,Par 72,,"LÉVIS, QC",,(418) 837-3618,,6672,,,,,https://www.golfcanada.ca/golf-facility/levis-club-de-golf-en/
,9,"https://www.google.com/maps/place/1130 Golf Links Road  Thunder Bay,ON P7B 7A3",,Semi-private,Par 72,,"Thunder Bay, ON",,(807) 345-8225,,6026,,,,,https://www.golfcanada.ca/golf-facility/thunder-bay-country-club-ltd-en/
,18,"https://www.google.com/maps/place/PO Box 513  Stoughton,SK S0G 4T0",,Public,Par 68,,"Stoughton, SK",,(306) 457-3139,,5350,,,,,https://www.golfcanada.ca/golf-facility/stoughton-golf-country-club-en/
,21,"https://www.google.com/maps/place/7859 Yonge Street  Thornhill,ON L3T 2C4",,Private,,,"Thornhill, ON",,9058893531,,,,,,https://www.ladiesgolfclub.com,https://www.golfcanada.ca/golf-facility/ladies-golf-club-of-toronto-en/
,9,"https://www.google.com/maps/place/Highway 601, PO Box 372  Alix,AB T0C 0B0",,Public,Par 70,,"Alix, AB",,(403) 747-2330,,6163,,,,https://hauntedlakesgolf.com,https://www.golfcanada.ca/golf-facility/haunted-lake-golf-club-en/
,18,"https://www.google.com/maps/place/333 Chemin du Golf  Saint-Michel-de-Bellechasse,QC G0R 3S0",,Public,Par 72,,"Saint-Michel-de-Bellechasse, QC",,(418) 884-3672,,6470,,,,,https://www.golfcanada.ca/golf-facility/saint-michel-club-de-golf-en/
,18,"https://www.google.com/maps/place/982 Barryvale Rd  Calabogie,ON K0J 1H0",,Semi-private,,,"Calabogie, ON",,(613) 752-1234,,,,,,https://www.calabogieexperience.com,https://www.golfcanada.ca/golf-facility/calabogie-highlands-golf-club-en/
,18,"https://www.google.com/maps/place/P.O. Box 14534  Ajax,ON L1S 7K7",,Public,Par 71,,"Ajax, ON",,(905) 683-3210,,5844,,,,https://annandale.sites.toronto.com,https://www.golfcanada.ca/golf-facility/annandale-golf-country-club-en/
,18,"https://www.google.com/maps/place/4500 5e Av  Val-Morin,QC J0T 2R0",,Semi-private,Par 71,,"Val-Morin, QC",,819-322-1501,,6222,,,,https://www.golfvalmorin.com,https://www.golfcanada.ca/golf-facility/val-morin-club-de-golf-en/
,18,"https://www.google.com/maps/place/PO Box 395  Spiritwood,SK S0J 2M0",,Semi-private,Par 71,,"Spiritwood, SK",,(306) 883-2731,,5150,,,,,https://www.golfcanada.ca/golf-facility/spiritwood-golf-club-en/
,18,"https://www.google.com/maps/place/1284 Shore Acres Drive  Gilford,ON L0L 1R0",,Semi-private,Par 71,,"Gilford, ON",,(705) 456-2018,,6062,,,,,https://www.golfcanada.ca/golf-facility/harbour-view-golf-country-club-en/
,9,"https://www.google.com/maps/place/PO Box 1535  Mackenzie,BC V0J 2C0",,Public,Par 72,,"Mackenzie, BC",,(250) 997-4004,,6488,,,,,https://www.golfcanada.ca/golf-facility/mackenzie-golf-country-club-en/
9,,,"https://www.google.com/maps/place/PO Box 1535  Mackenzie,BC V0J 2C0",,,"Mackenzie, BC",,Par 72,,,,Public,(250) 997-4004,6488,,https://www.golfcanada.ca/fr/golf-facility/mackenzie-golf-country-club-fr/
,18,"https://www.google.com/maps/place/PO Box 1511  Drumheller,AB T0J 0Y0",,Semi-private,Par 72,,"Drumheller, AB",,(403) 823-5634,,6409,,,,https://www.dinosaurtrailgolf.com,https://www.golfcanada.ca/golf-facility/dinosaur-trail-golf-country-club-en/
,18,N0A 1G0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/coral-creek-golf-course-en/
,9,"https://www.google.com/maps/place/PO Box 178  Wynyard,SK S0A 4T0",,Public,Par 68,,"Wynyard, SK",,(306) 554-2154,,5224,,,,,https://www.golfcanada.ca/golf-facility/wynyard-golf-club-en/
,18,"https://www.google.com/maps/place/361 - 18th St. W.  Prince Albert,SK S6V 4A2",,Public,Par 72,,"Prince Albert, SK",,(306) 922-3673,,5984,,,,,https://www.golfcanada.ca/golf-facility/silver-hills-golf-resort-en/
,36,"https://www.google.com/maps/place/355 avenue Béthany  Lachute,QC J8H 3X5",,Semi-private,,,"Lachute, QC",,4505625228,,,,,,https://www.golflachute.com,https://www.golfcanada.ca/golf-facility/lachute-club-de-golf-en/
,18,"https://www.google.com/maps/place/PO Box 291  Burstall,SK S0N 0H0",,Public,Par —,,"Burstall, SK",,(306) 679-2000,,—,,,,,https://www.golfcanada.ca/golf-facility/burstall-golf-club-en/
,18,"https://www.google.com/maps/place/265, chemin du Golf  Saint-Louis-du-Ha! Ha!,QC G0L 3S0",,Public,Par 72,,"Saint-Louis-du-Ha! Ha!, QC",,418-854-0539,,6166,,,,https://www.clubgolftemis.com,https://www.golfcanada.ca/golf-facility/vallee-du-temiscouata-golf-de-la-en/
,18,"https://www.google.com/maps/place/76 Chemin de la Montagne 76 Chemin de la Montagne Lac-Sainte-Marie,QC J0X 1Z0",,Public,Par 72,,"Lac-Sainte-Marie, QC",,(819) 4673111,,6556,,,,https://www.golflsm.com,https://www.golfcanada.ca/golf-facility/lac-sainte-marie-club-de-golf-en/
,27,"https://www.google.com/maps/place/3248 Carp Road P.O. Box 142  Carp,ON K0A 1L0",,Semi-private,,,"Carp, ON",,613-839-4653,,,,,,https://www.irishhillsgolf.com,https://www.golfcanada.ca/golf-facility/irish-hills-golf-country-club-en/
,18,"https://www.google.com/maps/place/2985 Golf Club Road  Pickering,ON L1X 0J9",,Private,Par 72,,"Pickering, ON",,(905) 294-9600,,6657,,,,,https://www.golfcanada.ca/golf-facility/whitevale-golf-club-en/
,—,"https://www.google.com/maps/place/Box 99  Wardsville,ON N0L 2N0",,Public,Par 71,,"Wardsville, ON",,(519) 693-492,,5902,,,,,https://www.golfcanada.ca/golf-facility/wardsville-golf-club-en/
,9,"https://www.google.com/maps/place/469 Memorial Avenue Pro Shop Qualicum Beach,BC V9K 1G8",,Public,Par 70,,"Qualicum Beach, BC",,(250) 752-6312,,5688,,,,https://www.golfqualicum.ca,https://www.golfcanada.ca/golf-facility/qualicum-beach-memorial-golf-club-en/
,36,"https://www.google.com/maps/place/9503 Dublin Line  Milton,ON L9T 2X7",,Public,,,"Milton, ON",,—,,,,,,https://www.golfgranite.com,https://www.golfcanada.ca/golf-facility/granite-ridge-golf-club-en/
,9,"https://www.google.com/maps/place/100 Esplanade Avenue  Harrison Hot Springs,BC V0M 1K0",,Public,Par 72,,"Harrison Hot Springs, BC",,(604) 796-9009,,6750,,,,,https://www.golfcanada.ca/golf-facility/harrison-resort-golf-course-en/
,18,"https://www.google.com/maps/place/3654 Dunrobin Rd  Woodlawn,ON K0A 3M0",,Public,Par 71,,"Woodlawn, ON",,(613) 729-8831,,6495,,,,,https://www.golfcanada.ca/golf-facility/copperdale-golf-en/
,18,"https://www.google.com/maps/place/#8 Lynx Ridge Blvd. NW  Calgary,AB T3L 2M3",,Public,Par 71,,"Calgary, AB",,(403) 547-5969,,6826,,,,https://www.lynxridge.com,https://www.golfcanada.ca/golf-facility/lynx-ridge-golf-club-en/
,18,"https://www.google.com/maps/place/120 Golf Links Rd  Burford,ON N0E 1A0",,Public,Par 71,,"Burford, ON",,1-888-833-8787,,5418,,,,https://www.golfburford.ca,https://www.golfcanada.ca/golf-facility/burford-golf-links-en/
,18,"https://www.google.com/maps/place/144 Badger Road, RR#2 Box 8  Parry Sound,ON P2A 2W8",,Semi-private,Par 71,,"Parry Sound, ON",,(705) 378-2555,,6795,,,,https://www.seguinvalley.com,https://www.golfcanada.ca/golf-facility/seguin-valley-golf-club-en/
,18,"https://www.google.com/maps/place/1039 Route 161  Frontenac,QC G6B 2S1",,Public,Par 72,,"Frontenac, QC",,(819) 583-4810,,6313,,,,https://www.clubdegolflacmegantic.com,https://www.golfcanada.ca/golf-facility/lac-megantic-club-de-golf-en/
,18,"https://www.google.com/maps/place/Highway 17 North, PO Box 213  Fisher Branch,MB R0C 0Z0",,Public,Par —,,"Fisher Branch, MB",,(204) 372-6855,,—,,,,,https://www.golfcanada.ca/golf-facility/fisher-branch-golf-country-club-en/
,9,"https://www.google.com/maps/place/PO Box 2100 Stn. M #136  Calgary,AB T2P 2M5",,Public,Par 72,,"Calgary, AB",,(403) 974-1803,,6406,,,,,https://www.golfcanada.ca/golf-facility/confederation-park-golf-course-en/
,18,"https://www.google.com/maps/place/3 du Verglas  Rimouski,QC G5N 5W9",,Public,Par 72,,"Rimouski, QC",,4187352222,,6009,,,,https://www.valneigette.ca,https://www.golfcanada.ca/golf-facility/val-neigette-club-de-golf-en/
,18,S0K 0S0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/bruno-golf-country-club-en/
